TOKEN_ID,TOKEN_NAME,Quak,Beak,Feathers,Wear
1533,Quak #1533,Brown Quak,Flamingo-like,Pink Feathers,Flower
1534,Quak #1534,Yellow Quak,Coot-like,White Feathers,Earrings
1535,Quak #1535,Orange Quak,Crow-like,White Feathers,Glasses
1536,Quak #1536,Green Quak,Flamingo-like,White Feathers,Pipe
1537,Quak #1537,Brown Quak,Chicken-like,Purple Feathers,Nightcap
1538,Quak #1538,Green Quak,Coot-like,Blue Feathers,Happy
1539,Quak #1539,Brown Quak,Coot-like,White Feathers,Egg
1540,Quak #1540,Green Quak,Flamingo-like,Blue Feathers,Bitcoin
1541,Quak #1541,Green Quak,Puffin-like,Green Feathers,Egg-plate
1542,Quak #1542,Brown Quak,Toucan-like,Pink Feathers,Sad
1543,Quak #1543,Brown Quak,Coot-like,White Feathers,Pipe
1544,Quak #1544,Brown Quak,Crow-like,Pink Feathers,Egg
1545,Quak #1545,Purple Quak,Chicken-like,Pink Feathers,Earrings
1546,Quak #1546,Purple Quak,Parrot-like,Green Feathers,Ethereum
1547,Quak #1547,Green Quak,Chicken-like,Pink Feathers,Happy
1548,Quak #1548,Blue Quak,Chicken-like,White Feathers,Horns
1549,Quak #1549,Purple Quak,Crow-like,Green Feathers,Glasses
1550,Quak #1550,Brown Quak,Flamingo-like,Pink Feathers,Sad
1551,Quak #1551,Green Quak,Flamingo-like,Red Feathers,Sad
1552,Quak #1552,Blue Quak,Chicken-like,Purple Feathers,Egg-plate
1553,Quak #1553,Green Quak,Coot-like,Pink Feathers,Ethereum
1554,Quak #1554,Green Quak,Puffin-like,Red Feathers,Hat
1555,Quak #1555,Orange Quak,Flamingo-like,Pink Feathers,Ethereum
1556,Quak #1556,Purple Quak,Puffin-like,White Feathers,Conical-hat
1557,Quak #1557,Brown Quak,Coot-like,Blue Feathers,Ethereum
1558,Quak #1558,Blue Quak,Puffin-like,Green Feathers,Happy
1559,Quak #1559,Purple Quak,Parrot-like,Pink Feathers,Conical-hat
1560,Quak #1560,Brown Quak,Puffin-like,Blue Feathers,Hat
1561,Quak #1561,Brown Quak,Flamingo-like,Red Feathers,Ship
1562,Quak #1562,Blue Quak,Coot-like,Blue Feathers,Flower
1563,Quak #1563,Blue Quak,Crow-like,Blue Feathers,Chained
1564,Quak #1564,Blue Quak,Puffin-like,White Feathers,Ethereum
1565,Quak #1565,Blue Quak,Chicken-like,Red Feathers,Glasses
1566,Quak #1566,Blue Quak,Flamingo-like,White Feathers,Blindfold
1567,Quak #1567,Orange Quak,Coot-like,Red Feathers,Tilted-hat
1568,Quak #1568,Green Quak,Chicken-like,Blue Feathers,Earrings
1569,Quak #1569,Orange Quak,Coot-like,White Feathers,Tilted-hat
1570,Quak #1570,Green Quak,Coot-like,Blue Feathers,Cigarette
1571,Quak #1571,Blue Quak,Chicken-like,White Feathers,Ship
1572,Quak #1572,Purple Quak,Coot-like,White Feathers,Conical-hat
1573,Quak #1573,Orange Quak,Coot-like,White Feathers,Cigarette
1574,Quak #1574,Blue Quak,Flamingo-like,Pink Feathers,Egg
1575,Quak #1575,Purple Quak,Crow-like,Pink Feathers,Earrings
1576,Quak #1576,Purple Quak,Coot-like,White Feathers,Crown
1577,Quak #1577,Brown Quak,Flamingo-like,Purple Feathers,Tilted-hat
1578,Quak #1578,Green Quak,Crow-like,Purple Feathers,Ethereum
1579,Quak #1579,Yellow Quak,Crow-like,Purple Feathers,Ethereum
1580,Quak #1580,Orange Quak,Crow-like,White Feathers,Conical-hat
1581,Quak #1581,Purple Quak,Crow-like,White Feathers,Glasses
1582,Quak #1582,Green Quak,Coot-like,Green Feathers,Bubble
1583,Quak #1583,Purple Quak,Flamingo-like,Blue Feathers,Earrings
1584,Quak #1584,Brown Quak,Crow-like,Green Feathers,Crown
1585,Quak #1585,Green Quak,Coot-like,Pink Feathers,Happy
1586,Quak #1586,Brown Quak,Chicken-like,Green Feathers,Bitcoin
1587,Quak #1587,Brown Quak,Flamingo-like,Purple Feathers,Glasses
1588,Quak #1588,Blue Quak,Crow-like,Blue Feathers,Horns
1589,Quak #1589,Brown Quak,Coot-like,Gold Feathers,Hat
1590,Quak #1590,Yellow Quak,Crow-like,White Feathers,Horns
1591,Quak #1591,Orange Quak,Flamingo-like,White Feathers,Blindfold
1592,Quak #1592,Blue Quak,Chicken-like,Pink Feathers,Glasses
1593,Quak #1593,Brown Quak,Chicken-like,Red Feathers,Chained
1594,Quak #1594,Brown Quak,Flamingo-like,Blue Feathers,Earrings
1595,Quak #1595,Purple Quak,Puffin-like,Pink Feathers,Ship
1596,Quak #1596,Brown Quak,Puffin-like,Blue Feathers,Tilted-hat
1597,Quak #1597,Purple Quak,Chicken-like,Red Feathers,Flower
1598,Quak #1598,Brown Quak,Coot-like,Blue Feathers,Ship
1599,Quak #1599,Brown Quak,Parrot-like,Pink Feathers,Flower
1600,Quak #1600,Purple Quak,Chicken-like,Pink Feathers,Bitcoin
1601,Quak #1601,Blue Quak,Chicken-like,White Feathers,Bubble
1602,Quak #1602,Purple Quak,Coot-like,Blue Feathers,Cigarette
1603,Quak #1603,Brown Quak,Parrot-like,Green Feathers,Glasses
1604,Quak #1604,Blue Quak,Flamingo-like,Pink Feathers,Horns
1605,Quak #1605,Orange Quak,Flamingo-like,Red Feathers,Happy
1606,Quak #1606,Orange Quak,Flamingo-like,Green Feathers,Hair
1607,Quak #1607,Green Quak,Crow-like,Pink Feathers,Horns
1608,Quak #1608,Brown Quak,Flamingo-like,Blue Feathers,Conical-hat
1609,Quak #1609,Green Quak,Chicken-like,Red Feathers,Ethereum
1610,Quak #1610,Blue Quak,Puffin-like,White Feathers,Earrings
1611,Quak #1611,Brown Quak,Crow-like,Pink Feathers,Bitcoin
1612,Quak #1612,Brown Quak,Crow-like,Green Feathers,Glasses
1613,Quak #1613,Green Quak,Flamingo-like,Green Feathers,Bubble
1614,Quak #1614,Blue Quak,Coot-like,White Feathers,Happy
1615,Quak #1615,Brown Quak,Chicken-like,Purple Feathers,Happy
1616,Quak #1616,Brown Quak,Chicken-like,Red Feathers,Happy
1617,Quak #1617,Purple Quak,Puffin-like,White Feathers,Tilted-hat
1618,Quak #1618,Blue Quak,Chicken-like,Green Feathers,Cigarette
1619,Quak #1619,Orange Quak,Coot-like,Red Feathers,Sad
1620,Quak #1620,Blue Quak,Coot-like,White Feathers,Horns
1621,Quak #1621,Brown Quak,Crow-like,Red Feathers,Blindfold
1622,Quak #1622,Green Quak,Puffin-like,Red Feathers,Bubble
1623,Quak #1623,Green Quak,Crow-like,White Feathers,Cigarette
1624,Quak #1624,Yellow Quak,Crow-like,Purple Feathers,Mail
1625,Quak #1625,Purple Quak,Puffin-like,Blue Feathers,Conical-hat
1626,Quak #1626,Blue Quak,Coot-like,Gold Feathers,Nightcap
1627,Quak #1627,Green Quak,Puffin-like,White Feathers,Nightcap
1628,Quak #1628,Green Quak,Flamingo-like,Red Feathers,Mail
1629,Quak #1629,Brown Quak,Puffin-like,Green Feathers,Mail
1630,Quak #1630,Purple Quak,Coot-like,White Feathers,Flower
1631,Quak #1631,Green Quak,Coot-like,Pink Feathers,Glasses
1632,Quak #1632,Purple Quak,Puffin-like,Pink Feathers,Hat
1633,Quak #1633,Blue Quak,Crow-like,Red Feathers,Mail
1634,Quak #1634,Brown Quak,Puffin-like,Red Feathers,Bubble
1635,Quak #1635,Purple Quak,Coot-like,Pink Feathers,Ship
1636,Quak #1636,Brown Quak,Chicken-like,Red Feathers,Bitcoin
1637,Quak #1637,Purple Quak,Chicken-like,Red Feathers,Tilted-hat
1638,Quak #1638,Purple Quak,Crow-like,Gold Feathers,Cigarette
1639,Quak #1639,Orange Quak,Coot-like,Pink Feathers,Ethereum
1640,Quak #1640,Blue Quak,Crow-like,Purple Feathers,Happy
1641,Quak #1641,Blue Quak,Coot-like,Red Feathers,Cigarette
1642,Quak #1642,Green Quak,Chicken-like,Blue Feathers,Nightcap
1643,Quak #1643,Purple Quak,Crow-like,White Feathers,Crown
1644,Quak #1644,Blue Quak,Flamingo-like,Pink Feathers,Chained
1645,Quak #1645,Green Quak,Puffin-like,Pink Feathers,Crown
1646,Quak #1646,Purple Quak,Crow-like,Green Feathers,Chained
1647,Quak #1647,Brown Quak,Coot-like,Green Feathers,Sad
1648,Quak #1648,Blue Quak,Crow-like,Purple Feathers,Earrings
1649,Quak #1649,Purple Quak,Toucan-like,Blue Feathers,Blindfold
1650,Quak #1650,Brown Quak,Flamingo-like,White Feathers,Crown
1651,Quak #1651,Green Quak,Crow-like,Green Feathers,Happy
1652,Quak #1652,Brown Quak,Flamingo-like,Purple Feathers,Bubble
1653,Quak #1653,Green Quak,Chicken-like,Teal Feathers,Chain
1654,Quak #1654,Orange Quak,Flamingo-like,Purple Feathers,Horns
1655,Quak #1655,Brown Quak,Flamingo-like,Purple Feathers,Earrings
1656,Quak #1656,Blue Quak,Puffin-like,Purple Feathers,Ship
1657,Quak #1657,Blue Quak,Coot-like,Green Feathers,Sad
1658,Quak #1658,Brown Quak,Crow-like,Green Feathers,Earrings
1659,Quak #1659,Brown Quak,Chicken-like,Blue Feathers,Glasses
1660,Quak #1660,Brown Quak,Crow-like,Red Feathers,Glasses
1661,Quak #1661,Orange Quak,Crow-like,Green Feathers,Ethereum
1662,Quak #1662,Green Quak,Coot-like,Red Feathers,Happy
1663,Quak #1663,Brown Quak,Flamingo-like,Blue Feathers,Hair
1664,Quak #1664,Brown Quak,Flamingo-like,Red Feathers,Hat
1665,Quak #1665,Orange Quak,Crow-like,White Feathers,Ship
1666,Quak #1666,Brown Quak,Crow-like,Purple Feathers,Cigarette
1667,Quak #1667,Blue Quak,Flamingo-like,Red Feathers,Mail
1668,Quak #1668,Brown Quak,Crow-like,Teal Feathers,Cigarette
1669,Quak #1669,Purple Quak,Puffin-like,White Feathers,Blindfold
1670,Quak #1670,Colorful Quak,Crow-like,Red Feathers,Tilted-hat
1671,Quak #1671,Blue Quak,Chicken-like,White Feathers,Hat
1672,Quak #1672,Blue Quak,Puffin-like,Red Feathers,Glasses
1673,Quak #1673,Purple Quak,Puffin-like,Purple Feathers,Ship
1674,Quak #1674,Blue Quak,Puffin-like,Pink Feathers,Horns
1675,Quak #1675,Brown Quak,Puffin-like,Purple Feathers,Earrings
1676,Quak #1676,Brown Quak,Coot-like,Blue Feathers,Horns
1677,Quak #1677,Green Quak,Chicken-like,Blue Feathers,Pipe
1678,Quak #1678,Purple Quak,Toucan-like,Pink Feathers,Flower
1679,Quak #1679,Orange Quak,Crow-like,Purple Feathers,Sad
1680,Quak #1680,Purple Quak,Flamingo-like,Blue Feathers,Horns
1681,Quak #1681,Purple Quak,Crow-like,Pink Feathers,Chained
1682,Quak #1682,Purple Quak,Chicken-like,Blue Feathers,Egg-plate
1683,Quak #1683,Orange Quak,Puffin-like,Blue Feathers,Happy
1684,Quak #1684,Blue Quak,Chicken-like,Blue Feathers,Happy
1685,Quak #1685,Orange Quak,Flamingo-like,White Feathers,Mail
1686,Quak #1686,Brown Quak,Coot-like,Red Feathers,Cigarette
1687,Quak #1687,Purple Quak,Chicken-like,Blue Feathers,Pipe
1688,Quak #1688,Brown Quak,Flamingo-like,Pink Feathers,Crown
1689,Quak #1689,Brown Quak,Chicken-like,Blue Feathers,Hair
1690,Quak #1690,Blue Quak,Flamingo-like,Green Feathers,Bubble
1691,Quak #1691,Purple Quak,Puffin-like,Pink Feathers,Chain
1692,Quak #1692,Green Quak,Puffin-like,Pink Feathers,Glasses
1693,Quak #1693,Purple Quak,Flamingo-like,Blue Feathers,Mail
1694,Quak #1694,Purple Quak,Flamingo-like,Purple Feathers,Happy
1695,Quak #1695,Purple Quak,Parrot-like,Red Feathers,Chain
1696,Quak #1696,Purple Quak,Coot-like,Green Feathers,Blindfold
1697,Quak #1697,Green Quak,Crow-like,Blue Feathers,Ethereum
1698,Quak #1698,Green Quak,Coot-like,Green Feathers,Earrings
1699,Quak #1699,Blue Quak,Chicken-like,Blue Feathers,Cigarette
1700,Quak #1700,Brown Quak,Coot-like,Green Feathers,Egg-plate
1701,Quak #1701,Orange Quak,Flamingo-like,White Feathers,Sad
1702,Quak #1702,Purple Quak,Crow-like,Purple Feathers,Ship
1703,Quak #1703,Green Quak,Flamingo-like,White Feathers,Cigarette
1704,Quak #1704,Purple Quak,Coot-like,Blue Feathers,Horns
1705,Quak #1705,Brown Quak,Coot-like,Blue Feathers,Cigarette
1706,Quak #1706,Blue Quak,Crow-like,Pink Feathers,Bubble
1707,Quak #1707,Orange Quak,Crow-like,White Feathers,Hair
1708,Quak #1708,Brown Quak,Flamingo-like,Blue Feathers,Flower
1709,Quak #1709,Brown Quak,Coot-like,Red Feathers,Earrings
1710,Quak #1710,Green Quak,Coot-like,White Feathers,Nightcap
1711,Quak #1711,Brown Quak,Coot-like,Blue Feathers,Conical-hat
1712,Quak #1712,Green Quak,Crow-like,Blue Feathers,Mail
1713,Quak #1713,Orange Quak,Flamingo-like,Pink Feathers,Conical-hat
1714,Quak #1714,Brown Quak,Crow-like,Red Feathers,Ethereum
1715,Quak #1715,Brown Quak,Flamingo-like,Red Feathers,Glasses
1716,Quak #1716,Green Quak,Chicken-like,Blue Feathers,Egg-plate
1717,Quak #1717,Blue Quak,Crow-like,Pink Feathers,Ethereum
1718,Quak #1718,Purple Quak,Crow-like,Blue Feathers,Conical-hat
1719,Quak #1719,Blue Quak,Flamingo-like,Purple Feathers,Tilted-hat
1720,Quak #1720,Brown Quak,Puffin-like,Pink Feathers,Chain
1721,Quak #1721,Purple Quak,Coot-like,Red Feathers,Hat
1722,Quak #1722,Blue Quak,Chicken-like,Green Feathers,Mail
1723,Quak #1723,Green Quak,Coot-like,Green Feathers,Flower
1724,Quak #1724,Blue Quak,Flamingo-like,Pink Feathers,Chain
1725,Quak #1725,Purple Quak,Flamingo-like,Green Feathers,Sad
1726,Quak #1726,Green Quak,Crow-like,Green Feathers,Earrings
1727,Quak #1727,Brown Quak,Toucan-like,Green Feathers,Pipe
1728,Quak #1728,Blue Quak,Coot-like,Green Feathers,Blindfold
1729,Quak #1729,Blue Quak,Puffin-like,Teal Feathers,Glasses
1730,Quak #1730,Orange Quak,Chicken-like,White Feathers,Hat
1731,Quak #1731,Brown Quak,Coot-like,Red Feathers,Tilted-hat
1732,Quak #1732,Blue Quak,Coot-like,Red Feathers,Ship
1733,Quak #1733,Brown Quak,Puffin-like,Purple Feathers,Horns
1734,Quak #1734,Brown Quak,Chicken-like,Purple Feathers,Earrings
1735,Quak #1735,Blue Quak,Chicken-like,Purple Feathers,Happy
1736,Quak #1736,Blue Quak,Crow-like,Red Feathers,Horns
1737,Quak #1737,Green Quak,Chicken-like,Blue Feathers,Hair
1738,Quak #1738,Green Quak,Flamingo-like,White Feathers,Conical-hat
1739,Quak #1739,Orange Quak,Crow-like,Pink Feathers,Egg-plate
1740,Quak #1740,Orange Quak,Crow-like,Purple Feathers,Chain
1741,Quak #1741,Orange Quak,Crow-like,White Feathers,Crown
1742,Quak #1742,Orange Quak,Chicken-like,Red Feathers,Hat
1743,Quak #1743,Blue Quak,Chicken-like,Pink Feathers,Ship
1744,Quak #1744,Blue Quak,Flamingo-like,Purple Feathers,Egg-plate
1745,Quak #1745,Green Quak,Coot-like,Purple Feathers,Hat
1746,Quak #1746,Green Quak,Crow-like,Pink Feathers,Blindfold
1747,Quak #1747,Blue Quak,Flamingo-like,White Feathers,Sad
1748,Quak #1748,Brown Quak,Flamingo-like,Red Feathers,Happy
1749,Quak #1749,Brown Quak,Coot-like,Red Feathers,Ship
1750,Quak #1750,Brown Quak,Flamingo-like,Pink Feathers,Chained
1751,Quak #1751,Blue Quak,Crow-like,Pink Feathers,Nightcap
1752,Quak #1752,Orange Quak,Crow-like,White Feathers,Sad
1753,Quak #1753,Brown Quak,Puffin-like,Pink Feathers,Earrings
1754,Quak #1754,Purple Quak,Coot-like,Red Feathers,Ship
1755,Quak #1755,Yellow Quak,Chicken-like,White Feathers,Nightcap
1756,Quak #1756,Brown Quak,Puffin-like,Teal Feathers,Glasses
1757,Quak #1757,Blue Quak,Chicken-like,Green Feathers,Chain
1758,Quak #1758,Brown Quak,Coot-like,Blue Feathers,Happy
1759,Quak #1759,Brown Quak,Flamingo-like,Teal Feathers,Earrings
1760,Quak #1760,Yellow Quak,Crow-like,White Feathers,Blindfold
1761,Quak #1761,Blue Quak,Coot-like,Pink Feathers,Hair
1762,Quak #1762,Purple Quak,Crow-like,Purple Feathers,Hat
1763,Quak #1763,Green Quak,Crow-like,Purple Feathers,Glasses
1764,Quak #1764,Blue Quak,Chicken-like,Blue Feathers,Chained
1765,Quak #1765,Purple Quak,Crow-like,Red Feathers,Egg-plate
1766,Quak #1766,Green Quak,Coot-like,Pink Feathers,Mail
1767,Quak #1767,Green Quak,Crow-like,Purple Feathers,Earrings
1768,Quak #1768,Blue Quak,Crow-like,Blue Feathers,Happy
1769,Quak #1769,Blue Quak,Crow-like,Purple Feathers,Glasses
1770,Quak #1770,Yellow Quak,Chicken-like,Green Feathers,Ethereum
1771,Quak #1771,Orange Quak,Puffin-like,Pink Feathers,Tilted-hat
1772,Quak #1772,Green Quak,Puffin-like,Pink Feathers,Happy
1773,Quak #1773,Yellow Quak,Coot-like,Green Feathers,Hat
1774,Quak #1774,Blue Quak,Puffin-like,Green Feathers,Chain
1775,Quak #1775,Green Quak,Flamingo-like,Green Feathers,Chain
1776,Quak #1776,Brown Quak,Chicken-like,Teal Feathers,Bubble
1777,Quak #1777,Orange Quak,Crow-like,Pink Feathers,Flower
1778,Quak #1778,Green Quak,Crow-like,Red Feathers,Mail
1779,Quak #1779,Blue Quak,Crow-like,Blue Feathers,Flower
1780,Quak #1780,Green Quak,Chicken-like,Green Feathers,Horns
1781,Quak #1781,Blue Quak,Crow-like,Blue Feathers,Mail
1782,Quak #1782,Yellow Quak,Coot-like,Pink Feathers,Hat
1783,Quak #1783,Blue Quak,Chicken-like,Pink Feathers,Chain
1784,Quak #1784,Purple Quak,Puffin-like,Purple Feathers,Egg-plate
1785,Quak #1785,Orange Quak,Crow-like,Pink Feathers,Ship
1786,Quak #1786,Blue Quak,Coot-like,White Feathers,Hat
1787,Quak #1787,Blue Quak,Puffin-like,Pink Feathers,Happy
1788,Quak #1788,Orange Quak,Chicken-like,Green Feathers,Glasses
1789,Quak #1789,Orange Quak,Chicken-like,Blue Feathers,Pipe
1790,Quak #1790,Purple Quak,Flamingo-like,Purple Feathers,Sad
1791,Quak #1791,Green Quak,Coot-like,Green Feathers,Glasses
1792,Quak #1792,Green Quak,Crow-like,Pink Feathers,Sad
1793,Quak #1793,Green Quak,Crow-like,Green Feathers,Mail
1794,Quak #1794,Brown Quak,Flamingo-like,Green Feathers,Pipe
1795,Quak #1795,Purple Quak,Puffin-like,Red Feathers,Pipe
1796,Quak #1796,Brown Quak,Crow-like,Pink Feathers,Chained
1797,Quak #1797,Brown Quak,Puffin-like,Red Feathers,Horns
1798,Quak #1798,Green Quak,Crow-like,Blue Feathers,Chain
1799,Quak #1799,Orange Quak,Flamingo-like,White Feathers,Chained
1800,Quak #1800,Orange Quak,Chicken-like,Blue Feathers,Bubble
1801,Quak #1801,Green Quak,Crow-like,Green Feathers,Ship
1802,Quak #1802,Yellow Quak,Chicken-like,Pink Feathers,Blindfold
1803,Quak #1803,Green Quak,Chicken-like,Purple Feathers,Nightcap
1804,Quak #1804,Blue Quak,Coot-like,Green Feathers,Conical-hat
1805,Quak #1805,Green Quak,Flamingo-like,Red Feathers,Hair
1806,Quak #1806,Purple Quak,Flamingo-like,White Feathers,Crown
1807,Quak #1807,Green Quak,Crow-like,Pink Feathers,Earrings
1808,Quak #1808,Green Quak,Chicken-like,Blue Feathers,Hat
1809,Quak #1809,Purple Quak,Puffin-like,Green Feathers,Ethereum
1810,Quak #1810,Green Quak,Crow-like,Red Feathers,Happy
1811,Quak #1811,Orange Quak,Coot-like,White Feathers,Ethereum
1812,Quak #1812,Yellow Quak,Puffin-like,White Feathers,Happy
1813,Quak #1813,Brown Quak,Parrot-like,Red Feathers,Ethereum
1814,Quak #1814,Green Quak,Crow-like,White Feathers,Glasses
1815,Quak #1815,Blue Quak,Coot-like,Red Feathers,Nightcap
1816,Quak #1816,Green Quak,Puffin-like,Red Feathers,Ethereum
1817,Quak #1817,Brown Quak,Coot-like,Red Feathers,Sad
1818,Quak #1818,Green Quak,Coot-like,Red Feathers,Flower
1819,Quak #1819,Green Quak,Puffin-like,Red Feathers,Chain
1820,Quak #1820,Green Quak,Crow-like,Pink Feathers,Egg
1821,Quak #1821,Brown Quak,Crow-like,Red Feathers,Conical-hat
1822,Quak #1822,Brown Quak,Puffin-like,Purple Feathers,Blindfold
1823,Quak #1823,Green Quak,Crow-like,White Feathers,Nightcap
1824,Quak #1824,Brown Quak,Flamingo-like,Purple Feathers,Hair
1825,Quak #1825,Brown Quak,Parrot-like,Blue Feathers,Bubble
1826,Quak #1826,Blue Quak,Chicken-like,Teal Feathers,Chain
1827,Quak #1827,Orange Quak,Coot-like,Pink Feathers,Hat
1828,Quak #1828,Blue Quak,Puffin-like,White Feathers,Bubble
1829,Quak #1829,Blue Quak,Puffin-like,Red Feathers,Horns
1830,Quak #1830,Brown Quak,Crow-like,Green Feathers,Nightcap
1831,Quak #1831,Green Quak,Chicken-like,Purple Feathers,Pipe
1832,Quak #1832,Brown Quak,Puffin-like,Purple Feathers,Tilted-hat
1833,Quak #1833,Purple Quak,Coot-like,Blue Feathers,Ship
1834,Quak #1834,Orange Quak,Parrot-like,White Feathers,Nightcap
1835,Quak #1835,Green Quak,Coot-like,Teal Feathers,Egg-plate
1836,Quak #1836,Brown Quak,Puffin-like,Blue Feathers,Egg
1837,Quak #1837,Green Quak,Crow-like,Red Feathers,Ship
1838,Quak #1838,Blue Quak,Coot-like,Green Feathers,Pipe
1839,Quak #1839,Green Quak,Flamingo-like,Blue Feathers,Nightcap
1840,Quak #1840,Green Quak,Coot-like,Green Feathers,Blindfold
1841,Quak #1841,Purple Quak,Puffin-like,Red Feathers,Egg-plate
1842,Quak #1842,Purple Quak,Chicken-like,Purple Feathers,Hat
1843,Quak #1843,Green Quak,Chicken-like,White Feathers,Happy
1844,Quak #1844,Brown Quak,Crow-like,Purple Feathers,Pipe
1845,Quak #1845,Yellow Quak,Coot-like,White Feathers,Bubble
1846,Quak #1846,Brown Quak,Flamingo-like,Red Feathers,Mail
1847,Quak #1847,Purple Quak,Chicken-like,Green Feathers,Chain
1848,Quak #1848,Purple Quak,Flamingo-like,White Feathers,Egg-plate
1849,Quak #1849,Brown Quak,Crow-like,Purple Feathers,Happy
1850,Quak #1850,Purple Quak,Flamingo-like,Blue Feathers,Glasses
1851,Quak #1851,Purple Quak,Flamingo-like,Green Feathers,Chain
1852,Quak #1852,Orange Quak,Crow-like,Green Feathers,Blindfold
1853,Quak #1853,Blue Quak,Puffin-like,Green Feathers,Hair
1854,Quak #1854,Blue Quak,Crow-like,Red Feathers,Pipe
1855,Quak #1855,Green Quak,Crow-like,Pink Feathers,Conical-hat
1856,Quak #1856,Brown Quak,Crow-like,Blue Feathers,Mail
1857,Quak #1857,Brown Quak,Flamingo-like,Green Feathers,Tilted-hat
1858,Quak #1858,Orange Quak,Coot-like,White Feathers,Flower
1859,Quak #1859,Orange Quak,Crow-like,White Feathers,Bubble
1860,Quak #1860,Purple Quak,Chicken-like,Purple Feathers,Nightcap
1861,Quak #1861,Green Quak,Chicken-like,White Feathers,Chained
1862,Quak #1862,Yellow Quak,Chicken-like,Pink Feathers,Ethereum
1863,Quak #1863,Purple Quak,Coot-like,Blue Feathers,Ethereum
1864,Quak #1864,Orange Quak,Crow-like,White Feathers,Pipe
1865,Quak #1865,Brown Quak,Crow-like,Green Feathers,Ethereum
1866,Quak #1866,Brown Quak,Coot-like,Pink Feathers,Glasses
1867,Quak #1867,Brown Quak,Chicken-like,Blue Feathers,Cigarette
1868,Quak #1868,Green Quak,Coot-like,White Feathers,Bubble
1869,Quak #1869,Green Quak,Crow-like,White Feathers,Blindfold
1870,Quak #1870,Orange Quak,Crow-like,Red Feathers,Happy
1871,Quak #1871,Brown Quak,Coot-like,Pink Feathers,Pipe
1872,Quak #1872,Orange Quak,Coot-like,Pink Feathers,Happy
1873,Quak #1873,Purple Quak,Coot-like,Purple Feathers,Bubble
1874,Quak #1874,Purple Quak,Toucan-like,Pink Feathers,Nightcap
1875,Quak #1875,Green Quak,Puffin-like,Green Feathers,Earrings
1876,Quak #1876,Purple Quak,Chicken-like,Pink Feathers,Chained
1877,Quak #1877,Brown Quak,Chicken-like,Green Feathers,Egg
1878,Quak #1878,Green Quak,Flamingo-like,White Feathers,Egg
1879,Quak #1879,Orange Quak,Crow-like,Pink Feathers,Tilted-hat
1880,Quak #1880,Blue Quak,Chicken-like,White Feathers,Egg
1881,Quak #1881,Green Quak,Chicken-like,White Feathers,Mail
1882,Quak #1882,Brown Quak,Coot-like,Purple Feathers,Hat
1883,Quak #1883,Brown Quak,Coot-like,Purple Feathers,Flower
1884,Quak #1884,Orange Quak,Coot-like,White Feathers,Sad
1885,Quak #1885,Purple Quak,Coot-like,Purple Feathers,Pipe
1886,Quak #1886,Blue Quak,Chicken-like,Purple Feathers,Conical-hat
1887,Quak #1887,Blue Quak,Puffin-like,Gold Feathers,Egg
1888,Quak #1888,Blue Quak,Flamingo-like,Purple Feathers,Happy
1889,Quak #1889,Brown Quak,Coot-like,Red Feathers,Egg-plate
1890,Quak #1890,Brown Quak,Toucan-like,Green Feathers,Bubble
1891,Quak #1891,Green Quak,Coot-like,Red Feathers,Chain
1892,Quak #1892,Green Quak,Flamingo-like,Pink Feathers,Chain
1893,Quak #1893,Blue Quak,Coot-like,Purple Feathers,Ethereum
1894,Quak #1894,Blue Quak,Coot-like,Red Feathers,Crown
1895,Quak #1895,Brown Quak,Flamingo-like,Purple Feathers,Nightcap
1896,Quak #1896,Brown Quak,Puffin-like,Green Feathers,Earrings
1897,Quak #1897,Brown Quak,Coot-like,Purple Feathers,Tilted-hat
1898,Quak #1898,Blue Quak,Flamingo-like,Green Feathers,Ship
1899,Quak #1899,Brown Quak,Flamingo-like,Green Feathers,Flower
1900,Quak #1900,Blue Quak,Coot-like,Purple Feathers,Sad
1901,Quak #1901,Brown Quak,Flamingo-like,Green Feathers,Chain
1902,Quak #1902,Blue Quak,Coot-like,Blue Feathers,Happy
1903,Quak #1903,Purple Quak,Puffin-like,Blue Feathers,Crown
1904,Quak #1904,Purple Quak,Crow-like,Green Feathers,Tilted-hat
1905,Quak #1905,Brown Quak,Puffin-like,White Feathers,Chained
1906,Quak #1906,Green Quak,Flamingo-like,Green Feathers,Pipe
1907,Quak #1907,Brown Quak,Chicken-like,White Feathers,Egg
1908,Quak #1908,Purple Quak,Crow-like,Blue Feathers,Tilted-hat
1909,Quak #1909,Green Quak,Crow-like,White Feathers,Chained
1910,Quak #1910,Orange Quak,Chicken-like,Pink Feathers,Cigarette
1911,Quak #1911,Green Quak,Crow-like,White Feathers,Mail
1912,Quak #1912,Purple Quak,Flamingo-like,White Feathers,Hair
1913,Quak #1913,Brown Quak,Chicken-like,Purple Feathers,Flower
1914,Quak #1914,Orange Quak,Chicken-like,White Feathers,Chained
1915,Quak #1915,Brown Quak,Puffin-like,Blue Feathers,Flower
1916,Quak #1916,Blue Quak,Chicken-like,Green Feathers,Bubble
1917,Quak #1917,Blue Quak,Flamingo-like,Purple Feathers,Glasses
1918,Quak #1918,Blue Quak,Crow-like,Red Feathers,Bubble
1919,Quak #1919,Purple Quak,Coot-like,Purple Feathers,Nightcap
1920,Quak #1920,Green Quak,Chicken-like,Pink Feathers,Nightcap
1921,Quak #1921,Brown Quak,Flamingo-like,Green Feathers,Blindfold
