TOKEN_ID,TOKEN_NAME,BOSS,Background,Fur,Mask,Mouth,Eyes,Clothes,Hat,Tail
855,Raccoon Mafia #855,,Purple,Gray,Dark Gray,Smile,Disgruntled,Bulletproof Vest,Fedora,
856,Raccoon Mafia #856,,Blue,Gray,Gray,Calm,Squint,Leather Jacket,Fedora,
857,Raccoon Mafia #857,,Orange,Wounded,Gray,Chain,Angry,Diamond Tie,,
858,Raccoon Mafia #858,,Red,Black Tattoo,Burgundy,Grin,Disgruntled,Officer,Trilby,
859,Raccoon Mafia #859,,Purple,Dark Gray,Black,Bullet,Bored,Gold Embroidery Jacket,,Barbwire
860,Raccoon Mafia #860,,Green,Brown,Burgundy,Chilli,Calm,White With Blood,Panama,
861,Raccoon Mafia #861,,Orange,White,Gray,Open,Heterochromia,Khaki Shirt,Hoodlum,
862,Raccoon Mafia #862,,Orange,White,Ginger,Grin,Suspicious,Short Sleeve Shirt,Homburg,
863,Raccoon Mafia #863,,Blue,White,Dark Gray,Calm,Grumpy,Tuxedo,Broad Brim,
864,Raccoon Mafia #864,,Blue,Dark Gray,Black,Dagger,Bored,Officer,Fedora,Cards
865,Raccoon Mafia #865,,Red,Black,Dark Brown,Bitcoin,Round Glasses,White With Blood,Straw Hat,
866,Raccoon Mafia #866,,Blue,Brown,Black,Calm,Calm,Black Shirt,Press Hat,
867,Raccoon Mafia #867,,Red,Wounded,Black,Grin,Heterochromia,,Broad Brim,Chains
868,Raccoon Mafia #868,,Orange,Brown,Black,Grin,Super Angry,Velvet Vest,Sombrero,
869,Raccoon Mafia #869,,Green,Black,Dark Brown,Smile,Thin Sunglasses,Striped Suit,Trilby,
870,Raccoon Mafia #870,,Green,Gray,Dark Gray,Calm,Disgruntled,Red Suspenders,Headband,Thorns
871,Raccoon Mafia #871,,Red,White,Black,Grenade,Thin Sunglasses,,Fedora,Thorns
872,Raccoon Mafia #872,,Yellow,Gray,Dark Gray,Grenade,Calm,Gold Embroidery Jacket,,
873,Raccoon Mafia #873,,Green,Black,Gold,Cigarette,Steampunk Glasses,Velvet Vest,Fedora,
874,Raccoon Mafia #874,,Red,Brown,Black,Cigarette,Steampunk Glasses,Gentleman,Western,Cards
875,Raccoon Mafia #875,,Blue,Gray,Burgundy,Cigarette,Square Glasses,Striped Suit,Homburg,Chains
876,Raccoon Mafia #876,,Green,Camel,Gray,Cigarette,Round Glasses,Torn T-shirt,Borsalino,
877,Raccoon Mafia #877,,Red,Wounded,Dark Gray,Poison,Steampunk Glasses,,Flat Gray,
878,Raccoon Mafia #878,,Orange,Black,Black,Cigarette,Grumpy,Killer,Military Cap,
879,Raccoon Mafia #879,,Green,Dark Gray,Dark Gray,Chilli,Super Angry,Bandage,Flat Gray,
880,Raccoon Mafia #880,,Yellow,Dark Gray,Ginger,Smile,Calm,,Officer,
881,Raccoon Mafia #881,,Yellow,Wounded,Burgundy,Calm,Bloodshot,Jersey,Sombrero,Thorns
882,Raccoon Mafia #882,,Purple,Brown,Dark Brown,Calm,Thin Sunglasses,Short Sleeve Shirt,Homburg,Thorns
883,Raccoon Mafia #883,,Green,Wounded,Dark Brown,Open,Suspicious,Diamond Tie,,
884,Raccoon Mafia #884,,Purple,Black,Burgundy,Calm,Monocle,Khaki Shirt,Broad Brim,
885,Raccoon Mafia #885,,Blue,Brown,Black,Open,Scar,Short Sleeve Shirt,Flat Gray,Barbwire
886,Raccoon Mafia #886,,Blue,Brown,Black,Cigarette,Square Sunglasses,Dollar Jacket,Bandage,Barbwire
887,Raccoon Mafia #887,,Blue,Dark Gray,Black,Grin,Squint,Polo,Dealer,
888,Raccoon Mafia #888,,Blue,Gray,Dark Gray,Open,Disgruntled,Striped Suit,,Cards
889,Raccoon Mafia #889,,Orange,Gray,Black,Smile,Suspicious,,Flat Black,
890,Raccoon Mafia #890,,Blue,Dark Gray,Gray,Spaghetti,Monocle,,Bandage,
891,Raccoon Mafia #891,,Blue,Dark Gray,Black,Cigarette,Calm,,Gold Embroidery,
892,Raccoon Mafia #892,,Red,Camel,Ginger,Open,Angry,Gentleman,Straw Hat,
893,Raccoon Mafia #893,,Orange,White,Burgundy,Smile,Suspicious,Torn T-shirt,Western,
894,Raccoon Mafia #894,,Purple,Dark Gray,Dark Brown,Chilli,Eye Implant,Roses Shirt,Pilot Hat,
895,Raccoon Mafia #895,,Orange,Dark Gray,Black,Grin,Super Angry,,,
896,Raccoon Mafia #896,,Orange,Gray,Gray,Diamond,Red,Black Shirt,,
897,Raccoon Mafia #897,,Orange,Gray,Burgundy,Calm,Calm,Velvet Vest,Gold Embroidery,
898,Raccoon Mafia #898,,Red,Dark Gray,Dark Gray,Smile,Grumpy,Polo,,Thorns
899,Raccoon Mafia #899,,Purple,Black,Dark Gray,Poison,Disgruntled,Detective,Dealer,Chains
900,Raccoon Mafia #900,,Blue,Dark Gray,Dark Gray,Match,Square Sunglasses,Short Sleeve Shirt,,
901,Raccoon Mafia #901,,Yellow,Gray,Black,Open,Innocent,,Straw Hat,Vine
902,Raccoon Mafia #902,,Orange,Brown,Gray,Calm,Scar,,,Cards
903,Raccoon Mafia #903,,Yellow,Dark Gray,Dark Brown,Cigar,Monocle,Ammunition,Military Cap,
904,Raccoon Mafia #904,,Orange,Black,Black,Bandana,Eyeband,,Flat Black,Thorns
905,Raccoon Mafia #905,,Red,White,Black,Open,Suspicious,Khaki Shirt,Fedora,
906,Raccoon Mafia #906,,Blue,Black,Dark Brown,Smile,Red,Rose Gold Bow Tie,Panama,
907,Raccoon Mafia #907,,Yellow,Wounded,Black,Open,Grumpy,Velvet Vest,Homburg,Chains
908,Raccoon Mafia #908,,Yellow,Black,Burgundy,Smile,Square Glasses,,,Cards
909,Raccoon Mafia #909,,Blue,Black,Ginger,Match,Innocent,,Cowboy,
910,Raccoon Mafia #910,,Blue,Brown,Dark Brown,Smile,Disgruntled,Plaid Shirt,Panama,
911,Raccoon Mafia #911,,Purple,Gray,Black,Match,Suspicious,Torn T-shirt,Headband,
912,Raccoon Mafia #912,,Yellow,Camel,Black,Calm,Grumpy,,Pilot Hat,
913,Raccoon Mafia #913,,Yellow,Gray,Dark Brown,Cigarette,Angry,Prison Uniform,Officer,
914,Raccoon Mafia #914,,Blue,Dark Gray,Dark Brown,Bullet,Bored,Killer,Arsonist,Casino
915,Raccoon Mafia #915,,Orange,Black,Dark Brown,Spaghetti,Suspicious,Striped Suit,Beret,Casino
916,Raccoon Mafia #916,,Green,Camel,Dark Gray,Open,Calm,,Flat Gray,Cards
917,Raccoon Mafia #917,,Orange,Brown,Ginger,Dagger,Eyeband,,Hoodlum,
918,Raccoon Mafia #918,,Orange,Black,Black,Diamond,Calm,Black Shirt,Panama,Barbwire
919,Raccoon Mafia #919,,Blue,Brown,Dark Brown,Calm,Innocent,,Straw Hat,Vine
920,Raccoon Mafia #920,,Blue,Wounded,Black,Bitcoin,Bored,Striped Suit,Pilot Hat,
921,Raccoon Mafia #921,,Orange,Gray,Gray,Rose,Squint,Bathrobe,,
922,Raccoon Mafia #922,,Yellow,Brown,Dark Brown,Grillz,Red,Plaid Shirt,Fedora,
923,Raccoon Mafia #923,,Yellow,Gray,Ginger,Grenade,Bored,,,
924,Raccoon Mafia #924,,Red,Wounded,Gray,Calm,Eye Implant,Bathrobe,Straw Hat,
925,Raccoon Mafia #925,,Blue,Gold,Dark Gray,Cigarette,Square Sunglasses,White With Blood,Borsalino,Thorns
926,Raccoon Mafia #926,,Red,Black,Gray,Open,Bored,Velvet Vest,,Thorns
927,Raccoon Mafia #927,,Red,Wounded,Black,Cigarette,Innocent,Tuxedo,Western,Dynamite
928,Raccoon Mafia #928,,Green,Brown,Burgundy,Spaghetti,Monocle,Gold Embroidery Jacket,,
929,Raccoon Mafia #929,,Yellow,Dark Gray,Gray,Calm,Grumpy,Polo,White Hat,
930,Raccoon Mafia #930,,Orange,Gray,Ginger,Open,Angry,Velvet Vest,Cowboy,
931,Raccoon Mafia #931,,Yellow,Brown,Gray,Bullet,Grumpy,,Derby,Thorns
932,Raccoon Mafia #932,,Red,Brown,Dark Brown,Cigarette,Disgruntled,,,
933,Raccoon Mafia #933,,Orange,Camel,Black,Open,Squint,,,
934,Raccoon Mafia #934,,Blue,Brown,Dark Brown,Smile,Super Angry,Red Suspenders,Beanie,
935,Raccoon Mafia #935,,Purple,Brown,Gray,Smile,Monocle,Gentleman,Western,
936,Raccoon Mafia #936,,Yellow,Dark Gray,Dark Brown,Grin,Bloodshot,Gold Embroidery Jacket,,Cards
937,Raccoon Mafia #937,,Blue,Gray,Dark Gray,Calm,Squint,Bulletproof Vest,Homburg,
938,Raccoon Mafia #938,,Orange,Black,Black,Cigarette,Disgruntled,,Western,
939,Raccoon Mafia #939,,Purple,Wounded,Gray,Smile,Disgruntled,,Trilby,
940,Raccoon Mafia #940,,Green,Gray,Burgundy,Smile,Square Sunglasses,Prison Uniform,Headband,
941,Raccoon Mafia #941,,Blue,Dark Gray,Dark Brown,Calm,Disgruntled,Poncho,,
942,Raccoon Mafia #942,,Blue,Black,Gray,Card,Red,Gentleman,Fedora,Chains
943,Raccoon Mafia #943,,Purple,Gray,Ginger,Grin,Square Glasses,White Rose Shirt,Derby,Refined
944,Raccoon Mafia #944,,Red,Black,Black,Cigar,Calm,Green Vest,Spiderweb,
945,Raccoon Mafia #945,,Blue,Gray,Dark Gray,Chain,Bored,,,
946,Raccoon Mafia #946,,Purple,Brown,Black,Dagger,Red,Red Suspenders,Flat Gray,
947,Raccoon Mafia #947,,Orange,Black,Gray,Calm,Squint,Khaki Shirt,Flat Gray,
948,Raccoon Mafia #948,,Blue,Brown,Gray,Calm,Innocent,,Broad Brim,
949,Raccoon Mafia #949,,Purple,Dark Gray,Gray,Grin,Round Glasses,Prison Uniform,,
950,Raccoon Mafia #950,,Blue,Dark Gray,Burgundy,Bitcoin,Angry,Bulletproof Vest,Derby,
951,Raccoon Mafia #951,,Orange,Camel,Dark Gray,Calm,Square Glasses,Prison Uniform,Panama,
952,Raccoon Mafia #952,,Orange,Wounded,Gray,Smile,Bored,,Gold Flower,
953,Raccoon Mafia #953,,Purple,Brown,Gray,Match,Calm,Diamond Tie,,Chains
954,Raccoon Mafia #954,,Yellow,Black,Dark Brown,Open,Red,,Western,
955,Raccoon Mafia #955,,Yellow,Black,Dark Brown,Smile,Heterochromia,Hawaiian,,Casino
956,Raccoon Mafia #956,,Purple,Brown,Dark Brown,Card,Steampunk Glasses,White Rose Shirt,Red Bandana,
957,Raccoon Mafia #957,,Purple,Dark Gray,Dark Gray,Smile,Heterochromia,Tuxedo,,
958,Raccoon Mafia #958,,Purple,Gray,Dark Brown,Calm,Disgruntled,Black Shirt,Gold Flower,Thorns
959,Raccoon Mafia #959,,Red,Camel,Black,Diamond,Innocent,Black Shirt,Cowboy,Refined
960,Raccoon Mafia #960,,Purple,Gray,Gray,Cigar,Grumpy,Prison Uniform,,Barbwire
961,Raccoon Mafia #961,,Purple,Dark Gray,Dark Brown,Calm,Calm,Poncho,Borsalino,Thorns
962,Raccoon Mafia #962,,Purple,Brown,Gray,Grin,Thin Sunglasses,Priest,Bandage,
963,Raccoon Mafia #963,,Red,Black,Dark Gray,Calm,Disgruntled,Snakeskin Jacket,Press Hat,
964,Raccoon Mafia #964,,Red,Camel,Dark Gray,Chilli,Disgruntled,Dealer,Derby,
965,Raccoon Mafia #965,,Red,Gray,Dark Gray,Grenade,Grumpy,Jersey,Bandage,
966,Raccoon Mafia #966,,Purple,White,Ginger,Grin,Calm,Robber,Borsalino,Barbwire
967,Raccoon Mafia #967,,Yellow,Gray,Dark Brown,Grin,Innocent,White Rose Shirt,Red Bandana,
968,Raccoon Mafia #968,,Purple,Camel,Dark Brown,Calm,Disgruntled,Black Coat,Headband,
969,Raccoon Mafia #969,,Orange,Gray,Gray,Bitcoin,Bloodshot,Black Shirt,,Chains
970,Raccoon Mafia #970,,Green,Dark Gray,Gray,Calm,Bored,Leather Jacket,,Thorns
971,Raccoon Mafia #971,,Orange,White,Burgundy,Cigarette,Angry,Khaki Shirt,,
972,Raccoon Mafia #972,,Red,Dark Gray,Gold,Cigarette,Calm,,White With Blood,Thorns
973,Raccoon Mafia #973,,Green,Brown,Dark Brown,Grin,Square Sunglasses,White Rose Shirt,Homburg,
974,Raccoon Mafia #974,,Blue,Camel,Gray,Smile,Grumpy,Rose Gold Bow Tie,Borsalino,Chains
975,Raccoon Mafia #975,,Red,Brown,Gray,Bandana,Calm,Prison Uniform,Pilot Hat,
976,Raccoon Mafia #976,,Green,Black,Gray,Smile,Monocle,,Straw Hat,Thorns
977,Raccoon Mafia #977,,Purple,Camel,Black,Cigarette,Angry,Black Shirt,,
978,Raccoon Mafia #978,,Purple,Dark Gray,Black,Calm,Thin Sunglasses,Dealer,Derby,Thorns
979,Raccoon Mafia #979,,Green,Gray,Burgundy,Rose,Eyeband,Diamond Tie,,Chains
980,Raccoon Mafia #980,,Blue,Black,Gray,Smile,Round Glasses,Jersey,Fedora,
981,Raccoon Mafia #981,,Green,Wounded,Ginger,Chilli,Calm,Priest,,
982,Raccoon Mafia #982,,Green,Dark Gray,Burgundy,Smile,Angry,Dealer,Headband,Chains
983,Raccoon Mafia #983,,Red,Gray,Dark Gray,Bitcoin,Disgruntled,Diamond Tie,Gold Embroidery,
984,Raccoon Mafia #984,,Purple,Dark Gray,Dark Gray,Chilli,Round Glasses,Poncho,Beret,
985,Raccoon Mafia #985,,Yellow,Brown,Dark Gray,Calm,Super Angry,Dealer,,Thorns
986,Raccoon Mafia #986,,Yellow,Gray,Dark Gray,Calm,Suspicious,Undershirt,,Barbwire
987,Raccoon Mafia #987,,Purple,Gray,Burgundy,Grin,Heterochromia,Black Shirt,,
988,Raccoon Mafia #988,,Yellow,Brown,Black,Grenade,Round Glasses,Plaid Shirt,,
989,Raccoon Mafia #989,,Yellow,Wounded,Burgundy,Smile,Bloodshot,,Borsalino,Casino
990,Raccoon Mafia #990,,Purple,Black,Dark Gray,Chilli,Calm,Short Sleeve Shirt,Flat Black,Refined
991,Raccoon Mafia #991,,Purple,Dark Gray,Burgundy,Smile,Grumpy,Leather Jacket,,Refined
992,Raccoon Mafia #992,,Red,Camel,Dark Gray,Calm,Bloodshot,Striped Suit,,
993,Raccoon Mafia #993,,Green,Gray,Dark Brown,Calm,Bored,Dealer,Arsonist,
994,Raccoon Mafia #994,,Purple,Dark Gray,Gray,Grin,Bored,Golden Shirt,Officer,Thorns
995,Raccoon Mafia #995,,Yellow,Gray,Black,Cigar,Calm,Velvet Vest,,Chains
996,Raccoon Mafia #996,,Red,Dark Gray,Dark Gray,Cigarette,Square Glasses,Ammunition,Homburg,Refined
997,Raccoon Mafia #997,,Yellow,Gray,Black,Grin,Bloodshot,Undershirt,,
998,Raccoon Mafia #998,,Yellow,Camel,Black,Chilli,Disgruntled,Polo,Homburg,Cards
999,Raccoon Mafia #999,,Yellow,Brown,Gray,Calm,Calm,Detective,,
1000,Raccoon Mafia #1000,,Yellow,Camel,Dark Brown,Poison,Angry,Detective,,Barbwire
1001,Raccoon Mafia #1001,,Orange,Black,Dark Gray,Open,Angry,Diamond Tie,Derby,
1002,Raccoon Mafia #1002,,Orange,Brown,Dark Gray,Dagger,Eye Implant,,,Refined
1003,Raccoon Mafia #1003,,Blue,Dark Gray,Ginger,Cigarette,Eyeband,Undershirt,Western,Chains
1004,Raccoon Mafia #1004,,Blue,Dark Gray,Black,Grin,Squint,Snakeskin Jacket,Flat Gray,Chains
1005,Raccoon Mafia #1005,,Purple,Black,Dark Brown,Card,Innocent,,Press Hat,Thorns
1006,Raccoon Mafia #1006,,Orange,Gray,Gray,Open,Disgruntled,,,
1007,Raccoon Mafia #1007,,Blue,Brown,Gray,Poison,Scar,Gentleman,Derby,
1008,Raccoon Mafia #1008,,Blue,Gray,Burgundy,Calm,Disgruntled,White Rose Shirt,,
1009,Raccoon Mafia #1009,,Green,Brown,Dark Gray,Bandana,Square Glasses,Gold Embroidery Jacket,Skull Bandana,
1010,Raccoon Mafia #1010,,Yellow,Brown,Gray,Smile,Super Angry,,,
1011,Raccoon Mafia #1011,,Orange,Camel,Black,Poison,Bloodshot,Dealer,Cowboy,Chains
1012,Raccoon Mafia #1012,,Red,Gray,Dark Gray,Calm,Square Sunglasses,Plaid Shirt,Hoodlum,
1013,Raccoon Mafia #1013,,Yellow,Gray,Ginger,Dagger,Bored,Rose Gold Bow Tie,Beanie,
1014,Raccoon Mafia #1014,,Yellow,Dark Gray,Gray,Open,Mad,Bulletproof Vest,Pilot Hat,Cards
1015,Raccoon Mafia #1015,,Purple,Black,Silver,Calm,Calm,Dollar Jacket,Spiderweb,
1016,Raccoon Mafia #1016,,Blue,Black,Gray,Calm,Innocent,Priest,Derby,Fire
1017,Raccoon Mafia #1017,,Orange,Camel,Burgundy,Cigarette,Angry,Gold Embroidery Jacket,Fedora,
1018,Raccoon Mafia #1018,,Purple,Brown,Gray,Cigarette,Golden Glasses,Bitcoin Chain,Broad Brim,Barbwire
1019,Raccoon Mafia #1019,,Yellow,Gray,Dark Brown,Smile,Angry,Robber,,Barbwire
1020,Raccoon Mafia #1020,,Red,Brown,Gray,Diamond,Calm,Khaki Shirt,Broad Brim,Thorns
1021,Raccoon Mafia #1021,,Green,Camel,Dark Brown,Grin,Innocent,Officer,Pilot Hat,Dynamite
1022,Raccoon Mafia #1022,,Orange,Black Tattoo,Black,Open,Disgruntled,Polo,,
1023,Raccoon Mafia #1023,,Red,White,Black,Cigar,Angry,Red Suspenders,Western,
1024,Raccoon Mafia #1024,,Blue,Brown,Dark Gray,Cigar,Calm,Bathrobe,Robber,
1025,Raccoon Mafia #1025,,Orange,Camel,Gray,Poison,Monocle,Gentleman,Flat Gray,Cards
1026,Raccoon Mafia #1026,,Yellow,Brown,Dark Gray,Calm,Disgruntled,Undershirt,Straw Hat,
1027,Raccoon Mafia #1027,,Yellow,Camel,Burgundy,Smile,Scar,,,
1028,Raccoon Mafia #1028,,Red,Black,Gray,Calm,Disgruntled,Torn T-shirt,,Thorns
1029,Raccoon Mafia #1029,,Blue,Gray,Silver,Bitcoin,Innocent,Jersey,,
1030,Raccoon Mafia #1030,,Blue,Wounded,Burgundy,Bullet,Bored,Khaki Shirt,Pilot Hat,Thorns
1031,Raccoon Mafia #1031,,Orange,Gray,Gray,Cigarette,Bored,Gold Embroidery Jacket,,Vine
1032,Raccoon Mafia #1032,,Orange,Gray,Black,Calm,Steampunk Glasses,Green Vest,Skull Bandana,
1033,Raccoon Mafia #1033,,Blue,Camel,Burgundy,Cigarette,Suspicious,,Beanie,
1034,Raccoon Mafia #1034,,Blue,Gray,Burgundy,Grin,Bored,,Homburg,Dynamite
1035,Raccoon Mafia #1035,,Green,Brown,Ginger,Match,Square Glasses,Torn T-shirt,Western,
1036,Raccoon Mafia #1036,,Yellow,Dark Gray,Burgundy,Open,Angry,Green Vest,Broad Brim,
1037,Raccoon Mafia #1037,,Green,Brown,Dark Gray,Card,Bored,Plaid Shirt,Derby,Chains
1038,Raccoon Mafia #1038,,Green,Gray,Dark Gray,Smile,Calm,Detective,Trilby,
1039,Raccoon Mafia #1039,,Yellow,Brown,Black,Diamond,Bored,,Flat Gray,
1040,Raccoon Mafia #1040,,Red,Dark Gray,Gray,Calm,Thin Sunglasses,Necklace,Fedora,Barbwire
1041,Raccoon Mafia #1041,,Blue,Camel,Dark Gray,Match,Angry,Dealer,,Thorns
1042,Raccoon Mafia #1042,,Yellow,Black,Dark Gray,Dollar,Calm,Striped Suit,Beret,
1043,Raccoon Mafia #1043,,Purple,Silver,Ginger,Calm,Super Angry,,Red Bandana,
1044,Raccoon Mafia #1044,,Orange,Gray,Gray,Bitcoin,Bored,Red Suspenders,Beanie,
1045,Raccoon Mafia #1045,,Red,Brown,Dark Gray,Poison,Calm,Ammunition,Flat Black,
1046,Raccoon Mafia #1046,,Yellow,White,Black,Smile,Monocle,Plaid Shirt,Beanie,
1047,Raccoon Mafia #1047,,Blue,Gray,Gray,Open,Suspicious,Lizard,Red Bandana,
1048,Raccoon Mafia #1048,,Green,Gray,Gray,Open,Bloodshot,Velvet Vest,,
1049,Raccoon Mafia #1049,,Purple,White,Burgundy,Calm,Square Glasses,Short Sleeve Shirt,Flat Gray,
1050,Raccoon Mafia #1050,,Green,Gray,Dark Gray,Calm,Suspicious,,Straw Hat,
1051,Raccoon Mafia #1051,,Purple,Gray,Dark Brown,Cigarette,Angry,White Rose Shirt,Beret,
1052,Raccoon Mafia #1052,,Green,Black,Ginger,Grenade,Disgruntled,Short Sleeve Shirt,Red Bandana,Chains
1053,Raccoon Mafia #1053,,Green,Dark Gray,Black,Open,Grumpy,Bandage,,
1054,Raccoon Mafia #1054,,Orange,Brown,Dark Brown,Cigarette,Suspicious,Green Vest,Flat Gray,
1055,Raccoon Mafia #1055,,Red,Dark Gray,Dark Brown,Diamond,Heterochromia,Tuxedo,,Dynamite
1056,Raccoon Mafia #1056,,Orange,Camel,Ginger,Grin,Grumpy,White With Blood,Derby,
1057,Raccoon Mafia #1057,,Orange,Camel,Dark Gray,Chain,Bored,Robber,Homburg,
1058,Raccoon Mafia #1058,,Blue,Gray,Dark Gray,Grin,Scar,,Flat Black,Thorns
1059,Raccoon Mafia #1059,,Green,Brown,Black,Match,Eyeband,Rose Gold Bow Tie,Skull Bandana,Barbwire
1060,Raccoon Mafia #1060,,Orange,Wounded,Dark Brown,Grenade,Angry,,Beret,
1061,Raccoon Mafia #1061,,Purple,Camel,Black,Grin,Calm,Leather Jacket,Fedora,
1062,Raccoon Mafia #1062,,Orange,Gray,Dark Gray,Grin,Monocle,Silver Scarf Coat,,
1063,Raccoon Mafia #1063,,Yellow,Brown,Ginger,Chain,Bloodshot,Silver Scarf Coat,,Thorns
1064,Raccoon Mafia #1064,,Green,Black Tattoo,Ginger,Spaghetti,Scar,Red Suspenders,,
1065,Raccoon Mafia #1065,,Green,Black,Dark Brown,Grenade,Red,Roses Shirt,Trilby,
1066,Raccoon Mafia #1066,,Blue,Camel,Dark Brown,Grenade,Square Sunglasses,,Derby,Thorns
1067,Raccoon Mafia #1067,,Blue,Dark Gray,Dark Brown,Match,Heterochromia,Priest,Homburg,
1068,Raccoon Mafia #1068,,Purple,White,Burgundy,Dagger,Calm,,Beret,
1069,Raccoon Mafia #1069,,Yellow,Dark Gray,Gray,Calm,Grumpy,Bulletproof Vest,Beanie,Barbwire
1070,Raccoon Mafia #1070,,Purple,Gold,Dark Gray,Calm,Squint,Platinum Suit,Red Bandana,Thorns
1071,Raccoon Mafia #1071,,Orange,White,Dark Brown,Cigar,Monocle,Officer,,Diamond
1072,Raccoon Mafia #1072,,Red,Camel,Black,Cigar,Square Sunglasses,Hawaiian,Panama,Thorns
1073,Raccoon Mafia #1073,,Green,Dark Gray,Dark Gray,Chain,Grumpy,Jersey,Beret,
1074,Raccoon Mafia #1074,,Blue,Dark Gray,Black,Bitcoin,Angry,Robber,Beanie,Chains
1075,Raccoon Mafia #1075,,Purple,Camel,Black,Grenade,Squint,Khaki Shirt,Red Bandana,
1076,Raccoon Mafia #1076,,Green,Gray,Dark Brown,Dagger,Heterochromia,Black Shirt,Beanie,
1077,Raccoon Mafia #1077,,Green,Brown,Gray,Calm,Square Glasses,Prison Uniform,Trilby,
1078,Raccoon Mafia #1078,,Orange,Black,Gray,Dagger,Calm,Velvet Vest,Trilby,
1079,Raccoon Mafia #1079,,Purple,Gray,Ginger,Grin,Calm,,,
1080,Raccoon Mafia #1080,,Purple,Black,Dark Gray,Calm,Red,Green Vest,Homburg,
1081,Raccoon Mafia #1081,,Blue,Brown,Black,Dollar,Scar,White Rose Shirt,Beret,Fire
1082,Raccoon Mafia #1082,,Yellow,Dark Gray,Black,Smile,Thin Sunglasses,Polo,White Hat,Chains
1083,Raccoon Mafia #1083,,Red,Camel,Ginger,Calm,Round Glasses,Polo,Homburg,
1084,Raccoon Mafia #1084,,Red,Wounded,Gray,Bullet,Square Sunglasses,,Derby,
1085,Raccoon Mafia #1085,,Purple,Black,Black,Smile,Calm,Necklace,Beanie,Thorns
1086,Raccoon Mafia #1086,,Orange,Black,Ginger,Chilli,Super Angry,,Straw Hat,Cards
1087,Raccoon Mafia #1087,,Orange,Dark Gray,Black,Chilli,Calm,Officer,White Hat,Chains
1088,Raccoon Mafia #1088,,Orange,Black,Gray,Cigarette,Angry,Plaid Shirt,Sombrero,
1089,Raccoon Mafia #1089,,Red,Brown,Gold,Match,Bored,,,
1090,Raccoon Mafia #1090,,Yellow,Camel,Black,Smile,Bloodshot,Bitcoin Chain,,
1091,Raccoon Mafia #1091,,Blue,Gray,Dark Gray,Chilli,Disgruntled,Priest,Broad Brim,Diamond
1092,Raccoon Mafia #1092,,Blue,Wounded,Gray,Grenade,Calm,,Derby,Cards
1093,Raccoon Mafia #1093,,Blue,Brown,Gray,Smile,Calm,Rose Gold Bow Tie,Fedora,Thorns
1094,Raccoon Mafia #1094,,Green,Camel,Burgundy,Calm,Calm,Red Suspenders,Robber,Thorns
1095,Raccoon Mafia #1095,,Blue,Dark Gray,Gray,Open,Square Sunglasses,Bathrobe,Pilot Hat,
1096,Raccoon Mafia #1096,,Orange,Black,Gray,Calm,Bloodshot,Polo,Military Cap,Chains
1097,Raccoon Mafia #1097,,Purple,Dark Gray,Black,Calm,Bloodshot,Leather Jacket,Fedora,
1098,Raccoon Mafia #1098,,Orange,Gray,Burgundy,Bitcoin,Grumpy,,Red Bandana,Vine
1099,Raccoon Mafia #1099,,Blue,Camel,Ginger,Card,Innocent,,,
1100,Raccoon Mafia #1100,,Yellow,Dark Gray,Black,Smile,Heterochromia,Khaki Shirt,Headband,
1101,Raccoon Mafia #1101,,Orange,Gray,Dark Gray,Smile,Round Glasses,Leather Jacket,Bandage,
1102,Raccoon Mafia #1102,,Blue,Dark Gray,Gold,Dagger,Angry,Robber,Gold Embroidery,
1103,Raccoon Mafia #1103,,Orange,Black,Dark Brown,Calm,Calm,Jersey,,Casino
1104,Raccoon Mafia #1104,,Purple,Dark Gray,Dark Gray,Smile,Bloodshot,Priest,,
1105,Raccoon Mafia #1105,,Yellow,Wounded,Burgundy,Open,Angry,White Rose Shirt,Press Hat,
1106,Raccoon Mafia #1106,,Yellow,White,Dark Gray,Cigarette,Bored,,Straw Hat,Thorns
1107,Raccoon Mafia #1107,,Purple,Camel,Burgundy,Calm,Angry,Short Sleeve Shirt,Hoodlum,Thorns
1108,Raccoon Mafia #1108,,Blue,Gray,Gold,Calm,Angry,Ammunition,Western,Thorns
1109,Raccoon Mafia #1109,,Orange,Black,Dark Gray,Diamond,Bored,White Rose Shirt,Gold Flower,
1110,Raccoon Mafia #1110,,Yellow,Dark Gray,Black,Dollar,Square Sunglasses,Roses Shirt,Borsalino,
1111,Raccoon Mafia #1111,,Purple,Camel,Black,Open,Scar,Ammunition,Flat Gray,Thorns
1112,Raccoon Mafia #1112,,Green,Black,Burgundy,Grin,Round Glasses,Dealer,,
1113,Raccoon Mafia #1113,,Red,Brown,Dark Gray,Grillz,Scar,Polo,,
1114,Raccoon Mafia #1114,,Orange,Brown,Dark Gray,Calm,Eyeband,Torn T-shirt,Flat Gray,
1115,Raccoon Mafia #1115,,Purple,Brown,Dark Gray,Calm,Squint,Green Vest,,Barbwire
1116,Raccoon Mafia #1116,,Green,White,Black,Diamond,Squint,,,Thorns
1117,Raccoon Mafia #1117,,Orange,Black,Burgundy,Calm,Angry,Detective,Homburg,Chains
1118,Raccoon Mafia #1118,,Purple,Black Tattoo,Dark Brown,Card,Square Glasses,,Spiderweb,
1119,Raccoon Mafia #1119,,Orange,Wounded,Dark Brown,Grin,Grumpy,Diamond Tie,,Thorns
