TOKEN_ID,TOKEN_NAME,TOKEN_ADDRESS,Background,Base Model,Desk,Monitor 1,Monitor 2,Monitor 3,Mouth,Hoodie,Favorite Programming Language
2251,Shadowy Super Coder #2251,CYaSRsAKeLnpDFz4cwBR647QovL5yCcW2ChiaJ4f8Hnc,Pink,Chestnut,Silver Metal,Trading Dark,Trading Dark,Tungstencube,Red Smile,Unmasked Squid Game Hacker,JavaScript
9351,Shadowy Super Coder #9351,HDwsKKBcj9sJ8X1YWnyKCUxSMjurJSmADY8jpN8u6WZb,Light-Blue,Natural,Bronze Metal,Cropper,Glitch One,Scoopshop,Red Smirk,Sci-Fi Hacker,Solidity
9215,Shadowy Super Coder #9215,3d7uCZHQ3YKzcMe6o1JmXbxYr7B9eUFQxEpueBEUY131,Violet,Pale,Bronze Metal,Surveillance Blue,Edgar,Hacked,Pink Smirk,Tech Hacker,Solidity
3146,Shadowy Super Coder #3146,9tBGuXEyfvjRa9gkysz6YFpZcGwoxtWE8A3s1ZbwkzXT,Green,Tan,Purple Metal,Rogue Sharks,Glitch Two,Grape,Pink Smile,Monke Hacker,Python
2295,Shadowy Super Coder #2295,J17wxR6yDoqYMbmPRbtAf3KimUj6FYjmXtuFEUbhaaSG,Dark-Red,Natural,Purple Metal,Trading Dark,Star Atlas,Glitch One,Pink Smile,Dragon Hacker,Java
6289,Shadowy Super Coder #6289,Gy8tf2H6LbjHn7tU1EynVCvtg7zWNhkTLyrzsZkZ4pSP,Noire,Pale,Silver Metal,Linux,Linux,Access Granted,Red Smirk,Tech Hacker,Python
1371,Shadowy Super Coder #1371,84i34ntohLBNF874ovUGFiAn93graBkpzhEir1Tm2dCJ,Dark-Red,Chestnut,Silver Metal,Glitch Two,LIQ,Trading Dark,Purple Smile,Tech Hacker,JavaScript
3377,Shadowy Super Coder #3377,EVaq47Uu82fHunHxxsFsrPBAmUHHZRszxWZaSgE4hqvK,Light-Orange,Tan,Bronze Metal,Trading White,Access Granted,Trading Dark,Pink Smile,Sci-Fi Hacker,Go
6515,Shadowy Super Coder #6515,C86fd9DTR3hH1KwifA5eHuvjxiFUR9jvJtFQTBgZEa1J,Magenta,Chestnut,Bronze Metal,Glitch Two,Future Finance,Matrix,Pink Smile,Monke Hacker,C
6873,Shadowy Super Coder #6873,D96Fa3VQmdHcxXdpHrWGkAX9mLkNe4wQHqp4NvaqFGmu,Light-Orange,Pale,Silver Metal,Surveillance Blue,Glitch One,Defi Land,Red Smile,Punk Hacker,JavaScript
250,Shadowy Super Coder #250,8hy3iymGBS1fw87ZHrhBQ8MSYYfgYvt9h6fd44ciuSdp,Noire,Pale,Silver Metal,Trading White,Trading Dark,Trading Dark,Pink Smirk,Neon Solana Hacker,Rust
810,Shadowy Super Coder #810,4X7o5Rdk3GVtjEon6AHGniEMEV5cUAVmYAnRQ88fm55p,Light-Yellow,Tan,Red Metal,Hacked,Phantom,Access Granted,Pink Smirk,Shark Hacker,Solidity
3274,Shadowy Super Coder #3274,Hhio1dWszYrRSFpLsUYjE14jTp3tFk99hK8HayQNsVSM,Light-Yellow,Tan,Red Metal,Glitch One,Fabricpunk,Linux,Purple Smile,Monke Hacker,JavaScript
7383,Shadowy Super Coder #7383,CD1J6EmrbkmYs8rthSx7foB4yRp2mr1wR2tZFx6GgUWs,Magenta,Chestnut,Red Metal,Matrix,Access Granted,Access Granted,Purple Smirk,Squid Game Hacker,Objective-C
2996,Shadowy Super Coder #2996,GP8j8q4towao74UJ89zZRdSaKTtdsNU8Cnht7KSy8pCd,Pink,Chestnut,Red Metal,Matrix,Glitch Two,Matrix,Pink Smile,Captain America Hacker,Objective-C
8294,Shadowy Super Coder #8294,BQtsqSabbBqhwHwzZD7av1Y4EAUL2c44A4vqdNqyZ74g,Dark-Red,Tan,Silver Metal,Hacked,Red Panda Squad,Access Granted,Pink Smirk,Tech Hacker,JavaScript
2545,Shadowy Super Coder #2545,5U5EvgfQoWkdcj6endU1dnVpKGJ9seEubQVGcR3g1pW,Violet,Tan,Red Metal,Glitch One,Glitch Two,Trading Dark,Red Smile,Cat-Ear Hacker,Solidity
803,Shadowy Super Coder #803,Ep4n6YPPHjjD5CkCyfBbuFpvGQbpzZGrXrYrjCZvh5xW,Green,Natural,Silver Metal,Trading White,Matrix,Hacked,Pink Smile,Dragon Hacker,C
4817,Shadowy Super Coder #4817,4KFznXdKt8verFHuvVJ3b78q9JRLRrFM7hFQ2cD8Nz67,Dark-Red,Chestnut,Bronze Metal,Access Granted,Barret,Future Finance,Pink Smile,Neon Solana Hacker,Go
7457,Shadowy Super Coder #7457,DoRJDy8iHdG8CMeR2z4c1DgLbh3RRKYeBdhruRDmwSKD,Violet,Chestnut,Red Metal,Solflare,Linux,Trading Dark,Pink Smile,Dragon Hacker,Python
7899,Shadowy Super Coder #7899,Ba4uSdmjpqdYqWkEJrLKdCdJoY348FfFoSTTDLHEmW3t,Light-Yellow,Pale,Purple Metal,Glitch Two,Access Granted,Unicris,Purple Smirk,Tron Hacker,Objective-C
5054,Shadowy Super Coder #5054,EKRKbhy92pdTqbhH9nwcXbCS9ZZp3fD5TvWx3VN9AKdh,Red,Natural,Purple Metal,Surveillance Blue,Glitch Two,Defi Land InGame,Purple Smirk,Shadowy Hacker,Rust
2833,Shadowy Super Coder #2833,sZq9TXFhv6qtAMMvZt8PJeGTKUdxg7eZP37Vq9dPVHb,Gold,Pale,Red Metal,Matrix,Glitch One,Matrix,Purple Smile,Sci-Fi Hacker,Go
8866,Shadowy Super Coder #8866,6KrqkM1ccAoQhnC84oDTmegK3hiWEEuuCqPQLQJCJgsv,Light-Blue,Tan,Silver Metal,Glitch One,Hacked,Samo,Purple Smile,Neon Solana Hacker,Fortran
8428,Shadowy Super Coder #8428,7wphnG6WBuCQzbZRf1KJvnFHF3pvVDqvqRcGJfmJLXRw,Light-Blue,Natural,Purple Metal,Trading White,Glitch One,Trading Dark,Red Smirk,Squid Game Hacker,JavaScript
8573,Shadowy Super Coder #8573,CvAkSnZHXRyZ24sizGtst4ATqsnAgeqqLNK2LFGR9J6b,Light-Yellow,Tan,Bronze Metal,Glitch Two,Levi Korg,Cryptonary,Red Smile,Tech Hacker,C++
1210,Shadowy Super Coder #1210,HBMESA6WLzfKTbHjB4Kjn5CNajvxKjb8wn7ZqQLp5i5x,Red,Tan,Bronze Metal,Trading White,Hacked,Hacked,Purple Smile,Punk Hacker,Swift
6756,Shadowy Super Coder #6756,Hunbsx2MDo36reEFedFHAc5dZG8aKiAx4DJtPPh11CVk,Dark-Red,Pale,Red Metal,Matrix,Matrix,Digitaleyes,Pink Smile,Shadowy Hacker,Python
6519,Shadowy Super Coder #6519,4oThgX6N6w2GVSiFcZWZiEqSHcvQpUKkUgJvNygdFx1e,Light-Yellow,Chestnut,Bronze Metal,Surveillance Blue,Glitch One,Glitch One,Pink Smile,Shadowy Hacker,Objective-C
7699,Shadowy Super Coder #7699,HpWdpXsuMYuLBKQkrhU2qkhTgxjyo5XaxKUUhUxYa9Bs,Magenta,Chestnut,Purple Metal,Access Granted,Access Granted,Trading Dark,Red Smile,Unmasked Squid Game Hacker,Rust
8166,Shadowy Super Coder #8166,HtY2NLajFfzbsRdhf3wftWKaySbRRCRJpCcDERwNbZGs,Light-Yellow,Natural,Red Metal,Glitch One,Hacked,Access Granted,Purple Smile,Shark Hacker,C#
4725,Shadowy Super Coder #4725,AjYr2Q9azvCU8a1dEaxV3MLggJNbvm9Vw2rFVb9iFr18,Noire,Chestnut,Red Metal,Alpha Art Exchange,Alpha Art Exchange,Alpha Art Exchange,Red Smirk,Sci-Fi Hacker,Java
1973,Shadowy Super Coder #1973,UdtXAXC25NVAknmFCLZnGoG1mG7Jy7TJw36TofJ1F44,Magenta,Tan,Silver Metal,Glitch Two,Glitch Two,Access Granted,Red Smile,Captain America Hacker,JavaScript
4194,Shadowy Super Coder #4194,DCYydjie3cwYPG85dr3Fn4bKvugpKU5bhhkqeLxtsjcN,Green,Natural,Silver Metal,Apricot,Matrix,Glitch One,Red Smirk,Shark Hacker,Python
4773,Shadowy Super Coder #4773,CN3rebJTxN9tP6pvVjnT3rdMNLXaQh99hdoyVpBrqgQ4,Green,Pale,Purple Metal,Trading Dark,Glitch Two,Glitch One,Purple Smirk,Dragon Hacker,Objective-C
8225,Shadowy Super Coder #8225,5xUVUBRDUJ9J2G1d6MSVTtuvmUDVwE1tudNV7kFQPCxX,Light-Blue,Tan,Bronze Metal,Glitch Two,Thugbirdz DAO,Dialect,Red Smirk,Shadowy Hacker,Go
7216,Shadowy Super Coder #7216,5oszWrVS7LJYBEbHpMexHMb186o921CEUHpqEPZdcEFx,Light-Yellow,Pale,Silver Metal,Hacked,Defi Land Welcome,Socean,Purple Smirk,Shadowy Hacker,Java
4321,Shadowy Super Coder #4321,Dp2LqGoPtsuGhT2MXfV1sur3vgyMhsrC1TWpwyqxbLw8,Magenta,Tan,Purple Metal,Glitch Two,Access Granted,Matrix,Purple Smirk,Punk Hacker,C++
6236,Shadowy Super Coder #6236,FTqto8fCoZ2Z39gn1D71RfnNZCoJ6KdVtxYmc3NYtSdA,Light-Yellow,Pale,Silver Metal,Trading Dark,Defi Land,Glitch One,Pink Smirk,Cat-Ear Hacker,C++
9768,Shadowy Super Coder #9768,8gVszmSztaBZ1RATubdYCSiYsUu76Emxs8LRgaT5Xb1b,Light-Blue,Natural,Bronze Metal,Trading Dark,Edgar,Marginfi,Pink Smile,Monke Hacker,Python
843,Shadowy Super Coder #843,BhWF6j6R4SUW9iETLq8nbEcgTTiC2ZJBdRHSPkR37eUE,Violet,Natural,Red Metal,Geckos,Trading Dark,Solsea,Red Smirk,Shadowy Hacker,C++
8756,Shadowy Super Coder #8756,CDMMM6BZNHBLbz3HDoaDawGJ1Xgi2WJXa9X8SK6ah5w6,Gold,Pale,Purple Metal,Access Granted,Solmane,Matrix,Pink Smirk,Unmasked Squid Game Hacker,Go
8507,Shadowy Super Coder #8507,8PPF2MZhAZBEDFCwgHxRDrUqAhheUXg9vMjxxNmek24m,Light-Orange,Tan,Silver Metal,Surveillance Blue,Linux,Linux,Purple Smirk,Sci-Fi Hacker,R
7004,Shadowy Super Coder #7004,8J9odj9VxWhJUhCbiSVLZYUYAFB5cS3VvYpH2vopAp1w,Light-Orange,Pale,Silver Metal,Glitch One,Hacked,Access Granted,Purple Smirk,Captain America Hacker,JavaScript
7757,Shadowy Super Coder #7757,C2YqtZCmJGb2Se6gXRURpYT4rXVUH8MqE43dJUdnCqXy,Gold,Pale,Red Metal,Trading White,Hacked,Goo,Red Smirk,Cat-Ear Hacker,Solidity
9885,Shadowy Super Coder #9885,Bx7hPWeCqHXRrp4GUp5JZyDPm1qDBddwS4T466YadadX,Pink,Pale,Red Metal,Trading White,Glitch One,Frank,Pink Smile,Punk Hacker,Go
5321,Shadowy Super Coder #5321,5upXemqNvgfnuc5b58G8WryQQPmL1qmR5hMARugNdJhg,Red,Tan,Red Metal,Glitch One,Linux,Matrix,Red Smile,Shark Hacker,Python
3048,Shadowy Super Coder #3048,BS2dtWw1B1BMbCwuXvbpqiM929duDURXrHaFeTDunm4N,Green,Pale,Purple Metal,Surveillance Blue,Linux,Sillylittledao,Red Smirk,Punk Hacker,C#
5088,Shadowy Super Coder #5088,5Tc3s3QmwqmMvmVWVVgr85L1a7tpjfYHtfsULQ2asJey,Violet,Chestnut,Purple Metal,Glitch One,Glitch One,Glitch Two,Pink Smirk,Shark Hacker,Go
9306,Shadowy Super Coder #9306,GRiddgwBFmSU7PnE86KDpMECaBfzpAhHZZwQGyhBCu7t,Gold,Tan,Silver Metal,Rogue Sharks,Bricks,Access Granted,Red Smile,Tron Hacker,Go
3863,Shadowy Super Coder #3863,GVFUaAbWk8HxqgVycjKtjKjwwx1Xyqeq6kEdFdGSJFoe,Red,Tan,Red Metal,Trading White,Access Granted,Glitch Two,Pink Smirk,Tech Hacker,Swift
7818,Shadowy Super Coder #7818,2vbiprVkM2mkAnoJ9b9JsSWi9vAdaEH5vpr4feTrLQHj,Green,Tan,Red Metal,Surveillance Blue,Hacked,Access Granted,Purple Smile,Squid Game Hacker,Rust
6081,Shadowy Super Coder #6081,2R5BzVzQpzYwsyZuzxLhW8YysMVdsqTdGRw56gErLCTs,Dark-Red,Natural,Silver Metal,Goo,SGF,Fabric Alt,Red Smirk,Punk Hacker,Python
8726,Shadowy Super Coder #8726,FiMmpvQuuW8vvTLtsmtNAHUJq9Sm3YardhQNczyyZdvi,Light-Blue,Tan,Bronze Metal,Access Granted,Linux,Access Granted,Pink Smirk,Unmasked Squid Game Hacker,Rust
6737,Shadowy Super Coder #6737,Hvi5F9c3JQrbhZEHfS9tAzfq8z4hLYsuELy6nLJUM4Wi,Red,Chestnut,Bronze Metal,Linux,Glitch Two,Mango Markets,Purple Smirk,Cat-Ear Hacker,R
7403,Shadowy Super Coder #7403,AtfUFt4E5eioCKHx51Y9urJGCB14cs9HeZAiXo3cFA37,Noire,Pale,Red Metal,Surveillance Blue,Frank,Glitch Two,Pink Smirk,Dragon Hacker,C++
5963,Shadowy Super Coder #5963,Cn4gH9SvPTqPcRzsNvPpPsyhHkEVEvcVKDQCwWJm5V8X,Pink,Natural,Red Metal,Access Granted,Access Granted,Marginfi,Pink Smile,Shadowy Hacker,C
588,Shadowy Super Coder #588,2xz3JcTLNkiM7TMp78MmkgevKVDiaXmCtNMsDaonyq2K,Light-Blue,Chestnut,Purple Metal,Trading Dark,Access Granted,Marginfi,Purple Smirk,Unmasked Squid Game Hacker,C#
3273,Shadowy Super Coder #3273,3vB6spKyYo7njf15VBeJzSaXSqCTeGXxk3X3E2qb7aw1,Red,Chestnut,Silver Metal,Trading White,Hacked,Future Finance,Pink Smile,Captain America Hacker,Go
773,Shadowy Super Coder #773,4fBamKTbp3DKBci1PcWiK8Zf5gwiBBds8Xbv71T1LN3F,Noire,Pale,Silver Metal,Access Granted,Hacked,Matrix,Pink Smile,Shadowy Hacker,Java
4029,Shadowy Super Coder #4029,7ap2oncF1YfrByvV6tJAeQiLxQqj84LrBVmvisheyTFw,Violet,Natural,Bronze Metal,Socean,Cropper,Access Granted,Purple Smirk,Cat-Ear Hacker,Python
2429,Shadowy Super Coder #2429,DFVfdSSN8GivvPXQVdinXD8YdV61q8yok9AGQuzFiwy4,Violet,Natural,Bronze Metal,Linux,Glitch Two,Solsea,Pink Smile,Cat-Ear Hacker,JavaScript
8484,Shadowy Super Coder #8484,4JCJ8Zi3yhBEgh4ywMnRigi8FNwexqYGqg2KRvko8AQ3,Noire,Pale,Bronze Metal,Trading White,Linux,Aurory,Pink Smile,Tron Hacker,Java
1049,Shadowy Super Coder #1049,EmAwNfKL59iLR7opVbaCpwTo2PmeuXmY98qxwtWFPGnk,Magenta,Pale,Bronze Metal,Hacked,Access Granted,Matrix,Red Smile,Squid Game Hacker,Rust
7361,Shadowy Super Coder #7361,7YhhANW9FfeYwbaS4KeK7Eo1rqwTFXxHanKcuDB4YWs8,Noire,Natural,Purple Metal,Solrise,Digitaleyes,Access Granted,Purple Smile,Tech Hacker,Solidity
7447,Shadowy Super Coder #7447,CvJS1o97ef1AdQU2T9URFEVcthRaTpnSoVBahmcPRz7G,Pink,Chestnut,Bronze Metal,Trading White,Linux,Kaiju,Purple Smile,Tech Hacker,Fortran
501,Shadowy Super Coder #501,DjtTMvq4suG4o6zsTua5GG27LwtFaa8C1WZoAsxod7HK,Red,Pale,Bronze Metal,Linux,Phantom,Linux,Red Smile,Sci-Fi Hacker,Solidity
8183,Shadowy Super Coder #8183,AnxnYSW7yWjkCJRgVgAP8MC3typGiTYmcV57QE5ks7Zv,Light-Blue,Chestnut,Purple Metal,Tungstencube,Access Granted,Hacked,Red Smile,Shadowy Hacker,Go
4844,Shadowy Super Coder #4844,CX1gNxBPSfqGHHi2zVaqijQnWPtM2LAgFK8LSa4CRqjw,Red,Natural,Red Metal,Hacked,Glitch Two,Solana,Red Smile,Sci-Fi Hacker,Objective-C
4071,Shadowy Super Coder #4071,8a2fwya86pN7c6i8nsR5gtJHM7sZdTQ15wZk4DqcKjH7,Red,Pale,Purple Metal,Trading White,Trading Dark,Scoopshop,Red Smirk,Monke Hacker,R
5276,Shadowy Super Coder #5276,7w6Na7zqJhr481VLRBB3Uh4WfryNeuw1RaJ1jNfQAwoD,Red,Tan,Bronze Metal,Trading Dark,Hacked,Access Granted,Red Smirk,Punk Hacker,Objective-C
6300,Shadowy Super Coder #6300,9iRLHkSRvVtKQUFgGUKbHyBXX552R9ajhCRpmMKUVTYJ,Dark-Red,Tan,Bronze Metal,Trading White,Linux,Trading Dark,Pink Smile,Sci-Fi Hacker,JavaScript
4204,Shadowy Super Coder #4204,6VfDWzK6m5tfzjbiFp6wYmX3F9wiLqaYPhcS7HysCUcK,Magenta,Natural,Bronze Metal,Linux,WAIFU DAO,Trading Dark,Purple Smirk,Shark Hacker,Go
2093,Shadowy Super Coder #2093,JBvtnPWzLMDPAqF6FjFXrNRHxhVqf61xTXDYiujLfkeg,Gold,Tan,Red Metal,Glitch One,Glitch Two,Access Granted,Pink Smile,Sci-Fi Hacker,Java
5438,Shadowy Super Coder #5438,GS7hJauvd5au8x1yWTmNEJVT6WVxtfsmtee1XSRa8stx,Light-Orange,Tan,Red Metal,Glitch Two,LIQ,Glitch One,Pink Smirk,Punk Hacker,Go
534,Shadowy Super Coder #534,8CWbWwoAhKNmBCg7myN3fEMviFZuez6jVnJr3jsGVq7T,Magenta,Chestnut,Red Metal,Surveillance Blue,GenesysGo,Matrix,Purple Smirk,Monke Hacker,C++
9600,Shadowy Super Coder #9600,GQYp3mT4UStJ6nMwsicM2JK1fAxeVMQCaL41t9CjBHDB,Magenta,Pale,Silver Metal,Goo,Glitch Two,Glitch One,Pink Smile,Tron Hacker,Go
1857,Shadowy Super Coder #1857,3vGUXsD1zeTSD7DwiKjn9u2qZSBfttZRxGavdnCpMvPf,Light-Blue,Natural,Red Metal,Trading White,Phantom,Glitch Two,Purple Smile,Monke Hacker,Swift
3624,Shadowy Super Coder #3624,JDwVNHtkKvppnkx6bLMarqEFbK1JGQDrTR44syFzPzr9,Light-Yellow,Tan,Red Metal,Trading Dark,Matrix,Matrix,Pink Smirk,Cat-Ear Hacker,C
9614,Shadowy Super Coder #9614,6ivRNMGthTsWfF57biQGMg4TzvCXbrKD8j6smnktRnng,Light-Blue,Natural,Bronze Metal,Glitch One,GenesysGo,Jet Protocol,Red Smirk,Sci-Fi Hacker,Java
60,Shadowy Super Coder #60,8j99tZDGGnEYkkptc8hg5EMSHmENbhy2meX39asNZ9rg,Green,Pale,Silver Metal,Access Granted,Glitch Two,Matrix,Pink Smile,Sci-Fi Hacker,Objective-C
9761,Shadowy Super Coder #9761,9FLPTMESUTCTe3GW53desPciWZQX2zZSVgjv3AP4mKQ7,Magenta,Pale,Purple Metal,Trading Dark,Hacked,Glitch One,Purple Smile,Dragon Hacker,Solidity
3757,Shadowy Super Coder #3757,8DQhiqVgu66YbAu7fbVTzSnVuX9UyKXVxpk5uv4JUqzX,Noire,Tan,Bronze Metal,Trading White,Linux,Glitch One,Pink Smirk,Shadowy Hacker,Swift
2803,Shadowy Super Coder #2803,F4K2ALa9MPTBWHJnuchpSANAdEuu5HZvu8VQFGaSAgrq,Light-Orange,Chestnut,Silver Metal,Linux,Glitch One,Trading Dark,Pink Smirk,Punk Hacker,Go
1909,Shadowy Super Coder #1909,HFZreU3RWNmnCQa225p5AUAoiKkhEpwzH3j9wnnYMPxf,Violet,Tan,Bronze Metal,Glitch One,Ninja,Tungstencube,Purple Smirk,Unmasked Squid Game Hacker,Java
5967,Shadowy Super Coder #5967,FTzsz6AkvoCnwuGVdaQHNBJfpvycZhQfP9he8ew1m8hd,Violet,Pale,Bronze Metal,Matrix,Goo,Sillylittledao,Pink Smirk,Monke Hacker,Swift
2814,Shadowy Super Coder #2814,ETyo3LWkGkhEtGJXHxwex5SgCGJbW54uGfWW7hKcdUux,Gold,Chestnut,Purple Metal,Trading White,GenesysGo,Access Granted,Purple Smile,Captain America Hacker,Swift
7503,Shadowy Super Coder #7503,LMe3927YSdELZhwG7iKcaKFy2STuQHNUiMEa2sbLAgT,Gold,Chestnut,Purple Metal,Linux,Access Granted,Access Granted,Red Smile,Monke Hacker,Java
8039,Shadowy Super Coder #8039,BaYJNmGTzJpZvwn8V3PK149z62DsSPMw1CdemjyrzKDo,Pink,Pale,Silver Metal,Trading Dark,Matrix,Hacked,Red Smile,Neon Solana Hacker,C#
1458,Shadowy Super Coder #1458,3GR5PyyemW1VtYuvGLQAYU5sD14ST6qQECo1yKLKhw2F,Light-Yellow,Tan,Purple Metal,Hacked,Solrise,Matrix,Pink Smirk,Squid Game Hacker,Python
8081,Shadowy Super Coder #8081,8Qm3ypWu8ysYYBppZNQFMXnVdhJxt8auiPM2TRkYe8LP,Light-Blue,Tan,Bronze Metal,Linux,Trading Dark,Ninja,Purple Smirk,Cat-Ear Hacker,Swift
5025,Shadowy Super Coder #5025,CEoFaAZYeKF8kwcU4yRVqkaQZ6EPXmjC8NafP3u77ib8,Green,Chestnut,Silver Metal,Glitch One,Trading Dark,Aurory,Pink Smile,Cat-Ear Hacker,R
788,Shadowy Super Coder #788,8hzvF2Lfas6stMDqoZ5wVibWZF8p4U7Sh2G1VZSBXkZJ,Magenta,Natural,Bronze Metal,Trading White,Apricot,Glitch One,Red Smirk,Tron Hacker,JavaScript
4782,Shadowy Super Coder #4782,8wgdnkxgzr9bgcDvFkLNzLSSajPaufqTzYtDeexk8e6U,Noire,Chestnut,Bronze Metal,Glitch One,Glitch Two,Sillylittledao,Pink Smirk,Tech Hacker,Python
5344,Shadowy Super Coder #5344,GReh12P4L7pqupDAD5NhVQCa6keErWCmo3yXjN87DX7L,Violet,Natural,Purple Metal,Glitch Two,Trading Dark,GenesysGo,Red Smile,Unmasked Squid Game Hacker,C#
8853,Shadowy Super Coder #8853,7ERSMrbvbfoCoA67tqtFVBwPCNEHMbpAoMaegvE8Cxob,Magenta,Natural,Silver Metal,SGF,Access Granted,Glitch One,Pink Smile,Punk Hacker,Go
5628,Shadowy Super Coder #5628,6n6GmVUm2fm5svym8yY6pjT3veM5SWfVdTca6Fw4T4be,Dark-Red,Tan,Purple Metal,Solend,Solmane,Red Panda Squad,Purple Smirk,Tron Hacker,Java
9572,Shadowy Super Coder #9572,FxDcBLkZ2Tx6gSELRgVrRLksmGddL7Vzt2UTG5NF2we6,Gold,Chestnut,Bronze Metal,Trading Dark,Glitch One,Access Granted,Pink Smirk,Monke Hacker,C++
4900,Shadowy Super Coder #4900,dc4fH3WawrVtanuuLqgnQoskMGVitGbFWqxraEXcGgE,Light-Yellow,Natural,Silver Metal,Glitch One,Matrix,Hacked,Pink Smirk,Neon Solana Hacker,C
7210,Shadowy Super Coder #7210,F1Pqfcs45iEBcdKVrZk9dJrBC7qGCQviebEZQAKVjvm9,Light-Orange,Pale,Purple Metal,Access Granted,Access Granted,Glitch One,Purple Smile,Shadowy Hacker,JavaScript
2254,Shadowy Super Coder #2254,A991Y5mhsK6yiUPLh2JsB5mCtGja3UcAwo9kK4pVgjjf,Pink,Tan,Bronze Metal,Access Granted,Glitch One,Defi Land,Red Smirk,Shark Hacker,Rust
8487,Shadowy Super Coder #8487,8aE2QTmKArLcgrLkcWV8fnUqA2pjBosYF4fAWga2jck6,Dark-Red,Pale,Silver Metal,Glitch One,Scoopshop,Glitch Two,Pink Smirk,Sci-Fi Hacker,R
6626,Shadowy Super Coder #6626,4TmNKzJjvKnKwTvCSRR8MCGzFXhUtTz5JNLavA7zxRNQ,Gold,Natural,Silver Metal,Trading White,Solsnek,Trading Dark,Purple Smile,Shark Hacker,JavaScript
6051,Shadowy Super Coder #6051,8VgJGJ9sk9VUH9WQJYA4rPN4CHdxWB7242x1i3WSeTmg,Violet,Natural,Silver Metal,Hacked,Linux,Linux,Purple Smirk,Tech Hacker,C
6043,Shadowy Super Coder #6043,97A3LdqV3LqnifVxgVbjZuyx1QtX7gvJyXsoEZsvr8DY,Violet,Pale,Silver Metal,Hacked,Matrix,Matrix,Pink Smirk,Shark Hacker,Solidity
7214,Shadowy Super Coder #7214,7DweSJDUtbyawfmXJkJXTzpHksZnJsQeBPTKvTpek7dH,Magenta,Tan,Bronze Metal,Glitch One,Access Granted,Glitch One,Pink Smirk,Punk Hacker,Solidity
7595,Shadowy Super Coder #7595,6WGNkeqkZA49BxqS79HsxyL1RsczWqdZrFcaE4bQ2VJa,Gold,Natural,Purple Metal,Linux,Trading Dark,Glitch Two,Pink Smile,Monke Hacker,C#
9265,Shadowy Super Coder #9265,CcbqL6tdmMckc2VZGhDwSwWyz5bo82wdKsJS9enjyXRM,Violet,Tan,Red Metal,Trading White,Access Granted,Fabric,Purple Smile,Squid Game Hacker,C#
5308,Shadowy Super Coder #5308,G1h1opMtaKwMR913B6wasnTgHJSrnKpmEwhyY7fK2QHY,Light-Yellow,Chestnut,Red Metal,Cryptonary,Kaiju,Trading Dark,Purple Smirk,Tron Hacker,C++
8407,Shadowy Super Coder #8407,3c6eCcFDcZwAvctccMtEGzWF9rsCLY8WPBrscovLJ54E,Light-Yellow,Pale,Purple Metal,Trading White,Mango Markets,Dialect,Red Smirk,Cat-Ear Hacker,Go
1292,Shadowy Super Coder #1292,6tmdFuiKULnbBYnNJXK2YsZx9voYxUhLVqRosujPUyNF,Magenta,Pale,Red Metal,Access Granted,Linux,Trading Dark,Pink Smile,Shark Hacker,Fortran
2863,Shadowy Super Coder #2863,FAVJzKSLNE3tfJ1UpMJ4f4QxeDTBaaqSY4W23x119kto,Red,Pale,Silver Metal,Matrix,Geckos,Glitch One,Pink Smile,Captain America Hacker,C
7497,Shadowy Super Coder #7497,Buf5cGt8jgZfza9EQh6NweErPuTapj9GQPpukhpMAtk5,Light-Blue,Chestnut,Bronze Metal,Glitch Two,Glitch Two,Glitch One,Red Smile,Tron Hacker,Swift
7727,Shadowy Super Coder #7727,8muKgmtGQiLEe1gc8KGKYUYJda7hLjdg1DK13cfdKKJF,Violet,Natural,Bronze Metal,Trading Dark,Glitch One,Aurory Logo,Pink Smirk,Captain America Hacker,Fortran
5417,Shadowy Super Coder #5417,wgpnzmt7CfZzfxuPDgyAGr88V9sVPkX6K7f9QfM6zRe,Dark-Red,Pale,Purple Metal,Trading Dark,Matrix,Digitaleyes,Red Smile,Monke Hacker,Fortran
5660,Shadowy Super Coder #5660,DCpj3xNHuuisCN7qnUzppa7tYg6kyW48fUYdWqNt62eK,Red,Tan,Purple Metal,Fabricpunk,Hacked,Goo,Red Smile,Punk Hacker,Fortran
7963,Shadowy Super Coder #7963,9kvzTYvstZsMi5w2tyxJozEu8adoTLHiDKMmghNca1QJ,Magenta,Tan,Purple Metal,Investin,Hacked,Bricks,Purple Smile,Unmasked Squid Game Hacker,C
7628,Shadowy Super Coder #7628,8RvZsGSWzSQE91BPMAVnQ5WKSm38Zcu8RLFRKTeasEnE,Violet,Tan,Purple Metal,Boring,Fabricpunk Alt,Hacked,Pink Smirk,Unmasked Squid Game Hacker,Go
2605,Shadowy Super Coder #2605,HQHDgUCTF9Ld1R1shAoXTHbNraKGQaoYZu8B6Vn4H9LE,Red,Natural,Bronze Metal,Surveillance Blue,Trading Dark,Cryptonary,Pink Smile,Sci-Fi Hacker,Go
9834,Shadowy Super Coder #9834,GvrRo2g1n1PvjPrx2b7XRWiWGFvPNcWdhuPgpZgETAiJ,Magenta,Pale,Bronze Metal,Surveillance Blue,Trading Dark,Cryptonary,Red Smirk,Sci-Fi Hacker,Solidity
3750,Shadowy Super Coder #3750,BJXuVfrPWttdnJjX3XfEFstf76w1qm4cNo9s3hNTseNa,Green,Pale,Bronze Metal,Trading Dark,Matrix,Glitch One,Purple Smile,Shark Hacker,C++
