TOKEN_ID,TOKEN_NAME,Factory Model,Collection,Current Class,Factory Class,Car Rating,Experience Points,Current Color,Stock Color,Win Percentage,Engine Level,Tires Level,NOS System,Supercharger,Dual Exhaust,Drive Train Upgrade,Performance Chip,Connection
622,RR Car #622 Fuego,Fuego,Genesis,Driver,Driver,100,200,SC-089,SC-089,0,0,0,0,0,0,0,0,
623,RR Car #623 Fuego,Fuego,Genesis,Driver,Driver,100,200,SC-089,SC-089,0,0,0,0,0,0,0,0,
624,RR Car #624 Fuego,Fuego,Genesis,Driver,Driver,100,200,SC-089,SC-089,0,0,0,0,0,0,0,0,
625,RR Car #625 Bullish Mobile,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
626,RR Car #626 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
627,RR Car #627 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
628,RR Car #628 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
629,RR Car #629 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
630,RR Car #630 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
631,RR Car #631 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
632,RR Car #632 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
633,RR Car #633 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
634,RR Car #634 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
635,RR Car #635 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
636,RR Car #636 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
637,RR Car #637 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
638,RR Car #638 Arnold,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
639,RR Car #639 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
640,RR Car #640 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
641,RR Car #641 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
642,RR Car #642 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
643,RR Car #643 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
644,RR Car #644 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
645,RR Car #645 Street Beast,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
646,RR Car #646 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
647,RR Car #647 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
648,RR Car #648 Fuego,Fuego,Genesis,Tracker,Tracker,100,400,SC-055,SC-055,0,0,0,0,0,0,0,0,
649,RR Car #649 1st Storm Chaser Rally Minted by RR✅,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
650,RR Car #650 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
651,RR Car #651 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
652,RR Car #652 Bumble,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
653,RR Car #653 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
654,RR Car #654 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
655,RR Car #655 The Bug,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
656,RR Car #656 The Love Bug,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
657,RR Car #657 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
658,RR Car #658 Death Hearse,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
659,RR Car #659 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
660,RR Car #660 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
661,RR Car #661 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
662,RR Car #662 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
663,RR Car #663 Bitcoin,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
664,RR Car #664 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
665,RR Car #665 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
666,RR Car #666 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
667,RR Car #667 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
668,RR Car #668 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
669,RR Car #669 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
670,RR Car #670 Storm Chaser Milro,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
671,RR Car #671 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
672,RR Car #672 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
673,RR Car #673 Thunderbird 5,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
674,RR Car #674 Dune Buggy,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
675,RR Car #675 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
676,RR Car #676 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
677,RR Car #677 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
678,RR Car #678 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
679,RR Car #679 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
680,RR Car #680 Storm Chaser,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
681,RR Car #681 Classic,Storm Chaser,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
682,RR Car #682 Tony Stewart,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
683,RR Car #683 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
684,RR Car #684 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
685,RR Car #685 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
686,RR Car #686 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
687,RR Car #687 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
688,RR Car #688 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
689,RR Car #689 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
690,RR Car #690 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
691,RR Car #691 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
692,RR Car #692 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
693,RR Car #693 Storm Chaser,Storm Chaser,Genesis,Aero,Aero,100,600,SC-085,SC-085,0,0,0,0,0,0,0,0,
694,RR Car #694 1st Airbender Pro Minted By RR✅,Airbender,Genesis,Pro,Pro,100,800,SC-091,SC-091,0,0,0,0,0,0,0,0,
695,RR Car #695 Airbender,Airbender,Genesis,Pro,Pro,100,800,SC-091,SC-091,0,0,0,0,0,0,0,0,
696,RR Car #696 Airbender,Airbender,Genesis,Pro,Pro,100,800,SC-091,SC-091,0,0,0,0,0,0,0,0,
697,RR Car #697 Airbender,Airbender,Genesis,Pro,Pro,100,800,SC-091,SC-091,0,0,0,0,0,0,0,0,
698,RR Car #698 Ghost Rider,Airbender,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
699,RR Car #699 Airbender,Airbender,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
700,RR Car #700 Airbender,Airbender,Genesis,Legendary,Legendary,100,1000,SC-060,SC-060,0,0,0,0,0,0,0,0,
701,RR Car #701 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
702,RR Car #702 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
703,RR Car #703 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
704,RR Car #704 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
705,RR Car #705 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
706,RR Car #706 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
707,RR Car #707 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
708,RR Car #708 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
709,RR Car #709 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
710,RR Car #710 Thunderbird 4,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
711,RR Car #711 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
712,RR Car #712 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
713,RR Car #713 Zombie,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
714,RR Car #714 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
715,RR Car #715 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
716,RR Car #716 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
717,RR Car #717 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
718,RR Car #718 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
719,RR Car #719 Gusball,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
720,RR Car #720 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
721,RR Car #721 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
722,RR Car #722 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
723,RR Car #723 Moonshot,Moonshot,Genesis,Rally,Rally,100,100,SC-024,SC-024,0,0,0,0,0,0,0,0,
724,RR Car #724 Phantom,Moonshot,Genesis,Tracker,Tracker,100,400,SC-061,SC-061,0,0,0,0,0,0,0,0,
725,RR Car #725 Sinatra,Moonshot,Genesis,Tracker,Tracker,100,400,SC-061,SC-061,0,0,0,0,0,0,0,0,
726,RR Car #726 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
727,RR Car #727 Roadkill,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
728,RR Car #728 Zed Run,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
729,RR Car #729 Grasshopper,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
730,RR Car #730 Doommobile,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
731,RR Car #731 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
732,RR Car #732 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
733,RR Car #733 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
734,RR Car #734 McQueen,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
735,RR Car #735 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
736,RR Car #736 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
737,RR Car #737 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
738,RR Car #738 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
739,RR Car #739 Mean Joe Green,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
740,RR Car #740 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
741,RR Car #741 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
742,RR Car #742 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
743,RR Car #743 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
744,RR Car #744 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
745,RR Car #745 Firecracker,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
746,RR Car #746 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
747,RR Car #747 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
748,RR Car #748 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
749,RR Car #749 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
750,RR Car #750 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
751,RR Car #751 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
752,RR Car #752 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
753,RR Car #753 viking,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
754,RR Car #754 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
755,RR Car #755 Green Machine,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
756,RR Car #756 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
757,RR Car #757 Ghostly Wail,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
758,RR Car #758 Vagabond,Vagabond,Genesis,Rookie,Rookie,100,0,SC-026,SC-026,0,0,0,0,0,0,0,0,
759,RR Car #759 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
760,RR Car #760 Varda Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
761,RR Car #761 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
762,RR Car #762 Vagabond,Vagabond,Genesis,Driver,Driver,100,200,SC-039,SC-039,0,0,0,0,0,0,0,0,
763,RR Car #763 Ferocious,Ferocious,Genesis,Pro,Pro,100,800,SC-091,SC-091,0,0,0,0,0,0,0,0,
764,RR Car #764 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
765,RR Car #765 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
766,RR Car #766 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
767,RR Car #767 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
768,RR Car #768 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
769,RR Car #769 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
770,RR Car #770 Cyborg,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
771,RR Car #771 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
772,RR Car #772 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
773,RR Car #773 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
774,RR Car #774 KuCoin,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
775,RR Car #775 75' Fuego Flame,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
776,RR Car #776 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
777,RR Car #777 Triple Sevens,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
778,RR Car #778 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
779,RR Car #779 Carlos' Smooth Operator'  Sainz,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
780,RR Car #780 Coinbase,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
781,RR Car #781 The Ice Cream Wagon,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
782,RR Car #782 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
783,RR Car #783 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
784,RR Car #784 KOBRA KAR,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
785,RR Car #785 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
786,RR Car #786 Fuego,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
787,RR Car #787 Stevie Rose,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
788,RR Car #788 Death Trap,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
789,RR Car #789 Carroll Shelby,Fuego,Genesis,Rally,Rally,100,100,SC-017,SC-017,0,0,0,0,0,0,0,0,
790,RR Car #790 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
791,RR Car #791 Knight Rider,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
792,RR Car #792 Rock Solid,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
793,RR Car #793 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
794,RR Car #794 BoopGoop,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
795,RR Car #795 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
796,RR Car #796 Quarter Mile at a Time,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
797,RR Car #797 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
798,RR Car #798 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
799,RR Car #799 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
800,RR Car #800 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
801,RR Car #801 Fuego,Fuego,Genesis,Aero,Aero,100,600,SC-078,SC-078,0,0,0,0,0,0,0,0,
802,RR Car #802 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
803,RR Car #803 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
804,RR Car #804 Dazed and Confused,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
805,RR Car #805 Holden Monaro,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
806,RR Car #806 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
807,RR Car #807 Renault Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
808,RR Car #808 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
809,RR Car #809 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
810,RR Car #810 Fuego,Fuego,Genesis,Pro,Pro,100,800,SC-004,SC-004,0,0,0,0,0,0,0,0,
811,RR Car #811 TO THE MOON,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
812,RR Car #812 Fuego,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
813,RR Car #813 Fuego,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
814,RR Car #814 Demon,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
815,RR Car #815 Gone in 60 Satoshi,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
816,RR Car #816 Fuego,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
817,RR Car #817 Bullitt,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
818,RR Car #818 Fuego,Fuego,Genesis,Legendary,Legendary,100,1000,SC-046,SC-046,0,0,0,0,0,0,0,0,
819,RR Car #819 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
820,RR Car #820 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
821,RR Car #821 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
822,RR Car #822 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
823,RR Car #823 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
824,RR Car #824 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
825,RR Car #825 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
826,RR Car #826 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
827,RR Car #827 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
828,RR Car #828 The Joker,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
829,RR Car #829 Storm Chaser,Storm Chaser,Genesis,Rookie,Rookie,100,0,SC-023,SC-023,0,0,0,0,0,0,0,0,
