TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),FACE,NECK,MOUTH,EYES,NOSE,EAR,HEAD,GLITCH PATTERN
346,BASTARD GAN PUNK V2 #346,CALM AF (STILL),OMEGA BASTARD,27,,,,,,,APE,GLITCHY AF,RIGHT,BIG SMOKE,NUTTIN',NUTTIN',SMILE,X EYES,NUTTIN',NUTTIN',TASSLE HAT,ABSTRACT LIGHT
347,BASTARD GAN PUNK V2 #347,CALM AF (STILL),ALPHA BASTARD,19,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,NUTTIN',SMILE,EYE BAGS,NUTTIN',GOLD EARRING,KNITTED CAP,
348,BASTARD GAN PUNK V2 #348,CALM AF (STILL),HORNY BASTARD,25,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,SHADOW BEARD,NUTTIN',LIPSTICK,CLASSIC SHADES,NUTTIN',NUTTIN',MOHAWK,
349,BASTARD GAN PUNK V2 #349,CALM AF (STILL),WAIFU BASTARD,26,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,MUSTACHE,SILVER CHAIN,BUCK TEETH,BIG SHADES,NUTTIN',NUTTIN',X HEAD,
350,BASTARD GAN PUNK V2 #350,CALM AF (STILL),5HEAD BASTARD,20,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',NUTTIN',BANDANA,
351,BASTARD GAN PUNK V2 #351,CALM AF (STILL),NOCOINER BASTARD,13,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,DROOL,NERD GLASSES,NUTTIN',NUTTIN',HEADBAND,
352,BASTARD GAN PUNK V2 #352,CALM AF (STILL),C00LIO BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NORMAL BEARD,NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',GOLD EARRING,MOHAWK THIN,
353,BASTARD GAN PUNK V2 #353,CALM AF (STILL),BARBARIAN BASTARD,25,,,,,,,ALIEN,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',GOLD EARRING,DO-RAG,ABSTRACT AF
354,BASTARD GAN PUNK V2 #354,HYPED AF (ANIMATED),WAIFU BASTARD,28,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
355,BASTARD GAN PUNK V2 #355,CALM AF (STILL),UGLY BASTARD,9,,,,,,,PETITE,SOLID AF,RIGHT,CIGGIE,NUTTIN',SILVER CHAIN,REGULAR,NUTTIN',NUTTIN',NUTTIN',AFRO,
356,BASTARD GAN PUNK V2 #356,CALM AF (STILL),ROGUE BASTARD,18,,,,,,,LARGE,SOLID AF,LEFT,PIPE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,REGULAR SHADES,NUTTIN',NUTTIN',PIGTAILS,
357,BASTARD GAN PUNK V2 #357,CALM AF (STILL),DANK BASTARD,19,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',OPEN BUCKS,HORNED RIM GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
358,BASTARD GAN PUNK V2 #358,CALM AF (STILL),REAL DEAL BASTARD,26,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,MUTTONCHOPS,GOLD CHAIN,GRILL,EYE MASK,NUTTIN',NUTTIN',TOP HAT,
359,BASTARD GAN PUNK V2 #359,CALM AF (STILL),FREN BASTARD,32,,,,,,,LARGE,SOLID AF,RIGHT,CIGGIE,HANDLEBARS,GOLD CHAIN,REGULAR,BIG SHADES,CLOWN NOSE,NUTTIN',BALD,
360,BASTARD GAN PUNK V2 #360,HYPED AF (ANIMATED),ROMANTIQUE BASTARD,31,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
361,BASTARD GAN PUNK V2 #361,CALM AF (STILL),GAMER BASTARD,31,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,LEFT,VAPE,SHADOW BEARD,GOLD CHAIN,REGULAR,EYE MASK,NUTTIN',NUTTIN',MOHAWK THIN,
362,BASTARD GAN PUNK V2 #362,CALM AF (STILL),CHAD BASTARD,11,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE 'n CIGGIE,MUSTACHE,NUTTIN',BUCK TEETH,NERD GLASSES,NUTTIN',GOLD EARRING,WILD HAIR,
363,BASTARD GAN PUNK V2 #363,CALM AF (STILL),NOOB BASTARD,20,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,NERD GLASSES,NUTTIN',GOLD EARRING,BUZZED,
364,BASTARD GAN PUNK V2 #364,CALM AF (STILL),DUMBA$$ BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,PIPE,NORMAL BEARD,GOLD CHAIN,LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
365,BASTARD GAN PUNK V2 #365,CALM AF (STILL),NERD BASTARD,22,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,NUTTIN',CHOKER,LIPSTICK,X EYES,NUTTIN',NUTTIN',X HEAD,
366,BASTARD GAN PUNK V2 #366,CALM AF (STILL),FLIPPER BASTARD,21,,,,,,,LARGE,GLITCHY AF,RIGHT,PIPE,NUTTIN',NUTTIN',LIPSTICK,VR,NUTTIN',NUTTIN',HOODIE,TRIANGLES
367,BASTARD GAN PUNK V2 #367,CALM AF (STILL),SER BASTARD,34,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',DOUBLE BANDANA,
368,BASTARD GAN PUNK V2 #368,CALM AF (STILL),DANK BASTARD,11,,,,,,,LARGE,SOLID AF,LEFT,VAPE,ROSY CHEEKS,NUTTIN',BUCK TEETH,REGULAR SHADES,NUTTIN',NUTTIN',FEDORA,
369,BASTARD GAN PUNK V2 #369,CALM AF (STILL),BLUPIL BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,NERD GLASSES,NUTTIN',NUTTIN',TOP HAT,
370,BASTARD GAN PUNK V2 #370,CALM AF (STILL),RADPIL BASTARD,17,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,GOAT 'N MUSTACHE,NUTTIN',GRILL,BIG SHADES,CLOWN NOSE,NUTTIN',VAMPIRE HAIR,
371,BASTARD GAN PUNK V2 #371,CALM AF (STILL),DOUCHE BASTARD,22,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',KNITTED CAP,
372,BASTARD GAN PUNK V2 #372,CALM AF (STILL),PERSONA NON GRATA BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,GOAT,CHOKER,SMIRK,CLOWN EYES,NUTTIN',NUTTIN',BALD,
373,BASTARD GAN PUNK V2 #373,CALM AF (STILL),LOW POLY BASTARD,28,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,BIG SHADES,NUTTIN',NUTTIN',PEAK SPIKE,
374,BASTARD GAN PUNK V2 #374,CALM AF (STILL),PERSONA NON GRATA BASTARD,26,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,GOAT,GOLD CHAIN,DROOL,EYE MASK,NUTTIN',NUTTIN',VAMPIRE HAIR,
375,BASTARD GAN PUNK V2 #375,HYPED AF (ANIMATED),GAMER BASTARD,30,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
376,BASTARD GAN PUNK V2 #376,CALM AF (STILL),MAXIE BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NUTTIN',GOLD CHAIN,REGULAR,BIG SHADES,NUTTIN',NUTTIN',CAP FORWARD,
377,BASTARD GAN PUNK V2 #377,CALM AF (STILL),BLACKPIL BASTARD,12,,,,,,,PETITE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,MEDICAL MASK,SMALL REGULARS,NUTTIN',NUTTIN',STRAGGLY HAIR,
378,BASTARD GAN PUNK V2 #378,CALM AF (STILL),TROLL BASTARD,34,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HEART GLASSES,CLOWN NOSE,NUTTIN',VAMPIRE HAIR,
379,BASTARD GAN PUNK V2 #379,CALM AF (STILL),STONER BASTARD,35,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,CHINSTRAP,NUTTIN',DROOL,3D GLASSES,NUTTIN',NUTTIN',DO-RAG,
380,BASTARD GAN PUNK V2 #380,CALM AF (STILL),ALPHA BASTARD,14,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,NORMAL BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,BANDANA,
381,BASTARD GAN PUNK V2 #381,CALM AF (STILL),COOMER BASTARD,29,,,,,,,APE,SOLID AF,LEFT,VAPE,SIDE BLACK,NUTTIN',SMILE,3D GLASSES,CLOWN NOSE,NUTTIN',WILD WHITE HAIR,
382,BASTARD GAN PUNK V2 #382,CALM AF (STILL),BOMBSHELL BASTARD,32,,,,,,,PETITE,SOLID AF,LEFT,VAPE,NUTTIN',NUTTIN',REGULAR,CLASSIC SHADES,NUTTIN',NUTTIN',WELDING GOGGLES,
383,BASTARD GAN PUNK V2 #383,CALM AF (STILL),BOURGEOIS BASTARD,29,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,REGULAR SHADES,NUTTIN',NUTTIN',COWBOY HAT,
384,BASTARD GAN PUNK V2 #384,CALM AF (STILL),TROLL BASTARD,24,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',BALD,
385,BASTARD GAN PUNK V2 #385,CALM AF (STILL),PEACH BASTARD,33,,,,,,,LARGE,SOLID AF,RIGHT,VAPE,HANDLEBARS,NUTTIN',BUCK TEETH,VR,NUTTIN',GOLD EARRING,X HEAD,
386,BASTARD GAN PUNK V2 #386,CALM AF (STILL),500 IQ BASTARD,31,,,,,,,APE,SOLID AF,RIGHT,VAPE,MUSTACHE,CHOKER,GRILL,SMALL SHADES,NUTTIN',NUTTIN',MESSY HAIR,
387,BASTARD GAN PUNK V2 #387,CALM AF (STILL),STINKY BASTARD,12,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,SHADOW BEARD,NUTTIN',LIPSTICK,EYE BAGS,NUTTIN',NUTTIN',BEANIE,
388,BASTARD GAN PUNK V2 #388,CALM AF (STILL),UGLY BASTARD,33,,,,,,,ALIEN,SOLID AF,RIGHT,BIG SMOKE,GOAT,NUTTIN',SMILE,CLASSIC SHADES,CLOWN NOSE,NUTTIN',COWBOY HAT,
389,BASTARD GAN PUNK V2 #389,CALM AF (STILL),REAL DEAL BASTARD,25,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,3D GLASSES,NUTTIN',NUTTIN',MOHAWK,
390,BASTARD GAN PUNK V2 #390,CALM AF (STILL),TROLL BASTARD,33,,,,,,,PETITE,GLITCHY AF,RIGHT,EDIBLES???,NUTTIN',SILVER CHAIN,MEDICAL MASK,EYE SHADOW,NUTTIN',NUTTIN',TASSLE HAT,HORIZONTAL 1s
391,BASTARD GAN PUNK V2 #391,CALM AF (STILL),SEMI BASTARD,31,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,NUTTIN',GOLD CHAIN,DROOL,HORNED RIM GLASSES,NUTTIN',NUTTIN',CAP FORWARD,
392,BASTARD GAN PUNK V2 #392,CALM AF (STILL),STINKY BASTARD,26,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,NUTTIN',NUTTIN',OPEN BUCKS,BIG SHADES,NUTTIN',NUTTIN',BANDANA,
393,BASTARD GAN PUNK V2 #393,CALM AF (STILL),PIMP BASTARD,33,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',LIPSTICK,3D GLASSES,CLOWN NOSE,NUTTIN',CAP FORWARD,
394,BASTARD GAN PUNK V2 #394,HYPED AF (ANIMATED),NECROMANCER BASTARD,8,SWEEP PICKING (16.66 FPS),188,2,NAH,1 - UNPLUGGED,FIXED COLOR,,,,,,,,,,,,
395,BASTARD GAN PUNK V2 #395,CALM AF (STILL),CHAD BASTARD,32,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,GOAT,NUTTIN',SMIRK,CLOWN EYES,CLOWN NOSE,NUTTIN',CAP,
396,BASTARD GAN PUNK V2 #396,CALM AF (STILL),PEACH BASTARD,27,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
397,BASTARD GAN PUNK V2 #397,CALM AF (STILL),PARASITE BASTARD,8,,,,,,,ALIEN,SOLID AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,MEDICAL MASK,BIG SHADES,NUTTIN',NUTTIN',FEDORA,
398,BASTARD GAN PUNK V2 #398,CALM AF (STILL),PEACH BASTARD,29,,,,,,,ALIEN APE HYBRID,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',SMILE,CLASSIC SHADES,NUTTIN',NUTTIN',PIGTAILS,
399,BASTARD GAN PUNK V2 #399,CALM AF (STILL),STINKY BASTARD,18,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,BIG SHADES,CLOWN NOSE,NUTTIN',DO-RAG,
400,BASTARD GAN PUNK V2 #400,CALM AF (STILL),BOOMER BASTARD,9,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,CHINSTRAP,CHOKER,SMIRK,NERD GLASSES,CLOWN NOSE,NUTTIN',STRINGY HAIR,
401,BASTARD GAN PUNK V2 #401,CALM AF (STILL),C00LIO BASTARD,14,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,NUTTIN',MEDICAL MASK,CLASSIC SHADES,NUTTIN',GOLD EARRING,VAMPIRE HAIR,
402,BASTARD GAN PUNK V2 #402,CALM AF (STILL),SMOL BASTARD,30,,,,,,,LARGE,SOLID AF,LEFT,VAPE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,SMALL SHADES,NUTTIN',NUTTIN',STRINGY HAIR,
403,BASTARD GAN PUNK V2 #403,CALM AF (STILL),FLIPPER BASTARD,31,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,SHADOW BEARD,NUTTIN',GRILL,CLASSIC SHADES,CLOWN NOSE,NUTTIN',BUZZED,
404,BASTARD GAN PUNK V2 #404,CALM AF (STILL),FAKE BASTARD,30,,,,,,,PETITE,SOLID AF,RIGHT,PIPE,SHADOW BEARD,SILVER CHAIN,LIPSTICK,SMALL REGULARS,NUTTIN',NUTTIN',CAP FORWARD,
405,BASTARD GAN PUNK V2 #405,CALM AF (STILL),EGGPLANT BASTARD,36,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,GRILL,NERD GLASSES,NUTTIN',NUTTIN',CAP,
406,BASTARD GAN PUNK V2 #406,CALM AF (STILL),DUMMKOPF BASTARD,27,,,,,,,LARGE,SOLID AF,LEFT,PIPE,HANDLEBARS,NUTTIN',REGULAR,REGULAR SHADES,NUTTIN',NUTTIN',HEADBAND,
407,BASTARD GAN PUNK V2 #407,HYPED AF (ANIMATED),SEMI BASTARD,25,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
408,BASTARD GAN PUNK V2 #408,CALM AF (STILL),RADPIL BASTARD,29,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,MUSTACHE,NUTTIN',REGULAR,SMALL SHADES,NUTTIN',NUTTIN',VAMPIRE HAIR,
409,BASTARD GAN PUNK V2 #409,HYPED AF (ANIMATED),4HEAD BASTARD,5,SWEEP PICKING (16.66 FPS),188,2,NAH,3 - NOISY,TRANSIENT COLORS,,,,,,,,,,,,
410,BASTARD GAN PUNK V2 #410,CALM AF (STILL),CHAD BASTARD,22,,,,,,,LARGE,SOLID AF,RIGHT,BIG SMOKE,NUTTIN',CHOKER,MEDICAL MASK,CLASSIC SHADES,NUTTIN',NUTTIN',BEANIE,
411,BASTARD GAN PUNK V2 #411,CALM AF (STILL),DUMPER BASTARD,34,,,,,,,APE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',CHOKER,OPEN BUCKS,VR,NUTTIN',GOLD EARRING,PINK WITH BALD,
412,BASTARD GAN PUNK V2 #412,CALM AF (STILL),DIABOLIQUE BASTARD,40,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,GOAT,SILVER CHAIN,REGULAR,HORNED RIM GLASSES,NUTTIN',NUTTIN',MOHAWK,
413,BASTARD GAN PUNK V2 #413,CALM AF (STILL),SMOL BASTARD,15,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,NUTTIN',NUTTIN',BUCK TEETH,SMALL SHADES,NUTTIN',GOLD EARRING,PIGTAILS,
414,BASTARD GAN PUNK V2 #414,CALM AF (STILL),FREN BASTARD,32,,,,,,,LARGE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,EYE SHADOW,NUTTIN',GOLD EARRING,DO-RAG,EGG CARTON
415,BASTARD GAN PUNK V2 #415,CALM AF (STILL),1HEAD BASTARD,35,,,,,,,APE,SOLID AF,RIGHT,VAPE,LUXURIOUS BEARD,GOLD CHAIN,LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',VAMPIRE HAIR,
416,BASTARD GAN PUNK V2 #416,CALM AF (STILL),PEPEGA BASTARD,28,,,,,,,ALIEN,SOLID AF,LEFT,PIPE,CHINSTRAP,NUTTIN',GRILL,NERD GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
417,BASTARD GAN PUNK V2 #417,CALM AF (STILL),W4NK3R BASTARD,4,,,,,,,APE,SOLID AF,LEFT,PIPE,CHINSTRAP,CHOKER,OPEN BUCKS,BIG SHADES,NUTTIN',NUTTIN',PIGTAIL CAP,
418,BASTARD GAN PUNK V2 #418,CALM AF (STILL),THETA BASTARD,29,,,,,,,PETITE,SOLID AF,RIGHT,PIPE 'n VAPE,HANDLEBARS,SILVER CHAIN,BUCK TEETH,EYE PATCH,NUTTIN',GOLD EARRING,BEANIE,
419,BASTARD GAN PUNK V2 #419,CALM AF (STILL),HALAL BASTARD,25,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,BIG SHADES,CLOWN NOSE,NUTTIN',STRINGY HAIR,
420,BASTARD GAN PUNK V2 #420,HYPED AF (ANIMATED),DΞGΞN BASTARD,28,STRUMMING (12.5 FPS),188,4,NAH,4 - FLASHIE AF,TRANSIENT COLORS,,,,,,,,,,,,
421,BASTARD GAN PUNK V2 #421,CALM AF (STILL),BETA BASTARD,26,,,,,,,PETITE,SOLID AF,RIGHT,BIG SMOKE,HANDLEBARS,NUTTIN',REGULAR,NERDY CLASSICS,CLOWN NOSE,NUTTIN',FEDORA,
422,BASTARD GAN PUNK V2 #422,CALM AF (STILL),NOOB BASTARD,23,,,,,,,LARGE,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,SMALL SHADES,CLOWN NOSE,NUTTIN',WILD HAIR,
423,BASTARD GAN PUNK V2 #423,CALM AF (STILL),SEMI BASTARD,16,,,,,,,APE,GLITCHY AF,LEFT,EDIBLES???,NUTTIN',GOLD CHAIN,LIPSTICK,X EYES,NUTTIN',GOLD EARRING,MESSY HAIR,8x8s
424,BASTARD GAN PUNK V2 #424,CALM AF (STILL),RADPIL BASTARD,38,,,,,,,PETITE,SOLID AF,LEFT,EDIBLES???,GOAT,SILVER CHAIN,MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',NUTTIN',DO-RAG,
425,BASTARD GAN PUNK V2 #425,CALM AF (STILL),SER BASTARD,12,,,,,,,LARGE,GLITCHY AF,RIGHT,PIPE,NORMAL BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,TOP HAT,PRISM
426,BASTARD GAN PUNK V2 #426,CALM AF (STILL),ROGUE BASTARD,29,,,,,,,PETITE,SOLID AF,RIGHT,DOUBLE BIG SMOKE,BIG BEARD,NUTTIN',REGULAR,EYE MASK,NUTTIN',NUTTIN',KNITTED CAP,
427,BASTARD GAN PUNK V2 #427,CALM AF (STILL),FLIPPER BASTARD,15,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,CHINSTRAP,NUTTIN',DROOL,CLASSIC SHADES,NUTTIN',NUTTIN',MESSY HAIR,
428,BASTARD GAN PUNK V2 #428,CALM AF (STILL),VIRGIN BASTARD,25,,,,,,,ALIEN,GLITCHY AF,RIGHT,BIG SMOKE,MUTTONCHOPS,NUTTIN',OPEN BUCKS,X EYES,NUTTIN',GOLD EARRING,VAMPIRE HAIR,STAIRS
429,BASTARD GAN PUNK V2 #429,CALM AF (STILL),SMOL BASTARD,33,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,NORMAL BEARD,GOLD CHAIN,LIPSTICK,NERD GLASSES,NUTTIN',NUTTIN',HEADBAND,
430,BASTARD GAN PUNK V2 #430,CALM AF (STILL),SMUG BASTARD,24,,,,,,,ALIEN,SOLID AF,LEFT,BIG SMOKE,NORMAL BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
431,BASTARD GAN PUNK V2 #431,CALM AF (STILL),POOR BASTARD,33,,,,,,,PETITE,GLITCHY AF,LEFT,PIPE,GOAT,NUTTIN',BUCK TEETH,X EYES,NUTTIN',NUTTIN',X HEAD,8x8s
432,BASTARD GAN PUNK V2 #432,CALM AF (STILL),BOURGEOIS BASTARD,30,,,,,,,LARGE,GLITCHY AF,RIGHT,VAPE,GOAT,NUTTIN',REGULAR,EYE BAGS,NUTTIN',NUTTIN',STRINGY HAIR,GEOMETRIC
433,BASTARD GAN PUNK V2 #433,CALM AF (STILL),SORCERER BASTARD,18,,,,,,,ALIEN,SOLID AF,RIGHT,PIPE,GOAT,NUTTIN',LIPSTICK,NERD GLASSES,CLOWN NOSE,NUTTIN',COWBOY HAT,
434,BASTARD GAN PUNK V2 #434,HYPED AF (ANIMATED),DUMPSTER BASTARD,41,STRUMMING (12.5 FPS),188,2,NAH,5 - GOES TO 11,TRANSIENT COLORS,,,,,,,,,,,,
435,BASTARD GAN PUNK V2 #435,CALM AF (STILL),GLOOMER BASTARD,38,,,,,,,ALIEN HUMAN HYBRID,SOLID AF,RIGHT,EDIBLES???,GOAT,NUTTIN',MEDICAL MASK,SMALL SHADES,NUTTIN',GOLD EARRING,VAMPIRE HAIR,
436,BASTARD GAN PUNK V2 #436,HYPED AF (ANIMATED),5HEAD BASTARD,32,SWEEP PICKING (16.66 FPS),188,2,NAH,2 - DISTORTED,TRANSIENT COLORS,,,,,,,,,,,,
437,BASTARD GAN PUNK V2 #437,CALM AF (STILL),NIFTYMANIAC BASTARD,18,,,,,,,ALIEN,SOLID AF,RIGHT,EDIBLES???,NORMAL BEARD,NUTTIN',MEDICAL MASK,CLOWN EYES,NUTTIN',GOLD EARRING,HEADBAND,
438,BASTARD GAN PUNK V2 #438,CALM AF (STILL),PARASITE BASTARD,4,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,CHOKER,MEDICAL MASK,HORNED RIM GLASSES,NUTTIN',NUTTIN',PEAK SPIKE,
439,BASTARD GAN PUNK V2 #439,CALM AF (STILL),HIPPIE BASTARD,34,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,CHINSTRAP,GOLD CHAIN,MEDICAL MASK,HEART GLASSES,NUTTIN',NUTTIN',COWBOY HAT,
440,BASTARD GAN PUNK V2 #440,CALM AF (STILL),HALAL BASTARD,23,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,LUXURIOUS BEARD,NUTTIN',LIPSTICK,BIG CLASSICS,CLOWN NOSE,NUTTIN',DO-RAG,
441,BASTARD GAN PUNK V2 #441,CALM AF (STILL),NOOB BASTARD,25,,,,,,,APE,GLITCHY AF,RIGHT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,NUTTIN',NUTTIN',WILD HAIR,CHECKERS
442,BASTARD GAN PUNK V2 #442,CALM AF (STILL),HALAL BASTARD,15,,,,,,,APE,SOLID AF,LEFT,EDIBLES???,NUTTIN',NUTTIN',MEDICAL MASK,SMALL SHADES,NUTTIN',NUTTIN',WILD HAIR,
443,BASTARD GAN PUNK V2 #443,CALM AF (STILL),GAMER BASTARD,19,,,,,,,APE,SOLID AF,LEFT,VAPE,HANDLEBARS,NUTTIN',REGULAR,EYE MASK,NUTTIN',NUTTIN',CAP,
444,BASTARD GAN PUNK V2 #444,CALM AF (STILL),ROMANTIQUE BASTARD,20,,,,,,,ALIEN,SOLID AF,LEFT,VAPE,GOAT,SILVER CHAIN,LIPSTICK,X EYES,NUTTIN',NUTTIN',MOHAWK,
445,BASTARD GAN PUNK V2 #445,CALM AF (STILL),JOKER BASTARD,22,,,,,,,LARGE,SOLID AF,RIGHT,PIPE,MUTTONCHOPS,NUTTIN',BUCK TEETH,BIG SHADES,NUTTIN',GOLD EARRING,CRAZY HAIR,
446,BASTARD GAN PUNK V2 #446,CALM AF (STILL),SORCERER BASTARD,4,,,,,,,ALIEN,SOLID AF,LEFT,CIGGIE,LUXURIOUS BEARD,NUTTIN',LIPSTICK,HORNED RIM GLASSES,NUTTIN',GOLD EARRING,TOP HAT,
447,BASTARD GAN PUNK V2 #447,CALM AF (STILL),FUTURIST BASTARD,28,,,,,,,LARGE,SOLID AF,LEFT,EDIBLES???,SHADOW BEARD,CHOKER,SMIRK,HEART GLASSES,NUTTIN',NUTTIN',CAP FORWARD,
448,BASTARD GAN PUNK V2 #448,CALM AF (STILL),JUST A PLAIN BASTARD,28,,,,,,,LARGE,SOLID AF,RIGHT,EDIBLES???,HANDLEBARS,NUTTIN',LIPSTICK,VR,CLOWN NOSE,NUTTIN',DO-RAG,
449,BASTARD GAN PUNK V2 #449,HYPED AF (ANIMATED),BLACKSMITH BASTARD,12,SWEEP PICKING (16.66 FPS),188,0,NAH,4 - FLASHIE AF,TRANSIENT COLORS,,,,,,,,,,,,
450,BASTARD GAN PUNK V2 #450,HYPED AF (ANIMATED),FLIPPER BASTARD,32,SWEEP PICKING (16.66 FPS),188,0,NAH,1 - UNPLUGGED,WHITE,,,,,,,,,,,,
451,BASTARD GAN PUNK V2 #451,CALM AF (STILL),WHITEPIL BASTARD,35,,,,,,,LARGE,SOLID AF,LEFT,BIG SMOKE,NUTTIN',NUTTIN',DROOL,SMALL REGULARS,NUTTIN',NUTTIN',VAMPIRE HAIR,
