TOKEN_ID,TOKEN_NAME,Type,Mouth,Eyewear,Headwear,Accessory
932,Larva Lad #932,Normal,Normal,Small Shades,Cowboy Hat,None
933,Larva Lad #933,Zombie,Zombie,VR,Cap Forward,None
934,Larva Lad #934,Normal,Normal,Classic Shades,Wild Hair,None
935,Larva Lad #935,Normal,Normal,None,Fedora,Pipe
936,Larva Lad #936,Normal,Normal,None,Wild Hair,None
937,Larva Lad #937,Normal,Normal,None,Fedora,Vape
938,Larva Lad #938,Normal,Smile,3D Glasses,None,Vape
939,Larva Lad #939,Normal,Normal,Eye Patch,Cap Forward,None
940,Larva Lad #940,Normal,Handlebars,VR,Knitted Cap,None
941,Larva Lad #941,Normal,Frown,Classic Shades,None,Earring
942,Larva Lad #942,Normal,Normal,Small Shades,None,None
943,Larva Lad #943,Normal,Normal,None,Cap,None
944,Larva Lad #944,Normal,Normal,Classic Shades,Cap Forward,Earring
945,Larva Lad #945,Normal,Normal,Regular Shades,None,Vape
946,Larva Lad #946,Normal,Smile,Classic Shades,None,None
947,Larva Lad #947,Normal,Handlebars,None,Fedora,None
948,Larva Lad #948,Normal,Frown,None,Knitted Cap,None
949,Larva Lad #949,Normal,Smile,None,Wild Hair,None
950,Larva Lad #950,Normal,Normal,Regular Shades,Police Cap,None
951,Larva Lad #951,Normal,Handlebars,None,None,None
952,Larva Lad #952,Normal,Normal,None,Do-rag,None
953,Larva Lad #953,Normal,Frown,3D Glasses,Cap,None
954,Larva Lad #954,Normal,Smile,VR,Fedora,None
955,Larva Lad #955,Normal,Frown,Regular Shades,Cap Forward,None
956,Larva Lad #956,Normal,Handlebars,None,None,Vape
957,Larva Lad #957,Normal,Handlebars,None,Top Hat,Vape
958,Larva Lad #958,Normal,Normal,Small Shades,Peak Spike,Vape
959,Larva Lad #959,Normal,Normal,Regular Shades,None,Pipe
960,Larva Lad #960,Normal,Frown,3D Glasses,None,None
961,Larva Lad #961,Normal,Normal,Small Shades,None,Pipe
962,Larva Lad #962,Normal,Normal,Eye Patch,Messy Hair,None
963,Larva Lad #963,Normal,Handlebars,None,None,None
964,Larva Lad #964,Normal,Handlebars,None,Fedora,None
965,Larva Lad #965,Normal,Smile,VR,Top Hat,None
966,Larva Lad #966,Normal,Smile,None,Top Hat,None
967,Larva Lad #967,Normal,Normal,3D Glasses,None,None
968,Larva Lad #968,Normal,Frown,3D Glasses,None,None
969,Larva Lad #969,Normal,Normal,VR,Knitted Cap,None
970,Larva Lad #970,Normal,Normal,Regular Shades,Peak Spike,None
971,Larva Lad #971,Normal,Handlebars,None,Cap Forward,None
972,Larva Lad #972,Normal,Smile,None,None,Cigarette
973,Larva Lad #973,Normal,Normal,Eye Patch,None,Earring
974,Larva Lad #974,Normal,Handlebars,None,None,None
975,Larva Lad #975,Normal,Normal,Small Shades,None,None
976,Larva Lad #976,Normal,Normal,None,None,None
977,Larva Lad #977,Normal,Smile,3D Glasses,Cap Forward,None
978,Larva Lad #978,Normal,Handlebars,None,Do-rag,Cigarette
979,Larva Lad #979,Normal,Normal,Small Shades,Fedora,Vape
980,Larva Lad #980,Normal,Normal,Eye Patch,None,None
981,Larva Lad #981,Normal,Handlebars,None,None,None
982,Larva Lad #982,Zombie,Zombie,Eye Patch,Wild Hair,None
983,Larva Lad #983,Normal,Normal,None,Wild Hair,None
984,Larva Lad #984,Normal,Normal,3D Glasses,None,Pipe
985,Larva Lad #985,Normal,Frown,None,None,None
986,Larva Lad #986,Normal,Smile,None,Beanie,None
987,Larva Lad #987,Normal,Normal,Eye Patch,Cowboy Hat,None
988,Larva Lad #988,Normal,Frown,Small Shades,Peak Spike,None
989,Larva Lad #989,Normal,Normal,None,Police Cap,None
990,Larva Lad #990,Normal,Smile,Small Shades,None,None
991,Larva Lad #991,Normal,Smile,None,None,None
992,Larva Lad #992,Normal,Smile,None,Peak Spike,Vape
993,Larva Lad #993,Normal,Frown,None,Fedora,None
994,Larva Lad #994,Normal,Smile,Regular Shades,Knitted Cap,None
995,Larva Lad #995,Normal,Normal,None,None,None
996,Larva Lad #996,Normal,Normal,None,Messy Hair,None
997,Larva Lad #997,Normal,Normal,Classic Shades,None,Earring
998,Larva Lad #998,Normal,Smile,Eye Patch,Bandana,None
999,Larva Lad #999,Normal,Smile,None,Wild Hair,None
1000,Larva Lad #1000,Normal,Normal,None,None,Vape
1001,Larva Lad #1001,Ape,Ape,None,None,None
1002,Larva Lad #1002,Normal,Normal,Regular Shades,Fedora,None
1003,Larva Lad #1003,Normal,Normal,None,Cap Forward,None
1004,Larva Lad #1004,Normal,Smile,Eye Patch,None,Earring
1005,Larva Lad #1005,Normal,Frown,3D Glasses,Messy Hair,None
1006,Larva Lad #1006,Normal,Normal,None,Wild Hair,None
1007,Larva Lad #1007,Normal,Normal,None,None,None
1008,Larva Lad #1008,Normal,Smile,None,None,Cigarette
1009,Larva Lad #1009,Normal,Normal,None,None,Vape
1010,Larva Lad #1010,Normal,Normal,VR,None,None
1011,Larva Lad #1011,Normal,Normal,None,Cap Forward,None
1012,Larva Lad #1012,Normal,Normal,Classic Shades,None,Cigarette
1013,Larva Lad #1013,Normal,Normal,Small Shades,Top Hat,None
1014,Larva Lad #1014,Normal,Normal,Regular Shades,None,None
1015,Larva Lad #1015,Normal,Frown,None,None,Earring
1016,Larva Lad #1016,Normal,Frown,None,Wild Hair,None
1017,Larva Lad #1017,Normal,Normal,3D Glasses,Peak Spike,None
1018,Larva Lad #1018,Normal,Smile,Eye Patch,None,None
1019,Larva Lad #1019,Normal,Normal,None,Cowboy Hat,None
1020,Larva Lad #1020,Normal,Normal,None,None,Earring
1021,Larva Lad #1021,Normal,Normal,None,None,None
1022,Larva Lad #1022,Normal,Normal,Regular Shades,Beanie,None
1023,Larva Lad #1023,Normal,Normal,None,None,None
1024,Larva Lad #1024,Normal,Handlebars,VR,None,None
1025,Larva Lad #1025,Ape,Ape,None,Police Cap,None
1026,Larva Lad #1026,Normal,Smile,Classic Shades,Knitted Cap,None
1027,Larva Lad #1027,Normal,Frown,3D Glasses,Messy Hair,None
1028,Larva Lad #1028,Normal,Smile,Eye Patch,None,None
1029,Larva Lad #1029,Zombie,Zombie,None,Bandana,None
1030,Larva Lad #1030,Normal,Handlebars,None,None,None
1031,Larva Lad #1031,Normal,Normal,Eye Patch,Knitted Cap,None
1032,Larva Lad #1032,Normal,Normal,Classic Shades,Cowboy Hat,None
1033,Larva Lad #1033,Normal,Normal,None,None,None
1034,Larva Lad #1034,Normal,Normal,None,Peak Spike,Earring
1035,Larva Lad #1035,Normal,Normal,Small Shades,None,None
1036,Larva Lad #1036,Normal,Smile,None,None,None
1037,Larva Lad #1037,Normal,Smile,None,Wild Hair,None
1038,Larva Lad #1038,Normal,Smile,Classic Shades,None,None
1039,Larva Lad #1039,Normal,Smile,None,None,None
1040,Larva Lad #1040,Normal,Frown,Eye Patch,Do-rag,None
1041,Larva Lad #1041,Normal,Smile,VR,Cap Forward,Pipe
1042,Larva Lad #1042,Normal,Normal,Eye Patch,None,None
1043,Larva Lad #1043,Normal,Normal,None,None,Cigarette
1044,Larva Lad #1044,Normal,Handlebars,None,None,Vape
1045,Larva Lad #1045,Normal,Frown,None,Cap Forward,Vape
1046,Larva Lad #1046,Normal,Smile,Regular Shades,Fedora,Earring
1047,Larva Lad #1047,Normal,Smile,None,None,None
1048,Larva Lad #1048,Normal,Normal,None,None,None
1049,Larva Lad #1049,Normal,Normal,Small Shades,Messy Hair,None
1050,Larva Lad #1050,Normal,Smile,Regular Shades,Bandana,Earring
1051,Larva Lad #1051,Normal,Normal,None,Wild Hair,Vape
1052,Larva Lad #1052,Normal,Smile,Horned Rim Glasses,None,None
1053,Larva Lad #1053,Normal,Frown,3D Glasses,Cowboy Hat,Earring
1054,Larva Lad #1054,Normal,Normal,None,None,Earring
1055,Larva Lad #1055,Ape,Ape,None,Beanie,Pipe
1056,Larva Lad #1056,Normal,Normal,Eye Patch,Cap Forward,None
1057,Larva Lad #1057,Normal,Normal,None,None,None
1058,Larva Lad #1058,Normal,Smile,3D Glasses,Messy Hair,None
1059,Larva Lad #1059,Normal,Handlebars,Regular Shades,None,None
1060,Larva Lad #1060,Normal,Smile,Regular Shades,Wild Hair,None
1061,Larva Lad #1061,Normal,Smile,Small Shades,None,None
1062,Larva Lad #1062,Normal,Normal,None,Cap Forward,None
1063,Larva Lad #1063,Normal,Smile,Small Shades,Top Hat,None
1064,Larva Lad #1064,Normal,Normal,Classic Shades,None,None
1065,Larva Lad #1065,Normal,Frown,Regular Shades,None,Earring
1066,Larva Lad #1066,Normal,Smile,Eye Patch,None,None
1067,Larva Lad #1067,Normal,Normal,VR,Cowboy Hat,None
1068,Larva Lad #1068,Normal,Normal,None,Messy Hair,None
1069,Larva Lad #1069,Normal,Smile,3D Glasses,None,Cigarette
1070,Larva Lad #1070,Normal,Smile,Regular Shades,Messy Hair,Cigarette
1071,Larva Lad #1071,Normal,Frown,None,Peak Spike,None
1072,Larva Lad #1072,Normal,Handlebars,None,None,None
1073,Larva Lad #1073,Normal,Smile,Small Shades,Knitted Cap,None
1074,Larva Lad #1074,Normal,Smile,None,None,None
1075,Larva Lad #1075,Alien,Alien,None,None,None
1076,Larva Lad #1076,Normal,Smile,None,Do-rag,None
1077,Larva Lad #1077,Normal,Smile,None,Beanie,None
1078,Larva Lad #1078,Normal,Normal,None,Fedora,None
1079,Larva Lad #1079,Normal,Frown,None,None,None
1080,Larva Lad #1080,Normal,Normal,None,Bandana,Cigarette
1081,Larva Lad #1081,Normal,Normal,Eye Patch,None,None
1082,Larva Lad #1082,Normal,Smile,None,Cap Forward,None
1083,Larva Lad #1083,Normal,Normal,Classic Shades,Knitted Cap,None
1084,Larva Lad #1084,Zombie,Zombie,None,None,None
1085,Larva Lad #1085,Normal,Frown,Small Shades,None,None
1086,Larva Lad #1086,Normal,Smile,Small Shades,Cowboy Hat,None
1087,Larva Lad #1087,Normal,Smile,None,None,Earring
1088,Larva Lad #1088,Normal,Smile,3D Glasses,None,Cigarette
1089,Larva Lad #1089,Normal,Normal,Regular Shades,None,None
1090,Larva Lad #1090,Normal,Smile,Small Shades,Cap Forward,None
1091,Larva Lad #1091,Normal,Smile,Small Shades,Do-rag,None
1092,Larva Lad #1092,Normal,Normal,None,Cowboy Hat,Earring
1093,Larva Lad #1093,Normal,Smile,Horned Rim Glasses,None,None
1094,Larva Lad #1094,Normal,Normal,None,Messy Hair,None
1095,Larva Lad #1095,Normal,Normal,Regular Shades,None,None
1096,Larva Lad #1096,Normal,Normal,None,None,None
1097,Larva Lad #1097,Normal,Smile,None,Fedora,Cigarette
1098,Larva Lad #1098,Alien,Alien,None,None,Earring
1099,Larva Lad #1099,Normal,Normal,Small Shades,Cowboy Hat,Cigarette
1100,Larva Lad #1100,Normal,Smile,None,Wild Hair,None
1101,Larva Lad #1101,Normal,Frown,Small Shades,Peak Spike,Pipe
1102,Larva Lad #1102,Normal,Normal,VR,Wild Hair,Vape
1103,Larva Lad #1103,Zombie,Zombie,None,Police Cap,None
1104,Larva Lad #1104,Normal,Normal,Regular Shades,Beanie,None
1105,Larva Lad #1105,Normal,Normal,Horned Rim Glasses,Fedora,None
1106,Larva Lad #1106,Normal,Frown,Classic Shades,Fedora,None
1107,Larva Lad #1107,Normal,Smile,None,Cap,Earring
1108,Larva Lad #1108,Normal,Smile,Regular Shades,None,None
1109,Larva Lad #1109,Normal,Normal,None,None,None
1110,Larva Lad #1110,Normal,Smile,None,Peak Spike,None
1111,Larva Lad #1111,Normal,Handlebars,3D Glasses,None,None
1112,Larva Lad #1112,Normal,Smile,None,Top Hat,None
1113,Larva Lad #1113,Normal,Frown,None,None,None
1114,Larva Lad #1114,Normal,Normal,Regular Shades,Fedora,None
1115,Larva Lad #1115,Normal,Normal,None,Cap Forward,Vape
1116,Larva Lad #1116,Normal,Normal,Classic Shades,None,None
1117,Larva Lad #1117,Normal,Normal,Regular Shades,Cowboy Hat,None
1118,Larva Lad #1118,Normal,Normal,Eye Patch,Cap,None
1119,Larva Lad #1119,Normal,Normal,VR,Beanie,None
1120,Larva Lad #1120,Normal,Normal,Small Shades,Cowboy Hat,Earring
1121,Larva Lad #1121,Normal,Smile,Regular Shades,None,None
1122,Larva Lad #1122,Normal,Frown,Small Shades,Messy Hair,Vape
1123,Larva Lad #1123,Normal,Smile,None,Do-rag,Earring
1124,Larva Lad #1124,Zombie,Zombie,3D Glasses,Beanie,None
1125,Larva Lad #1125,Normal,Handlebars,None,None,Earring
1126,Larva Lad #1126,Normal,Frown,Regular Shades,Cap,None
1127,Larva Lad #1127,Normal,Normal,None,None,None
1128,Larva Lad #1128,Normal,Normal,None,None,None
1129,Larva Lad #1129,Normal,Handlebars,None,None,None
1130,Larva Lad #1130,Normal,Normal,Small Shades,None,None
1131,Larva Lad #1131,Normal,Frown,Regular Shades,None,Earring
1132,Larva Lad #1132,Normal,Normal,None,Beanie,Earring
1133,Larva Lad #1133,Normal,Normal,3D Glasses,Police Cap,None
1134,Larva Lad #1134,Normal,Normal,None,None,None
1135,Larva Lad #1135,Normal,Normal,None,Bandana,Cigarette
1136,Larva Lad #1136,Normal,Normal,None,Peak Spike,None
1137,Larva Lad #1137,Normal,Normal,Eye Patch,Knitted Cap,None
1138,Larva Lad #1138,Normal,Normal,None,None,Cigarette
1139,Larva Lad #1139,Normal,Normal,Small Shades,Messy Hair,None
1140,Larva Lad #1140,Normal,Normal,None,Cap,None
1141,Larva Lad #1141,Normal,Smile,None,Beanie,None
1142,Larva Lad #1142,Normal,Smile,None,Wild Hair,Earring
1143,Larva Lad #1143,Normal,Smile,None,Police Cap,Earring
1144,Larva Lad #1144,Normal,Smile,None,None,Vape
1145,Larva Lad #1145,Normal,Smile,None,None,None
1146,Larva Lad #1146,Normal,Smile,Small Shades,Cowboy Hat,None
1147,Larva Lad #1147,Normal,Normal,None,None,None
1148,Larva Lad #1148,Normal,Normal,None,None,Vape
1149,Larva Lad #1149,Normal,Handlebars,None,None,None
1150,Larva Lad #1150,Normal,Normal,None,None,None
1151,Larva Lad #1151,Normal,Normal,None,Bandana,None
1152,Larva Lad #1152,Normal,Smile,None,Cap Forward,None
1153,Larva Lad #1153,Normal,Normal,None,None,Cigarette
1154,Larva Lad #1154,Normal,Frown,None,None,Vape
1155,Larva Lad #1155,Normal,Normal,None,None,None
1156,Larva Lad #1156,Normal,Normal,None,Bandana,None
1157,Larva Lad #1157,Normal,Frown,None,Knitted Cap,None
1158,Larva Lad #1158,Normal,Smile,Small Shades,None,Pipe
1159,Larva Lad #1159,Normal,Normal,VR,Fedora,None
1160,Larva Lad #1160,Normal,Normal,None,Wild Hair,Earring
1161,Larva Lad #1161,Normal,Smile,Classic Shades,None,None
1162,Larva Lad #1162,Normal,Normal,Small Shades,None,Earring
1163,Larva Lad #1163,Normal,Frown,None,Knitted Cap,None
1164,Larva Lad #1164,Normal,Frown,None,Wild Hair,None
1165,Larva Lad #1165,Normal,Frown,None,Cap Forward,None
1166,Larva Lad #1166,Normal,Normal,Regular Shades,None,None
1167,Larva Lad #1167,Normal,Smile,None,None,Cigarette
1168,Larva Lad #1168,Normal,Smile,None,None,Vape
1169,Larva Lad #1169,Normal,Smile,None,Wild Hair,None
1170,Larva Lad #1170,Normal,Normal,None,None,Cigarette
1171,Larva Lad #1171,Normal,Normal,VR,Do-rag,None
1172,Larva Lad #1172,Normal,Smile,Classic Shades,Do-rag,None
1173,Larva Lad #1173,Normal,Normal,Regular Shades,Bandana,None
1174,Larva Lad #1174,Normal,Handlebars,Regular Shades,Bandana,Cigarette
1175,Larva Lad #1175,Normal,Normal,None,Peak Spike,None
1176,Larva Lad #1176,Normal,Frown,Classic Shades,None,None
1177,Larva Lad #1177,Normal,Handlebars,Regular Shades,None,None
1178,Larva Lad #1178,Normal,Smile,Eye Patch,Messy Hair,Vape
1179,Larva Lad #1179,Normal,Normal,Horned Rim Glasses,Messy Hair,None
1180,Larva Lad #1180,Normal,Frown,None,None,Cigarette
1181,Larva Lad #1181,Normal,Handlebars,None,None,Pipe
1182,Larva Lad #1182,Normal,Smile,Eye Patch,Top Hat,None
1183,Larva Lad #1183,Normal,Normal,Eye Patch,None,None
1184,Larva Lad #1184,Normal,Frown,None,None,None
1185,Larva Lad #1185,Normal,Normal,VR,None,Cigarette
1186,Larva Lad #1186,Normal,Handlebars,None,Cap Forward,None
1187,Larva Lad #1187,Normal,Normal,Regular Shades,None,None
1188,Larva Lad #1188,Normal,Smile,Regular Shades,None,Vape
1189,Larva Lad #1189,Normal,Smile,Horned Rim Glasses,Cap,None
1190,Larva Lad #1190,Normal,Normal,None,Wild Hair,None
1191,Larva Lad #1191,Normal,Normal,Small Shades,None,None
1192,Larva Lad #1192,Normal,Normal,3D Glasses,None,None
1193,Larva Lad #1193,Normal,Normal,Regular Shades,Peak Spike,Pipe
1194,Larva Lad #1194,Normal,Normal,None,None,None
1195,Larva Lad #1195,Normal,Normal,VR,Top Hat,None
1196,Larva Lad #1196,Normal,Smile,Regular Shades,Peak Spike,None
1197,Larva Lad #1197,Normal,Normal,None,None,None
1198,Larva Lad #1198,Normal,Normal,None,Cap Forward,Vape
1199,Larva Lad #1199,Normal,Frown,Small Shades,Beanie,None
1200,Larva Lad #1200,Normal,Smile,None,Knitted Cap,Cigarette
1201,Larva Lad #1201,Normal,Smile,3D Glasses,None,None
1202,Larva Lad #1202,Normal,Normal,Small Shades,None,None
1203,Larva Lad #1203,Normal,Normal,None,Top Hat,None
1204,Larva Lad #1204,Normal,Smile,None,Cowboy Hat,None
1205,Larva Lad #1205,Normal,Normal,VR,Cowboy Hat,Pipe
1206,Larva Lad #1206,Normal,Smile,Regular Shades,Top Hat,Earring
1207,Larva Lad #1207,Normal,Normal,None,Beanie,None
1208,Larva Lad #1208,Normal,Frown,Eye Patch,Cowboy Hat,None
1209,Larva Lad #1209,Normal,Normal,Regular Shades,None,None
1210,Larva Lad #1210,Normal,Smile,None,None,None
1211,Larva Lad #1211,Normal,Normal,None,None,Cigarette
1212,Larva Lad #1212,Normal,Normal,Small Shades,Do-rag,None
1213,Larva Lad #1213,Normal,Normal,Classic Shades,Do-rag,None
1214,Larva Lad #1214,Normal,Frown,None,None,Cigarette
1215,Larva Lad #1215,Normal,Handlebars,None,None,Vape
1216,Larva Lad #1216,Normal,Smile,Small Shades,None,None
1217,Larva Lad #1217,Alien,Alien,None,Wild Hair,None
1218,Larva Lad #1218,Normal,Normal,Eye Patch,Police Cap,Pipe
1219,Larva Lad #1219,Normal,Normal,VR,Cap,Earring
1220,Larva Lad #1220,Normal,Normal,None,Cap,None
1221,Larva Lad #1221,Normal,Normal,None,Cap,None
1222,Larva Lad #1222,Normal,Smile,Classic Shades,Bandana,None
1223,Larva Lad #1223,Normal,Normal,Regular Shades,None,None
1224,Larva Lad #1224,Normal,Smile,Regular Shades,Peak Spike,Pipe
1225,Larva Lad #1225,Normal,Frown,Small Shades,Wild Hair,None
1226,Larva Lad #1226,Normal,Normal,Eye Patch,Peak Spike,Earring
1227,Larva Lad #1227,Normal,Normal,None,Do-rag,None
1228,Larva Lad #1228,Normal,Frown,None,None,None
1229,Larva Lad #1229,Normal,Smile,Eye Patch,Cowboy Hat,None
1230,Larva Lad #1230,Normal,Normal,None,None,Pipe
1231,Larva Lad #1231,Normal,Smile,None,Beanie,None
1232,Larva Lad #1232,Normal,Smile,3D Glasses,Knitted Cap,None
1233,Larva Lad #1233,Normal,Smile,Small Shades,None,Cigarette
1234,Larva Lad #1234,Normal,Normal,None,Top Hat,None
1235,Larva Lad #1235,Zombie,Zombie,Regular Shades,Messy Hair,Earring
1236,Larva Lad #1236,Normal,Normal,VR,Wild Hair,None
1237,Larva Lad #1237,Normal,Normal,None,None,None
1238,Larva Lad #1238,Ape,Ape,None,None,None
1239,Larva Lad #1239,Normal,Smile,None,Beanie,None
1240,Larva Lad #1240,Normal,Normal,Classic Shades,Messy Hair,Cigarette
1241,Larva Lad #1241,Normal,Smile,None,Fedora,Pipe
1242,Larva Lad #1242,Normal,Smile,Regular Shades,Knitted Cap,Cigarette
1243,Larva Lad #1243,Normal,Normal,None,None,Pipe
1244,Larva Lad #1244,Normal,Normal,Eye Patch,Do-rag,None
1245,Larva Lad #1245,Normal,Smile,Regular Shades,Knitted Cap,None
1246,Larva Lad #1246,Normal,Normal,VR,Beanie,None
1247,Larva Lad #1247,Normal,Normal,Regular Shades,Police Cap,None
1248,Larva Lad #1248,Normal,Smile,Regular Shades,None,None
1249,Larva Lad #1249,Normal,Normal,Classic Shades,None,None
1250,Larva Lad #1250,Normal,Smile,None,None,Pipe
1251,Larva Lad #1251,Normal,Normal,None,Do-rag,Earring
1252,Larva Lad #1252,Normal,Normal,None,Do-rag,None
1253,Larva Lad #1253,Normal,Smile,VR,Police Cap,None
1254,Larva Lad #1254,Normal,Handlebars,VR,None,None
1255,Larva Lad #1255,Normal,Smile,None,Cap Forward,Vape
1256,Larva Lad #1256,Normal,Normal,None,None,None
1257,Larva Lad #1257,Normal,Normal,None,Beanie,Earring
1258,Larva Lad #1258,Normal,Normal,VR,Police Cap,None
1259,Larva Lad #1259,Normal,Frown,VR,None,None
1260,Larva Lad #1260,Normal,Normal,Regular Shades,Fedora,Earring
1261,Larva Lad #1261,Normal,Normal,Eye Patch,None,Cigarette
1262,Larva Lad #1262,Normal,Smile,Eye Patch,Messy Hair,None
1263,Larva Lad #1263,Normal,Smile,Regular Shades,Wild Hair,Pipe
1264,Larva Lad #1264,Normal,Normal,None,Cap Forward,None
1265,Larva Lad #1265,Normal,Normal,Regular Shades,Do-rag,Cigarette
1266,Larva Lad #1266,Normal,Normal,None,None,Pipe
1267,Larva Lad #1267,Normal,Normal,None,Cowboy Hat,Cigarette
1268,Larva Lad #1268,Normal,Smile,Regular Shades,None,None
1269,Larva Lad #1269,Normal,Smile,Classic Shades,Do-rag,Cigarette
1270,Larva Lad #1270,Normal,Smile,3D Glasses,None,None
1271,Larva Lad #1271,Normal,Normal,None,Cap,None
1272,Larva Lad #1272,Normal,Handlebars,Eye Patch,None,Cigarette
1273,Larva Lad #1273,Normal,Normal,Regular Shades,Beanie,Earring
1274,Larva Lad #1274,Normal,Smile,VR,None,Earring
1275,Larva Lad #1275,Normal,Frown,Eye Patch,None,None
1276,Larva Lad #1276,Normal,Normal,Eye Patch,Messy Hair,Pipe
1277,Larva Lad #1277,Normal,Smile,None,None,None
1278,Larva Lad #1278,Normal,Normal,None,Cowboy Hat,None
1279,Larva Lad #1279,Normal,Smile,Regular Shades,None,Earring
1280,Larva Lad #1280,Normal,Normal,None,None,Cigarette
1281,Larva Lad #1281,Normal,Smile,Classic Shades,Cap Forward,Earring
1282,Larva Lad #1282,Normal,Normal,Small Shades,Wild Hair,Vape
1283,Larva Lad #1283,Normal,Smile,Eye Patch,None,None
1284,Larva Lad #1284,Normal,Smile,None,Top Hat,None
1285,Larva Lad #1285,Normal,Frown,None,Fedora,None
1286,Larva Lad #1286,Normal,Normal,Regular Shades,None,Vape
1287,Larva Lad #1287,Normal,Normal,3D Glasses,Bandana,None
1288,Larva Lad #1288,Normal,Frown,None,None,None
1289,Larva Lad #1289,Normal,Normal,None,None,None
1290,Larva Lad #1290,Normal,Handlebars,None,None,None
1291,Larva Lad #1291,Normal,Handlebars,VR,None,Vape
1292,Larva Lad #1292,Normal,Normal,Classic Shades,Beanie,None
1293,Larva Lad #1293,Normal,Smile,None,Do-rag,None
1294,Larva Lad #1294,Normal,Normal,None,None,None
1295,Larva Lad #1295,Normal,Smile,Eye Patch,None,None
1296,Larva Lad #1296,Normal,Smile,3D Glasses,Top Hat,None
1297,Larva Lad #1297,Normal,Normal,Regular Shades,Knitted Cap,Cigarette
1298,Larva Lad #1298,Normal,Normal,Small Shades,None,Pipe
1299,Larva Lad #1299,Normal,Normal,None,None,None
1300,Larva Lad #1300,Normal,Normal,None,None,None
1301,Larva Lad #1301,Zombie,Zombie,Classic Shades,None,Vape
1302,Larva Lad #1302,Normal,Normal,None,Bandana,Pipe
1303,Larva Lad #1303,Normal,Normal,None,Cap Forward,None
1304,Larva Lad #1304,Normal,Normal,None,Cowboy Hat,Pipe
1305,Larva Lad #1305,Normal,Smile,None,Police Cap,Earring
1306,Larva Lad #1306,Normal,Smile,None,None,Vape
1307,Larva Lad #1307,Normal,Handlebars,None,Fedora,Pipe
1308,Larva Lad #1308,Normal,Normal,3D Glasses,None,None
1309,Larva Lad #1309,Normal,Smile,None,None,Pipe
1310,Larva Lad #1310,Normal,Frown,Regular Shades,Beanie,None
1311,Larva Lad #1311,Normal,Normal,Regular Shades,None,Earring
1312,Larva Lad #1312,Normal,Normal,None,Police Cap,None
1313,Larva Lad #1313,Normal,Smile,VR,Peak Spike,None
1314,Larva Lad #1314,Normal,Normal,None,None,None
1315,Larva Lad #1315,Normal,Handlebars,Regular Shades,None,None
1316,Larva Lad #1316,Normal,Normal,3D Glasses,None,Earring
1317,Larva Lad #1317,Normal,Handlebars,None,Cap,None
1318,Larva Lad #1318,Normal,Frown,Regular Shades,Wild Hair,Pipe
1319,Larva Lad #1319,Normal,Normal,Horned Rim Glasses,None,None
1320,Larva Lad #1320,Normal,Normal,None,None,None
1321,Larva Lad #1321,Normal,Frown,Regular Shades,Do-rag,None
1322,Larva Lad #1322,Normal,Smile,None,Fedora,Vape
1323,Larva Lad #1323,Normal,Normal,None,Do-rag,Cigarette
1324,Larva Lad #1324,Normal,Normal,None,Messy Hair,None
1325,Larva Lad #1325,Normal,Normal,Classic Shades,Cap,None
1326,Larva Lad #1326,Normal,Normal,None,Top Hat,None
1327,Larva Lad #1327,Normal,Frown,Classic Shades,Knitted Cap,None
1328,Larva Lad #1328,Normal,Smile,None,Police Cap,Pipe
1329,Larva Lad #1329,Normal,Normal,Small Shades,Beanie,Pipe
1330,Larva Lad #1330,Normal,Normal,Horned Rim Glasses,Wild Hair,None
1331,Larva Lad #1331,Normal,Normal,None,Messy Hair,None
1332,Larva Lad #1332,Normal,Smile,None,Peak Spike,Pipe
1333,Larva Lad #1333,Normal,Smile,Classic Shades,None,None
1334,Larva Lad #1334,Normal,Smile,None,Bandana,None
1335,Larva Lad #1335,Normal,Smile,3D Glasses,Wild Hair,None
1336,Larva Lad #1336,Normal,Smile,Regular Shades,None,None
1337,Larva Lad #1337,Normal,Smile,None,Fedora,None
1338,Larva Lad #1338,Normal,Smile,None,None,None
1339,Larva Lad #1339,Normal,Normal,3D Glasses,None,Pipe
1340,Larva Lad #1340,Normal,Smile,Regular Shades,None,Pipe
1341,Larva Lad #1341,Normal,Normal,None,None,None
1342,Larva Lad #1342,Normal,Smile,None,None,None
1343,Larva Lad #1343,Normal,Normal,None,Police Cap,Cigarette
1344,Larva Lad #1344,Normal,Normal,None,Messy Hair,Cigarette
1345,Larva Lad #1345,Normal,Normal,VR,None,Earring
1346,Larva Lad #1346,Normal,Normal,None,Peak Spike,None
1347,Larva Lad #1347,Normal,Smile,Classic Shades,Knitted Cap,None
1348,Larva Lad #1348,Normal,Normal,Eye Patch,Cap,Vape
1349,Larva Lad #1349,Normal,Normal,None,Police Cap,None
1350,Larva Lad #1350,Normal,Frown,None,None,Cigarette
1351,Larva Lad #1351,Normal,Handlebars,Regular Shades,Cap Forward,Pipe
1352,Larva Lad #1352,Normal,Normal,None,Messy Hair,None
1353,Larva Lad #1353,Normal,Smile,Regular Shades,Do-rag,None
1354,Larva Lad #1354,Normal,Frown,None,Beanie,Cigarette
1355,Larva Lad #1355,Normal,Handlebars,None,None,None
1356,Larva Lad #1356,Normal,Smile,None,None,None
1357,Larva Lad #1357,Normal,Frown,None,None,Vape
1358,Larva Lad #1358,Normal,Frown,Eye Patch,None,Pipe
