TOKEN_ID,TOKEN_NAME,Special Edition,Trait Count,Color,Power Unit,Quantum Core,Right Sensor,Face,Apex,Sense Emulator,AUX,Torso,BG,Left Sensor,Hands,Matching Sets
6628,vogu #6628,,11,Cotton Candy,EMP Shields,Ongo,Core,Centurion,Emoji,Offender,,Tactical,Orange Gradient,Core,Beverage,1.5273704789833826
6629,vogu #6629,,10,Grape,Kouwei,Core,,Core,Emoji,Sticker,,Ongo,Ethan S. Brewerton,APS,Scheming,1.5273704789833826
6630,vogu #6630,,8,Grape,Kouwei,Core,Core,Jack,Centurion,,,Graphic Tee,Green Gradient,,,1.5273704789833826
6632,vogu #6632,,10,Nebula Red,Core,Centurion,Kouwei Vibes,Recon,Industrial Sensor,Core,,Tracksuit,Black Graphic,Infrared,,1.5273704789833826
6644,vogu #6644,,11,Nebula Red,Core,Patrician,Centurion,Field Agent,Emoji,Sticker,Bypass,Core,Orange Gradient,,Diamond,1.5273704789833826
6653,vogu #6653,,9,34 Tauri,Core,Core,,Recon,Emoji,Inhaler,,BDVXP,Orange Gradient,Infrared,,1.5273704789833826
6657,vogu #6657,,9,Nova Blue,EMP Shields,Runtime Meter,,EMO-LED,,Core,Bypass,Leather Jacket,Green Gradient,Core,,1.5273704789833826
6676,vogu #6676,,10,Neptune,Core,Ongo,,VRT,Industrial Sensor,Kouwei,Ally,PBJ,Black Graphic,Core,,1.5273704789833826
6679,vogu #6679,,8,Wrath,Centurion,Core,,Kouwei,Core,Inhaler,,Graphic Tee,Grey Day,,,1.5273704789833826
6688,vogu #6688,,10,Navy,EMP Shields,Centurion,Ongo,Tri-Focal ACS,Emoji,Sticker,,Core,Purple Gradient,Core,,1.5273704789833826
6706,vogu #6706,,10,Pulsar White,EMP Shields,Core,Core,Echelon-3,Range Finder,Inhaler,,PBJ,Black Graphic,APS,,1.5273704789833826
6710,vogu #6710,,8,Nebula Red,Core,Core,,Jack,Garsi,,,Tracksuit,Grey Gradient,Kouwei,,1.5273704789833826
6713,vogu #6713,,9,Snake,Centurion,Kouwei,Core,Graffiti,,Sticker,,Tracksuit,Purple Gradient,Core,,1.5273704789833826
6723,vogu #6723,,9,Snake,Kouwei,Core,Acoustic Array,EMO-LED,,Ongo,,Centurion,Blue Gradient,Core,,1.5273704789833826
6724,vogu #6724,,8,Titan,Centurion,Core,,Core,,Inhaler,Bypass,Leather Jacket,Grey Day,,,1.5273704789833826
6739,vogu #6739,,8,Echelon Grey,Core,Kouwei,,Core,Industrial Sensor,Extended Release,,Tourist,Blue Gradient,,,1.5273704789833826
6749,vogu #6749,,9,Nebula Red,Core,Runtime Meter,Kouwei,Core,Ongo,Inhaler,,Kimono,Green Gradient,,,1.5273704789833826
6757,vogu #6757,,9,Grape,Core,Core,,VRT,Strobe,Ongo,,Wind Breaker,Grey Day,Kouwei,,1.5273704789833826
6765,vogu #6765,,11,34 Tauri,Ongo,Core,Core,Vandalized,Centurion,Inhaler,Faction,BDVXP,Pink Gradient,,Red Cup,1.5273704789833826
6773,vogu #6773,,9,Nebula Red,Small Cell,Core,Rabbit,Field Agent,Emoji,Kouwei,,Core,Pink Gradient,,,1.5273704789833826
6777,vogu #6777,,9,Grape,EMP Shields,Core,,VRT,Emoji,Ongo,,Centurion,Grey Gradient,Core,,1.5273704789833826
6782,vogu #6782,,8,Grape,Core,Core,,VRT,Ongo,Inhaler,,Leather Jacket,Grey Day,,,1.5273704789833826
6790,vogu #6790,,10,Wrath,EMP Shields,Centurion,Core,VRT,Garsi,Kouwei,,Wind Breaker,Orange Gradient,Core,,1.5273704789833826
6793,vogu #6793,,9,Nebula Red,Extended Range,Core,Core,Graffiti,,Inhaler,,Kouwei,Green Gradient,Ongo,,1.5273704789833826
6798,vogu #6798,,8,Cotton Candy,Core,Core,,Centurion,,Inhaler,Bypass,Wind Breaker,Purple Gradient,,,1.5273704789833826
6811,vogu #6811,,10,Titan,Patrician,Core,APS,Robo Face,Garsi,,Faction,Centurion,Purple Gradient,Core,,1.5273704789833826
6823,vogu #6823,,10,Nebula Red,Core,Core,Ongo,Centurion,Echelon-3,Inhaler,,Graphic Tee,Grey Gradient,Rabbit,,1.5273704789833826
6824,vogu #6824,,11,Navy,Centurion,Ongo,Core,Courier,Garsi,Inhaler,,Wind Breaker,Green Gradient,Core,Beverage,1.5273704789833826
6831,vogu #6831,,9,Cotton Candy,Kouwei,Core,Cat,Centurion,Core,Offender,,Tracksuit,Blue Gradient,,,1.5273704789833826
6838,vogu #6838,,9,Nebula Red,Core,Core,APS,Field Agent,Emoji,Inhaler,,Kouwei,Pink Gradient,,,1.5273704789833826
6839,vogu #6839,,10,Nova Blue,Kouwei,Core,Acoustic Array,Echelon-3,Range Finder,Core,,Tactical,Grey Day,Infrared,,1.5273704789833826
684,vogu #684,,9,Snake,Patrician,Runtime Meter,Core,EMO-LED,,Core,,BDVXP,Ethan S. Brewerton,Kouwei,,1.5273704789833826
6843,vogu #6843,,10,Cotton Candy,Core,Centurion,Core,Vandalized,Industrial Sensor,Inhaler,,Graphic Tee,Pink Gradient,Ongo,,1.5273704789833826
6852,vogu #6852,,9,Cotton Candy,EMP Shields,Centurion,,ISO,Garsi,Offender,,Core,Green Gradient,Core,,1.5273704789833826
6856,vogu #6856,,9,Snake,Patrician,Core,,VRT,Emoji,Centurion,,Leather Jacket,Black Graphic,Core,,1.5273704789833826
6865,vogu #6865,,11,Nova Blue,Kouwei,Ongo,Centurion,Core,Trinity,Inhaler,Patrician,Tracksuit,Blue Gradient,Core,,1.5273704789833826
6887,vogu #6887,,11,34 Tauri,Ongo,Kouwei,Core,VRT,Industrial Sensor,Extended Release,Bypass,Kimono,Blue Gradient,Core,,1.5273704789833826
6894,vogu #6894,,9,Snake,EMP Shields,Core,,Ongo,Garsi,Kouwei,,Tracksuit,Blue Gradient,Core,,1.5273704789833826
6895,vogu #6895,,8,34 Tauri,Core,Runtime Meter,,EMO-LED,,Kouwei,,Leather Jacket,Tropical Virtual,Core,,1.5273704789833826
6900,vogu #6900,,10,Nova Blue,Kouwei,Centurion,Core,VRT,Emoji,,,Graphic Tee,Purple Gradient,Core,Double Fisting,1.5273704789833826
6916,vogu #6916,,9,Nova Blue,Core,Core,Rabbit,Centurion,Patrician,Kouwei,,Graphic Tee,Black Graphic,,,1.5273704789833826
6923,vogu #6923,,10,Nova Blue,Patrician,Core,,Kouwei,Garsi,Sticker,,Leather Jacket,Green Gradient,Core,Gadget,1.5273704789833826
6941,vogu #6941,,9,Pulsar White,Core,Patrician,,EMO-LED,,Kouwei,,Centurion,Orange Gradient,Core,Cards,1.5273704789833826
6951,vogu #6951,,10,Nebula Red,Kouwei,Core,Ongo,Field Agent,Trinity,Offender,,Graphic Tee,Orange Gradient,Core,,1.5273704789833826
6968,vogu #6968,,10,Grape,Patrician,Core,Acoustic Array,VRT,Industrial Sensor,Ongo,,Tactical,Black Graphic,Core,,1.5273704789833826
697,vogu #697,,8,Neptune,Core,Patrician,,EMO-LED,,Inhaler,,Core,Blue Gradient,Centurion,,1.5273704789833826
6979,vogu #6979,,10,Snake,Centurion,Runtime Meter,Core,VRT,Industrial Sensor,Sticker,,Graphic Tee,Green Gradient,Core,,1.5273704789833826
6983,vogu #6983,,9,Wrath,Core,Core,,VRT,Emoji,Ongo,,Tracksuit,Grey Day,Rabbit,,1.5273704789833826
70,vogu #70,,9,Navy,Centurion,Core,Core,EMO-LED,,Patrician,,Leather Jacket,Black Graphic,APS,,1.5273704789833826
7003,vogu #7003,,9,34 Tauri,Kouwei,Core,,Core,Centurion,Offender,,Graphic Tee,Orange Gradient,Rabbit,,1.5273704789833826
7008,vogu #7008,,7,Cotton Candy,Patrician,Runtime Meter,Core,EMO-LED,,,,Core,Pink Gradient,,,1.5273704789833826
7014,vogu #7014,,9,Nebula Red,Kouwei,Core,Core,Ongo,Centurion,Patrician,,Tracksuit,Blue Gradient,,,1.5273704789833826
7029,vogu #7029,,10,Neptune,Patrician,Core,Core,Courier,Garsi,Inhaler,Bypass,Tactical,Blue Gradient,,,1.5273704789833826
7032,vogu #7032,,9,Echelon Grey,Patrician,Core,Centurion,VRT,Echelon-3,V-THC,,Core,Purple Gradient,,,1.5273704789833826
7057,vogu #7057,,11,Navy,Patrician,Core,Core,Recon,Industrial Sensor,V-THC,,Graphic Tee,Grey Gradient,Kouwei,Betting Slips,1.5273704789833826
7068,vogu #7068,,10,Snake,Centurion,Kouwei,Core,Core,Industrial Sensor,Sticker,,Graphic Tee,Black Graphic,Ongo,,1.5273704789833826
707,vogu #707,,10,Grape,EMP Shields,Kouwei,Core,Ongo,Emoji,V-THC,,Graphic Tee,Orange Gradient,Core,,1.5273704789833826
7071,vogu #7071,,9,Nova Blue,Core,Core,Acoustic Array,Patrician,Centurion,Inhaler,,Wind Breaker,Black Graphic,,,1.5273704789833826
7076,vogu #7076,,10,Echelon Grey,Kouwei,Core,,VRT,Garsi,Extended Release,Bypass,Tracksuit,Grey Day,Core,,1.5273704789833826
7087,vogu #7087,,10,Pulsar White,Ongo,Core,Core,VRT,Industrial Sensor,Inhaler, USB V.0,Graphic Tee,Pink Gradient,,,1.5273704789833826
709,vogu #709,,10,Wrath,Core,Core,Cat,Courier,Centurion,Kouwei,,Graphic Tee,Purple Gradient,APS,,1.5273704789833826
7094,vogu #7094,,9,Echelon Grey,Core,Patrician,,Field Agent,Echelon-3,Kouwei,,Tracksuit,Pink Gradient,Core,,1.5273704789833826
7100,vogu #7100,,9,Wrath,Kouwei,Centurion,Core,EMO-LED,,Inhaler,,Graphic Tee,Black Graphic,Core,,1.5273704789833826
711,vogu #711,,10,Nova Blue,Extended Range,Runtime Meter,Core,Vandalized,Industrial Sensor,Inhaler,,Core,Pink Gradient,Kouwei,,1.5273704789833826
7114,vogu #7114,,10,Echelon Grey,Core,Runtime Meter,Core,Graffiti,,Inhaler,,Puff Jacket,Grey Gradient,Rabbit,Joint,1.5273704789833826
7116,vogu #7116,,10,Neptune,Ongo,Core,Acoustic Array,Core,Transmission,,,Kouwei,Purple Gradient,Centurion,Joint,1.5273704789833826
7117,vogu #7117,,9,Titan,Kouwei,Core,,Robo Face,Centurion,,Bypass,Wind Breaker,Blue Gradient,Core,,1.5273704789833826
7121,vogu #7121,,10,Grape,Patrician,Core,APS,Ongo,Echelon-3,Inhaler,,Centurion,Green Gradient,Core,,1.5273704789833826
7123,vogu #7123,,11,Snake,Patrician,Core,Core,Ongo,Echelon-3,Sticker,,Tracksuit,Blue Gradient,Infrared,Beverage,1.5273704789833826
7124,vogu #7124,,9,Nebula Red,Small Cell,Core,Core,EMO-LED,,Kouwei,,Wind Breaker,Pink Gradient,Infrared,,1.5273704789833826
7125,vogu #7125,,8,34 Tauri,Patrician,Core,Core,EMO-LED,,Offender,,Wind Breaker,Orange Gradient,,,1.5273704789833826
7132,vogu #7132,,10,Navy,Patrician,Core,Rabbit,VRT,Range Finder,Inhaler,,Wind Breaker,Orange Gradient,Core,,1.5273704789833826
7148,vogu #7148,,8,Neptune,Small Cell,Core,,VRT,Industrial Sensor,,,Sergeant,Grey Gradient,Core,,1.5273704789833826
7155,vogu #7155,,9,Neptune,Kouwei,Core,Core,Field Agent,Range Finder,Centurion,,Graphic Tee,Blue Gradient,,,1.5273704789833826
7156,vogu #7156,,9,34 Tauri,Core,Kouwei,Acoustic Array,Jack,Emoji,,,Tactical,Black Graphic,Core,,1.5273704789833826
7167,vogu #7167,,11,Neptune,Small Cell,Core,Rabbit,Patrician,Industrial Sensor,Inhaler,,Kouwei,Purple Gradient,Core,Diamond,1.5273704789833826
7184,vogu #7184,,11,Nova Blue,Centurion,Runtime Meter,Core,VRT,Garsi,Ongo, USB V.0,Kouwei,Blue Gradient,Core,,1.5273704789833826
7202,vogu #7202,,10,Echelon Grey,Core,Ongo,,VRT,Centurion,Inhaler,Kouwei,Wind Breaker,Grey Day,Core,,1.5273704789833826
7208,vogu #7208,,10,Cotton Candy,Ongo,Core,Cat,Patrician,Trinity,Kouwei,,Core,Black Graphic,Infrared,,1.5273704789833826
7213,vogu #7213,,9,Cotton Candy,Centurion,Patrician,Core,Core,,Kouwei,,Tracksuit,Pink Gradient,,Red Cup,1.5273704789833826
722,vogu #722,,9,Wrath,Kouwei,Core,,Field Agent,Ongo,Core,Faction,Leather Jacket,Grey Gradient,,,1.5273704789833826
7221,vogu #7221,,10,Snake,Centurion,Core,APS,Recon,Cutter,Inhaler,,Puff Jacket,Pink Gradient,Core,,1.5273704789833826
7222,vogu #7222,,10,Neptune,Core,Core,Rabbit,Kouwei,Industrial Sensor,Sticker,,BDVXP,Orange Gradient,Centurion,,1.5273704789833826
7224,vogu #7224,,9,Grape,Kouwei,Core,Centurion,EMO-LED,,Inhaler,,Leather Jacket,Ethan S. Brewerton,Core,,1.5273704789833826
7229,vogu #7229,,10,Grape,Patrician,Centurion,Core,Grigori,Echelon-3,Inhaler,,Core,Purple Gradient,,Betting Slips,1.5273704789833826
723,vogu #723,,10,Nova Blue,Extended Range,Patrician,Core,Courier,Industrial Sensor,Kouwei,,Core,Black Graphic,Infrared,,1.5273704789833826
7232,vogu #7232,,11,Grape,Extended Range,Patrician,Ongo,Core,Emoji,Inhaler,Kouwei,Centurion,Grey Gradient,Core,,1.5273704789833826
7236,vogu #7236,,10,Navy,Kouwei,Ongo,Core,Field Agent,Industrial Sensor,Extended Release,,Leather Jacket,Pink Gradient,Core,,1.5273704789833826
7240,vogu #7240,,9,Wrath,Core,Core,,Vandalized,Centurion,Inhaler,,Graphic Tee,Grey Gradient,Infrared,,1.5273704789833826
7243,vogu #7243,,10,Snake,Core,Core,Acoustic Array,Centurion,Emoji,Sticker,,Graphic Tee,Purple Gradient,Kouwei,,1.5273704789833826
7251,vogu #7251,,9,Titan,Core,Core,,Recon,Industrial Sensor,Inhaler,,Leather Jacket,Pink Gradient,Centurion,,1.5273704789833826
7255,vogu #7255,,9,Grape,Core,Core,Kouwei,Patrician,,Extended Release,,Wind Breaker,Pink Gradient,APS,,1.5273704789833826
7258,vogu #7258,,9,Grape,Small Cell,Core,Core,Echelon-3,,Inhaler,,Graphic Tee,Pink Gradient,Centurion,,1.5273704789833826
7277,vogu #7277,,9,Echelon Grey,Core,Patrician,Core,Courier,Emoji,Kouwei,,Leather Jacket,Black Graphic,,,1.5273704789833826
7278,vogu #7278,,9,Nebula Red,Core,Runtime Meter,Core,Recon,Emoji,Sticker,,TUX,Grey Day,,,1.5273704789833826
7283,vogu #7283,,9,Snake,Kouwei,Core,Core,Echelon-3,Emoji,Inhaler,,Monk,Blue Gradient,,,1.5273704789833826
7294,vogu #7294,,10,34 Tauri,Centurion,Core,Core,VRT,Ongo,Kouwei,,Tracksuit,Grey Day,Infrared,,1.5273704789833826
73,vogu #73,,9,Snake,Kouwei,Core,Core,EMO-LED,,Inhaler,,Wind Breaker,Purple Gradient,,Beverage,1.5273704789833826
7305,vogu #7305,,8,Nebula Red,Extended Range,Core,Core,EMO-LED,,Ongo,,Centurion,Grey Gradient,,,1.5273704789833826
7315,vogu #7315,,9,Nova Blue,Extended Range,Core,Kouwei,Core,Garsi,Extended Release,,TUX,Blue Gradient,,,1.5273704789833826
7317,vogu #7317,,9,Echelon Grey,Small Cell,Core,,Recon,Emoji,Inhaler,,Wind Breaker,Orange Gradient,Core,,1.5273704789833826
7318,vogu #7318,,10,Nebula Red,Centurion,Core,,Ongo,Patrician,Inhaler,Kouwei,Kimono,Blue Gradient,Core,,1.5273704789833826
7319,vogu #7319,,9,34 Tauri,Patrician,Core,Core,Ongo,Industrial Sensor,Kouwei,,Tactical,Grey Day,,,1.5273704789833826
7320,vogu #7320,,10,Echelon Grey,EMP Shields,Core,Centurion,Ongo,Emoji,Offender,,Puff Jacket,Grey Day,Core,,1.5273704789833826
7330,vogu #7330,,8,Echelon Grey,Extended Range,Centurion,Core,EMO-LED,,Core,,Monk,Black Graphic,,,1.5273704789833826
7340,vogu #7340,,10,Grape,Core,Patrician,Cat,Governor,Centurion,Core,,Captain,Blue Gradient,Infrared,,1.5273704789833826
7341,vogu #7341,,10,Pulsar White,Small Cell,Core,APS,Centurion,Industrial Sensor,Extended Release,,Core,Purple Gradient,Kouwei,,1.5273704789833826
7342,vogu #7342,,10,Wrath,Patrician,Core,Kouwei,Centurion,Cutter,Inhaler,,Leather Jacket,Blue Gradient,Core,,1.5273704789833826
7348,vogu #7348,,10,Pulsar White,Core,Core,Kouwei,Centurion,Range Finder,Inhaler,,Graphic Tee,Green Gradient,Infrared,,1.5273704789833826
7353,vogu #7353,,9,Grape,Core,Core,,VRT,Industrial Sensor,Inhaler,,Kouwei,Pink Gradient,Infrared,,1.5273704789833826
7362,vogu #7362,,10,Snake,Kouwei,Core,Core,VRT,Industrial Sensor,Ongo,,PBJ,Grey Gradient,APS,,1.5273704789833826
7365,vogu #7365,,11,34 Tauri,Kouwei,Core,APS,Core,Garsi,Sticker, USB V.0,Centurion,Pink Gradient,Ongo,,1.5273704789833826
7374,vogu #7374,,9,Navy,Core,Centurion,,Vandalized,Garsi,Inhaler,,Core,Green Gradient,Infrared,,1.5273704789833826
7382,vogu #7382,,9,Cotton Candy,Kouwei,Core,Acoustic Array,Core,Industrial Sensor,Extended Release,,Tactical,Black Graphic,,,1.5273704789833826
7389,vogu #7389,,8,Wrath,Kouwei,Centurion,Core,Graffiti,,Offender,,Core,Green Gradient,,,1.5273704789833826
7393,vogu #7393,,9,Pulsar White,EMP Shields,Ongo,APS,Core,Cutter,,,BDVXP,Purple Gradient,Core,,1.5273704789833826
740,vogu #740,,9,Titan,Core,Runtime Meter,,Field Agent,Cutter,Kouwei,,Core,Pink Gradient,Infrared,,1.5273704789833826
7400,vogu #7400,,10,Wrath,Patrician,Runtime Meter,Core,Ongo,Industrial Sensor,Extended Release,,Leather Jacket,Black Graphic,Core,,1.5273704789833826
7407,vogu #7407,,10,Pulsar White,Ongo,Core,Rabbit,Field Agent,Patrician,Kouwei,,Core,Orange Gradient,APS,,1.5273704789833826
741,vogu #741,,9,Nebula Red,Kouwei,Core,,VRT,Transmission,Inhaler,,PBJ,Blue Gradient,Core,,1.5273704789833826
7411,vogu #7411,,9,Grape,Core,Runtime Meter,Kouwei,Ongo,Strobe,Inhaler,,Core,Grey Day,,,1.5273704789833826
7424,vogu #7424,,9,Echelon Grey,Centurion,Core,Acoustic Array,Core,Emoji,Sticker,,Graphic Tee,Pink Gradient,,,1.5273704789833826
7427,vogu #7427,,9,Nova Blue,Extended Range,Core,Core,Ongo,Garsi,Inhaler,,Leather Jacket,Pink Gradient,,,1.5273704789833826
7429,vogu #7429,,10,Cotton Candy,Extended Range,Core,APS,Core,Garsi,Extended Release,,Tracksuit,Grey Day,Ongo,,1.5273704789833826
743,vogu #743,,10,Snake,Core,Core,Ongo,Jack,Industrial Sensor,,,BDVXP,Purple Gradient,Cat,Boba,1.5273704789833826
7435,vogu #7435,,9,Navy,Core,Kouwei,,Echelon-3,Emoji,Inhaler,,Tracksuit,Green Gradient,Core,,1.5273704789833826
7438,vogu #7438,,9,Titan,Kouwei,Core,Core,Ongo,Garsi,,Faction,Graphic Tee,Karen Jerzyk,,,1.5273704789833826
7447,vogu #7447,,9,Pulsar White,Core,Kouwei,Ongo,Echelon-3,Industrial Sensor,Core,,BDVXP,Blue Gradient,,,1.5273704789833826
7448,vogu #7448,,9,Snake,Ongo,Core,Core,Centurion,Kouwei,Inhaler,,Puff Jacket,Purple Gradient,,,1.5273704789833826
7450,vogu #7450,,10,Navy,Core,Ongo,APS,ISO,Strobe,Inhaler,,Tactical,Ethan S. Brewerton,Core,,1.5273704789833826
746,vogu #746,,9,Pulsar White,Patrician,Core,,Grigori,Industrial Sensor,V-THC,,PBJ,Purple Gradient,Core,,1.5273704789833826
7460,vogu #7460,,9,Grape,Ongo,Core,Core,Recon,Garsi,Extended Release,,Graphic Tee,Purple Gradient,,,1.5273704789833826
7474,vogu #7474,,10,Cotton Candy,Kouwei,Core,Core,Field Agent,Emoji,Offender,,Wind Breaker,Green Gradient,Infrared,,1.5273704789833826
7507,vogu #7507,,10,Echelon Grey,Kouwei,Core,APS,Centurion,Emoji,Inhaler,,Leather Jacket,Grey Gradient,Core,,1.5273704789833826
7515,vogu #7515,,8,Navy,Centurion,Core,,Core,Cutter,Kouwei,,Tracksuit,Orange Gradient,,,1.5273704789833826
7519,vogu #7519,,9,Nebula Red,Patrician,Ongo,,Core,Range Finder,Extended Release,,Centurion,Purple Gradient,Core,,1.5273704789833826
7531,vogu #7531,,10,34 Tauri,Core,Core,,Ongo,Industrial Sensor,Extended Release,Bypass,Tactical,Black Graphic,APS,,1.5273704789833826
7538,vogu #7538,,11,Titan,Kouwei,Core,Core,Centurion,Emoji,Inhaler,,Monk,Blue Gradient,Ongo,Double Fisting,1.5273704789833826
754,vogu #754,,9,Nebula Red,Core,Core,,Patrician,Garsi,Extended Release,,Graphic Tee,Black Graphic,Kouwei,,1.5273704789833826
7563,vogu #7563,,9,Snake,Core,Kouwei,,Core,Ongo,Extended Release,,PBJ,Black Graphic,Infrared,,1.5273704789833826
7585,vogu #7585,,10,Titan,Core,Core,Kouwei,Centurion,Ongo,Inhaler,,Graphic Tee,Grey Day,Rabbit,,1.5273704789833826
7594,vogu #7594,,10,Nebula Red,Kouwei,Core,Core,Field Agent,Centurion,Inhaler,,Ongo,Purple Gradient,,Zen,1.5273704789833826
7598,vogu #7598,,9,Cotton Candy,Extended Range,Core,,Recon,Centurion,,,Ongo,Purple Gradient,Core,Cards,1.5273704789833826
7601,vogu #7601,,9,34 Tauri,Small Cell,Core,,Centurion,Emoji,Kouwei,,Wind Breaker,Orange Gradient,Core,,1.5273704789833826
7604,vogu #7604,,9,Nova Blue,Core,Patrician,,VRT,Echelon-3,Inhaler,,Tactical,Purple Gradient,Core,,1.5273704789833826
7611,vogu #7611,,10,Navy,Centurion,Patrician,Core,Field Agent,Emoji,Core,,Wind Breaker,Pink Gradient,APS,,1.5273704789833826
7614,vogu #7614,,11,Snake,Extended Range,Core,Core,VRT,Emoji,Inhaler,Bypass,Leather Jacket,Purple Gradient,APS,,1.5273704789833826
7618,vogu #7618,,11,Neptune,Patrician,Core,Acoustic Array,Core,Industrial Sensor,Inhaler,Bypass,Graphic Tee,Orange Gradient,APS,,1.5273704789833826
7633,vogu #7633,,11,Grape,Core,Core,Ongo,EMO-LED,,Extended Release,Bypass,Kouwei,Pink Gradient,APS,Betting Slips,1.5273704789833826
7644,vogu #7644,,8,Wrath,Kouwei,Core,,EMO-LED,,Ongo,,Graphic Tee,Grey Gradient,Core,,1.5273704789833826
765,vogu #765,,8,Nebula Red,Kouwei,Runtime Meter,,Core,Centurion,,,Core,Pink Gradient,APS,,1.5273704789833826
7661,vogu #7661,,10,Pulsar White,Patrician,Core,Rabbit,Centurion,Range Finder,Inhaler,,Wind Breaker,Black Graphic,Core,,1.5273704789833826
7662,vogu #7662,,9,Nebula Red,Core,Runtime Meter,Core,Jack,Centurion,,,Monk,Orange Gradient,Ongo,,1.5273704789833826
7669,vogu #7669,,8,34 Tauri,Kouwei,Core,Core,EMO-LED,,Extended Release,,BDVXP,Blue Gradient,,,1.5273704789833826
7670,vogu #7670,,11,Nova Blue,Core,Core,Rabbit,ISO,Industrial Sensor,Inhaler,Faction,Wind Breaker,Black Graphic,Centurion,,1.5273704789833826
7671,vogu #7671,,10,Titan,Ongo,Core,Acoustic Array,VRT,Centurion,Inhaler,,Leather Jacket,Purple Gradient,Core,,1.5273704789833826
7679,vogu #7679,,9,Titan,Core,Core,Acoustic Array,Centurion,Industrial Sensor,,,Graphic Tee,Blue Gradient,APS,,1.5273704789833826
7680,vogu #7680,,9,Nebula Red,Patrician,Core,,ISO,Industrial Sensor,Centurion,Kouwei,Core,Blue Gradient,,,1.5273704789833826
7685,vogu #7685,,9,Navy,Ongo,Core,APS,EMO-LED,,Sticker,,Graphic Tee,Grey Day,Core,,1.5273704789833826
769,vogu #769,,10,Navy,Centurion,Runtime Meter,Core,Ongo,Echelon-3,Extended Release,,Tracksuit,Blue Gradient,Core,,1.5273704789833826
7692,vogu #7692,,9,Cotton Candy,Patrician,Core,Core,Kouwei,,Inhaler,,Wind Breaker,Green Gradient,Rabbit,,1.5273704789833826
7696,vogu #7696,,9,Echelon Grey,EMP Shields,Core,Core,EMO-LED,,Inhaler,,Puff Jacket,Pink Gradient,APS,,1.5273704789833826
770,vogu #770,,11,Echelon Grey,Core,Runtime Meter,Core,VRT,Centurion,Inhaler,Formula-V,Tactical,Grey Gradient,Infrared,,1.5273704789833826
7708,vogu #7708,,7,34 Tauri,Kouwei,Centurion,,Core,,Inhaler,,Core,Pink Gradient,,,1.5273704789833826
7715,vogu #7715,,9,Cotton Candy,Core,Kouwei,Core,VRT,Patrician,Offender,,Centurion,Grey Gradient,,,1.5273704789833826
7717,vogu #7717,,11,Snake,Core,Runtime Meter,Patrician,Core,Emoji,Kouwei,,Centurion,Ethan S. Brewerton,Rabbit,Zen,1.5273704789833826
772,vogu #772,,9,Snake,Kouwei,Core,,Centurion,Industrial Sensor,Extended Release,,Graphic Tee,Purple Gradient,Core,,1.5273704789833826
7725,vogu #7725,,9,Cotton Candy,Core,Core,Ongo,Graffiti,,Inhaler,Patrician,Kouwei,Grey Gradient,,,1.5273704789833826
7726,vogu #7726,,10,Grape,Core,Centurion,APS,Ongo,Industrial Sensor,Kouwei,,Patrician,Pink Gradient,Core,,1.5273704789833826
7736,vogu #7736,,11,Nebula Red,Centurion,Core,Core,Echelon-3,Strobe,Inhaler,Pride,Tracksuit,Green Gradient,APS,,1.5273704789833826
7747,vogu #7747,,10,34 Tauri,Core,Centurion,Cat,Grigori,Industrial Sensor,Inhaler,,Core,Green Gradient,,Cigarette,1.5273704789833826
775,vogu #775,,9,Nova Blue,Kouwei,Core,Acoustic Array,Centurion,Industrial Sensor,,,Tactical,Black Graphic,Core,,1.5273704789833826
7757,vogu #7757,,10,Grape,Patrician,Core,Acoustic Array,Core,Industrial Sensor,Ongo,,Tactical,Black Graphic,Rabbit,,1.5273704789833826
7764,vogu #7764,,10,Nebula Red,Small Cell,Core,Ongo,Core,Kouwei,Inhaler,,BDVXP,Pink Gradient,Centurion,,1.5273704789833826
7765,vogu #7765,,10,Titan,Core,Core,Centurion,Graffiti,,Kouwei,Faction,Graphic Tee,Orange Gradient,APS,,1.5273704789833826
7770,vogu #7770,,9,Neptune,Kouwei,Core,Acoustic Array,Core,Emoji,Inhaler,,Wind Breaker,Purple Gradient,,,1.5273704789833826
7771,vogu #7771,,9,Titan,Core,Kouwei,Core,ISO,Industrial Sensor,,,Soldier,Blue Gradient,Rabbit,,1.5273704789833826
7772,vogu #7772,,11,Snake,Kouwei,Ongo,Core,Grigori,Garsi,Centurion,,Tactical,Pink Gradient,Core,Ponies,1.5273704789833826
7774,vogu #7774,,9,Pulsar White,Core,Ongo,,Patrician,Garsi,Inhaler,,Graphic Tee,Orange Gradient,Core,,1.5273704789833826
779,vogu #779,,10,Neptune,Core,Core,Kouwei,VRT,Strobe,Inhaler,Bypass,Kimono,Pink Gradient,,,1.5273704789833826
791,vogu #791,,9,Snake,Core,Kouwei,,Field Agent,Industrial Sensor,Inhaler,,Leather Jacket,Green Gradient,Core,,1.5273704789833826
796,vogu #796,,10,Nebula Red,Patrician,Core,Ongo,VRT,Echelon-3,Kouwei,,Tactical,Green Gradient,Core,,1.5273704789833826
80,vogu #80,,9,Pulsar White,Core,Core,,Centurion,Strobe,Kouwei,,Wind Breaker,Orange Gradient,Ongo,,1.5273704789833826
814,vogu #814,,11,Pulsar White,Patrician,Core,Core,Centurion,Industrial Sensor,Ongo,Trans,Monk,Grey Day,Rabbit,,1.5273704789833826
