TOKEN_ID,TOKEN_NAME,1/1,Skin,Background,Cloth,Mouth,Eyes,Hats
2864,Chubby Kaiju #2864-2864,None,Money Orange,Uncommon,Formal Suit,Teeth,Suspicious,HighTop
2865,Chubby Kaiju #2865-2865,None,Money Orange,Epic,Fish,Bubblegum,Puke,Kappa
2866,Chubby Kaiju #2866-2866,None,Power Yellow,Common,K,Joke,Friendly,Birthday
2867,Chubby Kaiju #2867-2867,None,Money Orange,Rare,Fancy,Clown,AlmostCry,Villager
2868,Chubby Kaiju #2868-2868,None,Money RainBow,Common,Shirt Tie,Confident,Dizzy,Unicorn
2869,Chubby Kaiju #2869-2869,None,Music Green,Epic,Soldier,Bubblegum,Beauty,Crocket Hat
2870,Chubby Kaiju #2870-2870,None,Power Yellow,Common,Sweater,Confident,Dizzy,Yarmulke
2871,Chubby Kaiju #2871-2871,None,Power Yellow,Rare,Clown,Clown,Sunglasses,Artist
2872,Chubby Kaiju #2872-2872,None,Power Yellow,Common,Shirt,Joke,Friendly,Birthday
2873,Chubby Kaiju #2873-2873,None,Money RainBow,Common,Nerdy,Meh,Lazy,Halo
2874,Chubby Kaiju #2874-2874,None,Money Orange,Rare,Fancy,Clown,Pirate,Kong Hat
2875,Chubby Kaiju #2875-2875,None,Music Red,Uncommon,SOS Sweater,Teeth,SuperLazy,Kids
2876,Chubby Kaiju #2876-2876,None,Power Yellow,Uncommon,Casual,Confuse,Suspicious,Baseball Cap
2877,Chubby Kaiju #2877-2877,None,Power Black,Uncommon,Bathroom,Upset,Suspicious,Leprechaun
2878,Chubby Kaiju #2878-2878,None,Power Wolf,Common,Shirt Tie,Meh,Dizzy,Halo
2879,Chubby Kaiju #2879-2879,None,Power Black,Uncommon,Bathroom,Confuse,Puke,HighTop
2880,Chubby Kaiju #2880-2880,None,Music Green,Epic,Morie,Beard God,Puke,Kappa
2881,Chubby Kaiju #2881-2881,None,Power Yellow,SOS,Morie Boss,Fish,Rainbow Glasses,SOS Cap
2882,Chubby Kaiju #2882-2882,None,Music Green,Uncommon,Construction Vest,Upset,Puke,Kids
2883,Chubby Kaiju #2883-2883,None,Power Yellow,Rare,Bearish,Rainbow,Sunglasses,Octopus
2884,Chubby Kaiju #2884-2884,None,Money RainBow,Rare,Hoodie,Greedy,Bandit,Arrow
2885,Chubby Kaiju #2885-2885,None,Power Black,Uncommon,Construction Vest,Throw Up,Puke,Baseball Cap
2886,Chubby Kaiju #2886-2886,None,Music Green,Uncommon,Construction Vest,Throw Up,Puke,Bowhat
2887,Chubby Kaiju #2887-2887,None,Money RainBow,Common,Football,Meh,Curious,Birthday
2888,Chubby Kaiju #2888-2888,None,Power Black,Rare,YO,Greedy,Pirate,Cowboy
2889,Chubby Kaiju #2889-2889,None,Music Red,Rare,Tuxedo,SmokingPipe,Derp,Greek
2890,Chubby Kaiju #2890-2890,None,Power Yellow,Epic,Racer,Bird,Derp,Circuit Board
2891,Chubby Kaiju #2891,None,Money Teal,SOS,Morie Lord,SOS Covid Mask,Dragonball,SOS Cap
2892,Chubby Kaiju #2892-2892,None,Power Wolf,Common,Nerdy,Angry,Lazy,Birthday
2893,Chubby Kaiju #2893-2893,None,Money Teal,Uncommon,SOS Gold Sweater,Upset,Sad,Baseball Cap
2894,Chubby Kaiju #2894-2894,None,Music Green,Common,Shirt,Normal,Guilty,Vacation
2895,Chubby Kaiju #2895-2895,None,Music Green,Uncommon,Casual,Upset,Sad,IceCream
2896,Chubby Kaiju #2896-2896,None,Music Red,Uncommon,Graduation,Tongue,Puke,Military
2897,Chubby Kaiju #2897-2897,None,Power Wolf,Rare,Bearish,SmokingPipe,Bandit,Safety Helmet
2898,Chubby Kaiju #2898-2898,None,Money Orange,Common,Football,Angry,Friendly,Red Cap
2899,Chubby Kaiju #2899-2899,None,Money Teal,Uncommon,Chinese,Teeth,Sad,Round Hat
2900,Chubby Kaiju #2900-2900,None,Music Gold,Common,K,Confident,Curious,Halo
2901,Chubby Kaiju #2901-2901,None,Money RainBow,Rare,Super Soldier,Greedy,AlmostCry,Kong Hat
2902,Chubby Kaiju #2902-2902,None,Power Black,Common,Polo,Joke,Angry,Womans Turban
2903,Chubby Kaiju #2903-2903,None,Power Wolf,Epic,Fish,Bubblegum,Puke,Pirate
2904,Chubby Kaiju #2904-2904,None,Power Black,Common,Shirt Tie,Normal,Angry,Beanie
2905,Chubby Kaiju #2905-2905,None,Power Black,Common,Polo,Angry,Dizzy,Halo
2906,Chubby Kaiju #2906-2906,None,Money Teal,Uncommon,Formal Suit,Confuse,Tears,IceCream
2907,Chubby Kaiju #2907-2907,None,Power Wolf,Uncommon,Chinese,Teeth,SuperLazy,Kids
2908,Chubby Kaiju #2908-2908,None,Power Black,Common,TankTop,Angry,Curious,Clown Hair
2909,Chubby Kaiju #2909-2909,None,Power Black,Uncommon,Formal Suit,Throw Up,SuperLazy,HighTop
2910,Chubby Kaiju #2910-2910,None,Power Wolf,Common,Tshirt,Confident,Curious,Womans Turban
2911,Chubby Kaiju #2911-2911,None,Money Teal,Epic,Racer,Bird,Flame,Circuit Board
2912,Chubby Kaiju #2912-2912,None,Money RainBow,Epic,Morie,Beard God,Puke,Crocket Hat
2913,Chubby Kaiju #2913-2913,None,Power Black,Common,Tshirt,Confident,Friendly,Birthday
2914,Chubby Kaiju #2914-2914,None,Music Gold,Common,Tshirt,Angry,Curious,Unicorn
2915,Chubby Kaiju #2915-2915,None,Music Green,Uncommon,Flannel,Teeth,Suspicious,Baseball Cap
2916,Chubby Kaiju #2916-2916,None,Power Wolf,Uncommon,Bathroom,Tongue,Sad,Baseball Cap
2917,Chubby Kaiju #2917-2917,None,Music Red,Common,Polo,Sad,Lazy,Beanie
2918,Chubby Kaiju #2918-2918,None,Music Green,Common,Shirt Tie,Angry,Guilty,Womans Turban
2919,Chubby Kaiju #2919-2919,None,Money Orange,Common,Shirt Tie,Normal,Dizzy,Beanie
2920,Chubby Kaiju #2920-2920,None,Power Wolf,Epic,Frog Suit,Flame,Cyclopes,Pirate
2921,Chubby Kaiju #2921-2921,None,Money Orange,Common,TankTop,Confident,Friendly,Unicorn
2922,Chubby Kaiju #2922-2922,None,Music Red,Rare,YO,Gangster,AlmostCry,Graduation
2923,Chubby Kaiju #2923-2923,None,Money Teal,Rare,Fancy,SmokingPipe,Derp,Chonmage
2924,Chubby Kaiju #2924-2924,None,Money Teal,Uncommon,Formal Suit,Upset,Puke,Kids
2925,Chubby Kaiju #2925-2925,None,Music Red,Common,K,Confident,Guilty,Unicorn
2926,Chubby Kaiju #2926-2926,None,Music Green,Common,Polo,Meh,Friendly,Birthday
2927,Chubby Kaiju #2927-2927,None,Power Black,SOS,Armor,SOS Covid Mask,Dragonball,Pirate
2928,Chubby Kaiju #2928-2928,None,Money Teal,Rare,Seal Suit,Clown,Bandit,Sleep Hat
2929,Chubby Kaiju #2929-2929,None,Money Teal,Uncommon,Formal Suit,Confuse,Suspicious,Leprechaun
2930,Chubby Kaiju #2930-2930,None,Music Red,Common,K,Meh,Friendly,Birthday
2931,Chubby Kaiju #2931-2931,None,Money Teal,Uncommon,SOS Gold Sweater,Confuse,Suspicious,Bowhat
2932,Chubby Kaiju #2932-2932,None,Music Green,Uncommon,SOS Sweater,Upset,Tears,Beret Hat
2933,Chubby Kaiju #2933-2933,None,Music Green,Common,Arab,Sad,Dizzy,Farmer
2934,Chubby Kaiju #2934-2934,None,Music Gold,Common,Nerdy,Sad,Angry,Red Cap
2935,Chubby Kaiju #2935-2935,None,Music Red,Common,Tshirt,Normal,Lazy,Clown Hair
2936,Chubby Kaiju #2936-2936,None,Music Green,Common,Nerdy,Sad,Curious,Clown Hair
2937,Chubby Kaiju #2937-2937,None,Music Green,Common,K,Sad,Lazy,Clown Hair
2938,Chubby Kaiju #2938-2938,None,Money Teal,SOS,Tentacles,Robot,SOS Glasses,Astronaut
2939,Chubby Kaiju #2939-2939,None,Money Teal,Uncommon,SOS Gold Sweater,Confuse,Tears,Beret Hat
2940,Chubby Kaiju #2940-2940,None,Music Gold,Common,Football,Angry,Curious,Vacation
2941,Chubby Kaiju #2941-2941,None,Music Green,Uncommon,Formal Suit,Tongue,Tears,Bowhat
2942,Chubby Kaiju #2942-2942,None,Money Orange,Rare,Purple Lover,Clown,Bandit,Graduation
2943,Chubby Kaiju #2943-2943,None,Power Yellow,Rare,Bearish,Gangster,AlmostCry,Wizard Hat
2944,Chubby Kaiju #2944-2944,None,Power Yellow,Uncommon,Formal Suit,Throw Up,Puke,Leprechaun
2945,Chubby Kaiju #2945-2945,None,Power Yellow,Common,Arab,Normal,Lazy,Clown Hair
2946,Chubby Kaiju #2946-2946,None,Music Green,SOS,Dragon,Fish,SOS Gold Glasses,Cool Crown
2947,Chubby Kaiju #2947-2947,None,Music Green,Epic,Penguin Suit,Beard God,Cyclopes,Kappa
2948,Chubby Kaiju #2948-2948,None,Music Green,Common,Arab,Confident,Dizzy,Bath
2949,Chubby Kaiju #2949,None,Money RainBow,Epic,Frog Suit,Bubblegum,Beauty,Roman Helmet
2950,Chubby Kaiju #2950-2950,None,Music Red,Rare,Winter,SmokingPipe,Sunglasses,Artist
2951,Chubby Kaiju #2951-2951,None,Music Red,Common,K,Meh,Curious,Vacation
2952,Chubby Kaiju #2952-2952,None,Money Orange,Common,Football,Normal,Lazy,Halo
2953,Chubby Kaiju #2953-2953,None,Music Red,Common,Shirt,Normal,Lazy,Vacation
2954,Chubby Kaiju #2954-2954,None,Money RainBow,SOS,Dragon,Fish,Future Cyclopes,Brain Glass
2955,Chubby Kaiju #2955-2955,None,Power Wolf,Epic,Greece,Flame,Dragonball,Crocket Hat
2956,Chubby Kaiju #2956-2956,None,Power Black,Rare,Super Soldier,Greedy,Terrifying,Safety Helmet
2957,Chubby Kaiju #2957-2957,None,Power Black,Common,K,Confident,Dizzy,Womans Turban
2958,Chubby Kaiju #2958-2958,None,Power Black,Rare,Sheriff,Gangster,Terrifying,Octopus
2959,Chubby Kaiju #2959-2959,None,Music Green,Uncommon,Formal Suit,Throw Up,SuperLazy,HighTop
2960,Chubby Kaiju #2960-2960,None,Power Black,Common,Sweater,Joke,Guilty,Birthday
2961,Chubby Kaiju #2961-2961,None,Power Yellow,Rare,Purple Lover,Rainbow,AlmostCry,Graduation
2962,Chubby Kaiju #2962-2962,None,Music Red,Common,K,Normal,Lazy,Red Cap
2963,Chubby Kaiju #2963-2963,None,Music Red,Common,Nerdy,Joke,Friendly,Red Cap
2964,Chubby Kaiju #2964-2964,None,Power Yellow,Epic,Greece,Bubblegum,Dragonball,Pirate
2965,Chubby Kaiju #2965-2965,None,Power Black,Common,Polo,Normal,Lazy,Clown Hair
2966,Chubby Kaiju #2966-2966,None,Power Wolf,Uncommon,SOS Gold Sweater,Confuse,SuperLazy,Baseball Cap
2967,Chubby Kaiju #2967-2967,None,Power Black,Common,Tshirt,Sad,Guilty,Beanie
2968,Chubby Kaiju #2968-2968,None,Music Green,SOS,Dracula,Fish,Future Cyclopes,Cool Crown
2969,Chubby Kaiju #2969-2969,None,Music Green,Rare,Seal Suit,Gangster,Terrifying,Detective
2970,Chubby Kaiju #2970-2970,None,Music Green,Uncommon,Flannel,Throw Up,Purple Eye,Kids
2971,Chubby Kaiju #2971-2971,None,Music Green,Common,Tshirt,Joke,Angry,Birthday
2972,Chubby Kaiju #2972-2972,None,Power Black,Uncommon,SOS Sweater,Confuse,Purple Eye,Chef
2973,Chubby Kaiju #2973-2973,None,Power Black,Uncommon,SOS Gold Sweater,Teeth,Puke,Military
2974,Chubby Kaiju #2974-2974,None,Music Red,Common,Shirt,Joke,Angry,Beanie
2975,Chubby Kaiju #2975-2975,None,Money Teal,Rare,Bubble Bomber,SmokingPipe,Bandit,Artist
2976,Chubby Kaiju #2976-2976,None,Music Green,Uncommon,Flannel,Throw Up,Suspicious,Kids
2977,Chubby Kaiju #2977-2977,None,Music Gold,Uncommon,Flannel,Teeth,Tears,Baseball Cap
2978,Chubby Kaiju #2978-2978,None,Money Orange,Common,Shirt Tie,Meh,Dizzy,Vacation
2979,Chubby Kaiju #2979-2979,None,Power Yellow,Uncommon,Chinese,Confuse,Sad,HighTop
2980,Chubby Kaiju #2980-2980,None,Money Teal,Common,Football,Confident,Friendly,Bath
2981,Chubby Kaiju #2981-2981,None,Money Teal,Common,Polo,Angry,Angry,Clown Hair
2982,Chubby Kaiju #2982-2982,None,Power Yellow,Rare,Clown,Greedy,Bandit,Safety Helmet
2983,Chubby Kaiju #2983-2983,None,Music Red,Common,Shirt,Meh,Friendly,Birthday
2984,Chubby Kaiju #2984-2984,None,Money RainBow,Uncommon,Bathroom,Teeth,Puke,Military
2985,Chubby Kaiju #2985-2985,None,Music Red,Uncommon,Chinese,Tongue,Purple Eye,Bowhat
2986,Chubby Kaiju #2986-2986,None,Money Orange,Common,Nerdy,Normal,Dizzy,Red Cap
2987,Chubby Kaiju #2987-2987,None,Money RainBow,Rare,Super Soldier,Gangster,Sunglasses,Cowboy
2988,Chubby Kaiju #2988-2988,None,Power Yellow,Uncommon,Casual,Upset,Puke,Military
2989,Chubby Kaiju #2989-2989,None,Power Black,Rare,Bubble Bomber,SmokingPipe,Sunglasses,Villager
2990,Chubby Kaiju #2990-2990,None,Money Teal,Common,Shirt Tie,Confident,Angry,Clown Hair
2991,Chubby Kaiju #2991-2991,None,Music Red,SOS,Armor,SOS Gold Covid Mask,Dragonball,Brain Glass
2992,Chubby Kaiju #2992-2992,None,Music Red,Common,Shirt Tie,Confident,Dizzy,Bath
2993,Chubby Kaiju #2993-2993,None,Music Gold,Common,Polo,Meh,Curious,Beanie
2994,Chubby Kaiju #2994-2994,None,Money Teal,Common,Shirt Tie,Angry,Lazy,Clown Hair
2995,Chubby Kaiju #2995-2995,None,Music Gold,SOS,Ninja,Fish,Dragonball,SOS Siren
2996,Chubby Kaiju #2996-2996,None,Power Black,Epic,Fish,Bird,Beauty,Pirate
2997,Chubby Kaiju #2997-2997,None,Money Orange,Common,Sweater,Sad,Curious,Farmer
2998,Chubby Kaiju #2998-2998,None,Money RainBow,Rare,Seal Suit,Clown,Sunglasses,Chonmage
2999,Chubby Kaiju #2999-2999,None,Power Black,Common,Tshirt,Angry,Curious,Bath
3000,Chubby Kaiju #3000-3000,None,Money Teal,Common,Shirt Tie,Confident,Lazy,Vacation
3001,Chubby Kaiju #3001-3001,None,Music Gold,Rare,Super Soldier,Clown,Terrifying,Arrow
3002,Chubby Kaiju #3002-3002,None,Money Teal,Common,Football,Angry,Friendly,Farmer
3003,Chubby Kaiju #3003-3003,None,Power Black,Uncommon,Graduation,Teeth,Tears,IceCream
3004,Chubby Kaiju #3004-3004,None,Music Red,Uncommon,Construction Vest,Tongue,SuperLazy,Kids
3005,Chubby Kaiju #3005-3005,None,Power Yellow,Uncommon,Formal Suit,Tongue,SuperLazy,Baseball Cap
3006,Chubby Kaiju #3006-3006,None,Money Teal,Uncommon,Chinese,Confuse,Purple Eye,Beret Hat
3007,Chubby Kaiju #3007-3007,None,Money Teal,Rare,Bearish,Clown,Bandit,Villager
3008,Chubby Kaiju #3008-3008,None,Money Orange,Common,Sweater,Meh,Angry,Clown Hair
3009,Chubby Kaiju #3009-3009,None,Power Black,Uncommon,Flannel,Throw Up,Tears,Beret Hat
3010,Chubby Kaiju #3010-3010,None,Money Teal,Common,Shirt,Joke,Lazy,Bath
3011,Chubby Kaiju #3011-3011,None,Power Yellow,Common,Football,Sad,Lazy,Farmer
3012,Chubby Kaiju #3012-3012,None,Money Orange,Common,Arab,Meh,Guilty,Clown Hair
3013,Chubby Kaiju #3013-3013,None,Money Teal,Uncommon,Casual,Tongue,SuperLazy,Leprechaun
3014,Chubby Kaiju #3014-3014,None,Power Yellow,Rare,YO,Clown,Bandit,Wizard Hat
3015,Chubby Kaiju #3015-3015,None,Money Teal,Uncommon,Formal Suit,Tongue,Purple Eye,Baseball Cap
3016,Chubby Kaiju #3016-3016,None,Music Green,Common,Nerdy,Joke,Dizzy,Womans Turban
3017,Chubby Kaiju #3017-3017,None,Money Orange,Rare,Clown,SmokingPipe,Terrifying,Artist
3018,Chubby Kaiju #3018-3018,None,Music Green,Uncommon,Bathroom,Tongue,Sad,IceCream
3019,Chubby Kaiju #3019-3019,None,Music Red,Common,Arab,Meh,Lazy,Unicorn
3020,Chubby Kaiju #3020-3020,None,Music Green,Rare,Sheriff,Clown,Pirate,Graduation
3021,Chubby Kaiju #3021-3021,None,Music Green,Common,Football,Confident,Dizzy,Vacation
3022,Chubby Kaiju #3022-3022,None,Money Orange,Rare,Purple Lover,Rainbow,Pirate,Arrow
3023,Chubby Kaiju #3023-3023,None,Money Orange,Common,Shirt Tie,Meh,Guilty,Vacation
3024,Chubby Kaiju #3024-3024,None,Power Yellow,Common,K,Confident,Guilty,Clown Hair
3025,Chubby Kaiju #3025-3025,None,Power Black,Uncommon,SOS Sweater,Upset,SuperLazy,Bowhat
3026,Chubby Kaiju #3026-3026,None,Power Wolf,Common,Arab,Confident,Dizzy,Womans Turban
3027,Chubby Kaiju #3027-3027,None,Money Orange,Uncommon,Construction Vest,Throw Up,Puke,Round Hat
3028,Chubby Kaiju #3028-3028,None,Power Wolf,Uncommon,Graduation,Confuse,Sad,Chef
3029,Chubby Kaiju #3029-3029,None,Power Yellow,Epic,Soldier,Bubblegum,Flame,Pirate
3030,Chubby Kaiju #3030-3030,None,Power Yellow,Rare,Clown,Rainbow,Pirate,Detective
3031,Chubby Kaiju #3031-3031,None,Money Teal,Uncommon,SOS Sweater,Confuse,Purple Eye,Bowhat
3032,Chubby Kaiju #3032-3032,None,Money RainBow,Uncommon,Bathroom,Upset,Purple Eye,Military
3033,Chubby Kaiju #3033-3033,None,Money RainBow,Common,Polo,Angry,Friendly,Bath
3034,Chubby Kaiju #3034-3034,None,Money Teal,Uncommon,Chinese,Teeth,Puke,IceCream
3035,Chubby Kaiju #3035-3035,None,Music Green,SOS,Armor,SOS Gold Covid Mask,SOS Gold Glasses,Brain Glass
3036,Chubby Kaiju #3036-3036,None,Power Yellow,Uncommon,Construction Vest,Upset,Puke,Chef
3037,Chubby Kaiju #3037-3037,None,Money Orange,Uncommon,Chinese,Confuse,Suspicious,Beret Hat
3038,Chubby Kaiju #3038-3038,None,Money Teal,Uncommon,Construction Vest,Teeth,Purple Eye,Beret Hat
3039,Chubby Kaiju #3039-3039,None,Money Orange,Common,Arab,Angry,Friendly,Red Cap
3040,Chubby Kaiju #3040-3040,None,Music Gold,Common,Shirt Tie,Joke,Friendly,Vacation
3041,Chubby Kaiju #3041-3041,None,Power Yellow,Common,Nerdy,Sad,Curious,Red Cap
3042,Chubby Kaiju #3042-3042,None,Music Green,Rare,Super Soldier,Greedy,Pirate,Cowboy
3043,Chubby Kaiju #3043-3043,None,Money RainBow,Uncommon,Construction Vest,Confuse,SuperLazy,Military
3044,Chubby Kaiju #3044-3044,None,Power Yellow,Uncommon,Construction Vest,Upset,Purple Eye,Chef
3045,Chubby Kaiju #3045-3045,None,Power Yellow,Uncommon,Flannel,Confuse,Tears,Beret Hat
3046,Chubby Kaiju #3046-3046,None,Music Red,Uncommon,SOS Sweater,Tongue,Sad,Leprechaun
3047,Chubby Kaiju #3047-3047,None,Power Wolf,Uncommon,Bathroom,Confuse,SuperLazy,Bowhat
3048,Chubby Kaiju #3048-3048,None,Power Wolf,Uncommon,SOS Gold Sweater,Confuse,Puke,Beret Hat
3049,Chubby Kaiju #3049-3049,None,Money Orange,SOS,Armor,Robot,SOS Glasses,Electricity
3050,Chubby Kaiju #3050-3050,None,Music Gold,Common,Nerdy,Normal,Angry,Halo
3051,Chubby Kaiju #3051-3051,None,Money Orange,Common,Shirt,Meh,Angry,Red Cap
3052,Chubby Kaiju #3052-3052,None,Money Orange,Common,Arab,Normal,Angry,Red Cap
3053,Chubby Kaiju #3053-3053,None,Music Red,Uncommon,SOS Gold Sweater,Upset,Purple Eye,Baseball Cap
3054,Chubby Kaiju #3054-3054,None,Money Orange,Uncommon,Formal Suit,Upset,SuperLazy,Baseball Cap
3055,Chubby Kaiju #3055-3055,None,Music Red,SOS,Burger,Fish,Future Cyclopes,Brain Glass
3056,Chubby Kaiju #3056-3056,None,Power Yellow,Common,Tshirt,Sad,Dizzy,Red Cap
3057,Chubby Kaiju #3057-3057,None,Music Green,Uncommon,Flannel,Teeth,SuperLazy,IceCream
3058,Chubby Kaiju #3058-3058,None,Money Orange,Common,Polo,Joke,Guilty,Red Cap
3059,Chubby Kaiju #3059-3059,None,Money RainBow,Common,Nerdy,Confident,Guilty,Beanie
3060,Chubby Kaiju #3060-3060,None,Music Red,Common,Arab,Normal,Curious,Beanie
3061,Chubby Kaiju #3061-3061,None,Music Green,Uncommon,Chinese,Tongue,Purple Eye,Kids
3062,Chubby Kaiju #3062-3062,None,Power Yellow,Rare,Super Soldier,SmokingPipe,Sunglasses,Sleep Hat
3063,Chubby Kaiju #3063-3063,None,Money Teal,Rare,Clown,Gangster,Terrifying,Sleep Hat
3064,Chubby Kaiju #3064-3064,None,Music Red,Rare,Super Soldier,Greedy,Terrifying,Wizard Hat
3065,Chubby Kaiju #3065-3065,None,Money Teal,Common,K,Sad,Guilty,Unicorn
3066,Chubby Kaiju #3066-3066,None,Money Orange,Common,Shirt,Confident,Angry,Unicorn
3067,Chubby Kaiju #3067-3067,None,Money Orange,Common,Sweater,Joke,Lazy,Halo
3068,Chubby Kaiju #3068-3068,None,Power Yellow,Common,Nerdy,Confident,Friendly,Bath
3069,Chubby Kaiju #3069-3069,None,Power Wolf,Uncommon,Bathroom,Teeth,Suspicious,Baseball Cap
3070,Chubby Kaiju #3070-3070,None,Power Yellow,Uncommon,Formal Suit,Teeth,Tears,Military
3071,Chubby Kaiju #3071-3071,None,Money RainBow,Uncommon,Casual,Tongue,Sad,Kids
3072,Chubby Kaiju #3072-3072,None,Music Red,Rare,Clown,Clown,Pirate,Safety Helmet
3073,Chubby Kaiju #3073-3073,None,Power Black,SOS,Burger,Robot,Future Cyclopes,Astronaut
3074,Chubby Kaiju #3074-3074,None,Money RainBow,Common,Tshirt,Confident,Dizzy,Bath
3075,Chubby Kaiju #3075-3075,None,Power Wolf,Uncommon,SOS Gold Sweater,Tongue,Puke,IceCream
3076,Chubby Kaiju #3076-3076,None,Power Yellow,Uncommon,SOS Gold Sweater,Tongue,SuperLazy,HighTop
3077,Chubby Kaiju #3077-3077,None,Money Orange,Common,Shirt,Meh,Angry,Beanie
3078,Chubby Kaiju #3078-3078,None,Music Gold,Uncommon,Flannel,Confuse,Purple Eye,Round Hat
3079,Chubby Kaiju #3079-3079,None,Music Green,Uncommon,Construction Vest,Throw Up,SuperLazy,Baseball Cap
3080,Chubby Kaiju #3080-3080,None,Power Black,SOS,Morie Boss,SOS Gold Covid Mask,SOS Glasses,Cool Crown
3081,Chubby Kaiju #3081-3081,None,Money Teal,Common,Shirt,Angry,Dizzy,Red Cap
3082,Chubby Kaiju #3082-3082,None,Music Green,Rare,YO,Greedy,Pirate,Sleep Hat
3083,Chubby Kaiju #3083-3083,None,Music Green,Common,Shirt,Normal,Curious,Bath
3084,Chubby Kaiju #3084-3084,None,Music Green,Common,Tshirt,Joke,Lazy,Vacation
3085,Chubby Kaiju #3085-3085,None,Music Gold,Uncommon,Construction Vest,Throw Up,Purple Eye,Round Hat
3086,Chubby Kaiju #3086-3086,None,Money Orange,Uncommon,Casual,Confuse,Purple Eye,Military
3087,Chubby Kaiju #3087-3087,None,Power Black,Common,Polo,Angry,Lazy,Birthday
3088,Chubby Kaiju #3088-3088,None,Power Black,Common,TankTop,Meh,Lazy,Vacation
3089,Chubby Kaiju #3089-3089,None,Money Teal,Uncommon,Chinese,Throw Up,Tears,Leprechaun
3090,Chubby Kaiju #3090-3090,None,Money RainBow,Uncommon,Flannel,Throw Up,Suspicious,HighTop
3091,Chubby Kaiju #3091-3091,None,Money Teal,Common,Tshirt,Confident,Guilty,Unicorn
3092,Chubby Kaiju #3092-3092,None,Power Wolf,Common,Polo,Meh,Guilty,Birthday
3093,Chubby Kaiju #3093-3093,None,Power Black,Common,Shirt Tie,Angry,Guilty,Bath
3094,Chubby Kaiju #3094-3094,None,Money Teal,Uncommon,Chinese,Teeth,Purple Eye,Beret Hat
3095,Chubby Kaiju #3095,None,Music Red,SOS,Dragon,SOS Covid Mask,Dragonball,Astronaut
3096,Chubby Kaiju #3096-3096,None,Money Orange,Rare,Seal Suit,SmokingPipe,Sunglasses,Safety Helmet
3097,Chubby Kaiju #3097-3097,None,Music Gold,Common,Polo,Meh,Lazy,Unicorn
3098,Chubby Kaiju #3098-3098,None,Money Orange,Rare,Purple Lover,Greedy,Pirate,Cowboy
3099,Chubby Kaiju #3099-3099,None,Money Orange,Common,Tshirt,Angry,Curious,Yarmulke
3100,Chubby Kaiju #3100-3100,None,Music Gold,Rare,Bubble Bomber,Greedy,Sunglasses,Sleep Hat
3101,Chubby Kaiju #3101-3101,None,Power Yellow,Uncommon,SOS Sweater,Throw Up,Purple Eye,Chef
3102,Chubby Kaiju #3102-3102,None,Money Orange,Common,Nerdy,Joke,Dizzy,Beanie
3103,Chubby Kaiju #3103-3103,None,Money Orange,Rare,Seal Suit,SmokingPipe,Derp,Safety Helmet
3104,Chubby Kaiju #3104-3104,None,Music Red,Common,Arab,Meh,Curious,Bath
3105,Chubby Kaiju #3105-3105,None,Music Green,Uncommon,SOS Gold Sweater,Teeth,Suspicious,Baseball Cap
3106,Chubby Kaiju #3106-3106,None,Music Red,Common,Polo,Joke,Lazy,Birthday
3107,Chubby Kaiju #3107-3107,None,Money RainBow,Common,Shirt,Meh,Angry,Unicorn
3108,Chubby Kaiju #3108-3108,None,Music Red,Uncommon,Formal Suit,Upset,Puke,Kids
3109,Chubby Kaiju #3109-3109,None,Music Gold,SOS,Dragon,Fish,SOS Gold Glasses,SOS Cap
3110,Chubby Kaiju #3110-3110,None,Power Yellow,Epic,Morie Gang,Bubblegum,Beauty,Roman Helmet
3111,Chubby Kaiju #3111-3111,None,Music Green,Common,Polo,Confident,Curious,Unicorn
3112,Chubby Kaiju #3112-3112,None,Power Yellow,Uncommon,Formal Suit,Upset,Suspicious,Leprechaun
3113,Chubby Kaiju #3113-3113,None,Music Red,Epic,Soldier,Flame,Beauty,Bunny Ears
3114,Chubby Kaiju #3114-3114,None,Music Gold,Common,Polo,Confident,Guilty,Birthday
3115,Chubby Kaiju #3115-3115,None,Money Teal,Common,Shirt Tie,Normal,Friendly,Birthday
3116,Chubby Kaiju #3116-3116,None,Money Teal,Uncommon,SOS Sweater,Upset,Suspicious,Baseball Cap
3117,Chubby Kaiju #3117-3117,None,Music Gold,Uncommon,Bathroom,Teeth,Suspicious,IceCream
3118,Chubby Kaiju #3118-3118,None,Money Orange,Uncommon,Construction Vest,Upset,Purple Eye,Military
3119,Chubby Kaiju #3119-3119,None,Money Orange,Uncommon,Graduation,Confuse,Suspicious,Military
3120,Chubby Kaiju #3120-3120,None,Power Yellow,Common,Polo,Angry,Guilty,Yarmulke
3121,Chubby Kaiju #3121-3121,None,Power Wolf,Uncommon,Flannel,Tongue,Suspicious,Kids
3122,Chubby Kaiju #3122-3122,None,Power Wolf,Epic,Frog Suit,Bubblegum,Flame,Circuit Board
3123,Chubby Kaiju #3123-3123,None,Money Orange,Common,Arab,Meh,Friendly,Beanie
3124,Chubby Kaiju #3124-3124,None,Music Red,Common,Arab,Joke,Dizzy,Farmer
3125,Chubby Kaiju #3125-3125,None,Power Yellow,SOS,Morie Boss,SOS Gold Covid Mask,Future Cyclopes,SOS Siren
3126,Chubby Kaiju #3126-3126,None,Music Red,Common,Tshirt,Sad,Curious,Halo
3127,Chubby Kaiju #3127-3127,None,Power Black,SOS,Morie Boss,SOS Covid Mask,Dragonball,Electricity
