TOKEN_ID,TOKEN_NAME,Background,Fur,Mouth,Eyes,Clothes,Hat,Power,Speed,Cuteness,Intelligence,Total skills
855,Panda #855,Banana,Black,Bamboo,Green Iris,Hawaiian,Lotus Flower,42,52,97,47,238
856,Panda #856,Lavender,DMT,Rose,3D,Leather Jacket,Samurai,42,95,36,67,240
857,Panda #857,Cotton Candy,Purple,Happy,Blue Iris,Superpanda,Squid,73,6,18,58,155
858,Panda #858,Cerulean,Red,Pai Mei,Hypno,Hawaiian,Koi,18,2,52,36,108
859,Panda #859,Banana,DMT,Trumpet,Demonic,Demon Wings,Black Conical,80,24,84,85,273
860,Panda #860,Banana,Galaxy,Death Whistle,Demonic,Gold Necklace,Blue Beanie,62,83,81,61,287
861,Panda #861,Dawn,Black,Neutral,Green Iris,Royal,Gold Laurel Wreath,82,81,31,52,246
862,Panda #862,Vaporwave,Camo,Trumpet,Glasses,Yin Yang Necklace,Wizard,58,43,9,44,154
863,Panda #863,Cerulean,Brown,Bamboo,Thug Life,Yin Yang Necklace,Black Conical,40,31,74,51,196
864,Panda #864,Cerulean,Purple,Sad,Blue Iris,Blue Tuxedo,Koi,76,28,26,54,184
865,Panda #865,Banana,Pink,Neutral,Glasses,Leather Jacket,Red Beanie,16,40,73,74,203
866,Panda #866,Lime,Rainbow,Happy,Orange Iris,Night's Watch,Bamboo Conical,25,88,43,37,193
867,Panda #867,Cerulean,Pink,Pyro,Thug Life,Yellow Tuxedo,Blue Beanie,19,77,47,81,224
868,Panda #868,Azure,Brown,Surgical Mask,Glasses,Red Tuxedo,Bamboo Conical,9,1,28,87,125
869,Panda #869,Lime,Pink,Happy,Red Noun,Pirate,Blue Paper Crown,2,9,12,27,50
870,Panda #870,Cerulean,Black,Trumpet,Gradient Noun,Black Hoodie,Blue Beanie,31,54,47,16,148
871,Panda #871,Cerulean,Black,Neutral,Demonic,Kimono,Unicorn,83,70,44,15,212
872,Panda #872,Goodmorning,Brown,Bamboo,Superpanda,Koi Tattoo,Blue Beanie,37,50,24,46,157
873,Panda #873,Banana,Pink,Pink Gum,Orange Iris,Holographic Jacket,Squid,5,24,47,23,99
874,Panda #874,Lime,Gold,gm,Cyborg Laser,Blue Bandana,Black Conical,93,0,40,34,167
875,Panda #875,Goodnight,Silver,gm,Green Iris,Shakespear,Koi,10,49,47,47,153
876,Panda #876,Cerulean,Red,Party Horn Yellow,Monocle,Kimono,Blue Paper Crown,3,64,24,86,177
877,Panda #877,Banana,Purple,Banana,Blue Laser,Santa,Halo,32,16,14,9,71
878,Panda #878,Teal,Brown,Rose,Blue Iris,Gold Necklace,Blue Beanie,78,37,7,17,139
879,Panda #879,Lavender,Galaxy,Bamboo,Pink Shutter,Red Tuxedo,Bun,31,87,9,75,202
880,Panda #880,Lime,Pink,Happy,Hearts,Vampire,Red Beanie,69,16,88,73,246
881,Panda #881,Lime,Purple,Bamboo,Hearts,Yin Yang Necklace,Pink Partyhat,52,77,73,70,272
882,Panda #882,Banana,Silver,Pyro,Green Shutter,Yellow Tuxedo,Jester,76,41,31,40,188
883,Panda #883,Lime,Brown,Pink Gum,Blue Iris,Yin Yang Necklace,Purple Paper Crown,58,81,80,14,233
884,Panda #884,Cerulean,Purple,Bamboo,Superpanda,Gold Necklace,Laurel Wreath,26,34,29,89,178
885,Panda #885,Vaporwave,Brown,Party Horn Red,Blue Iris,Blue Tuxedo,Santa,60,32,76,30,198
886,Panda #886,Cotton Candy,Galaxy,Surgical Mask,Orange Iris,Prisoner,Halo,95,48,28,38,209
887,Panda #887,Banana,Brown,Blue Gum,Orange Iris,Pirate,Laurel Wreath,86,2,25,62,175
888,Panda #888,Banana,Pink,Pizza,Pink Shutter,Gold Necklace,Jester,2,64,55,88,209
889,Panda #889,Cerulean,Black,Neutral,Blue Iris,Pirate,Bamboo Conical,53,98,24,24,199
890,Panda #890,Lavender,Black,Pink Gum,Blindfold,Blue Tuxedo,Blue Beanie,42,4,46,91,183
891,Panda #891,Dawn,Purple,Surgical Mask,3D,Vampire,Bun,88,41,79,76,284
892,Panda #892,Teal,Black,Sad,Red Laser,Red Tuxedo,Blue Beanie,14,68,85,90,257
893,Panda #893,Cotton Candy,Black,Neutral,Cyborg,Greek Toga,Squid,98,85,52,0,235
894,Panda #894,Neon Green,Black,Neutral,Blue Iris,Pink Tuxedo,Squid,27,5,22,98,152
895,Panda #895,Banana,Rainbow,Pai Mei,Green Iris,Yin Yang Necklace,Santa,20,94,35,67,216
896,Panda #896,Banana,Blue,Party Horn Red,Green Iris,Blue Tuxedo,Lotus Flower,89,61,34,68,252
897,Panda #897,Teal,Blue,Pai Mei,Anime,Yin Yang Necklace,Bun,92,57,7,87,243
898,Panda #898,Banana,Black,Evil Cigarette,Glasses,Blue Hoodie,Bamboo Conical,56,35,21,18,130
899,Panda #899,Teal,Silver,Evil Cigarette,Gradient Noun,Blue Tuxedo,Red Beanie,23,9,82,21,135
900,Panda #900,Lime,Black,Neutral,Green Iris,Greek Toga,Blue Paper Crown,22,4,37,57,120
901,Panda #901,Azure,Black,Gold Grill,Hypno,Hawaiian,Red Beanie,9,34,72,18,133
902,Panda #902,Lime,Albino,Blue Gum,Glasses,Hawaiian,Bun,78,14,83,22,197
903,Panda #903,Teal,Black,Blue Gum,Sad,Yin Yang Necklace,Bun,60,14,98,3,175
904,Panda #904,Cerulean,Black,Trumpet,Cyber,Joker,Bun,91,56,59,54,260
905,Panda #905,Banana,Black,Pink Gum,Orange Iris,Samurai,Earth Dragon,61,33,78,36,208
906,Panda #906,Neon Green,Red,Neutral,Bitcoin,Yin Yang Necklace,Kitsune,61,33,41,82,217
907,Panda #907,Banana,Brown,Rose,Monocle,Koi Tattoo,Kitsune,85,79,55,44,263
908,Panda #908,Lavender,Silver,Happy,Green Iris,Panda Necklace,Jester,43,26,71,61,201
909,Panda #909,Teal,Camo,Party Horn Yellow,Thug Life,Yin Yang Necklace,Baby Panda,26,44,22,43,135
910,Panda #910,Lavender,Brown,Joint,Glasses,Prisoner,Purple Paper Crown,35,38,3,70,146
911,Panda #911,Cerulean,Purple,Vampire,Blue Iris,Red Tuxedo,Kitsune,79,13,88,40,220
912,Panda #912,Lavender,Brown,Neutral,Blue Iris,Black Hoodie,Lotus Flower,4,83,35,11,133
913,Panda #913,Banana,Red,Party Horn Yellow,Blindfold,Kimono,Jester,57,43,3,80,183
914,Panda #914,Lavender,Brown,Pink Gum,Green Iris,Leather Jacket,Kitsune,98,57,85,9,249
915,Panda #915,Banana,Purple,Banana,Anime,Red Tuxedo,Wizard,93,10,89,84,276
916,Panda #916,Cerulean,Blue,Mad,Hearts,Koi Tattoo,Bamboo Conical,97,35,10,93,235
917,Panda #917,Lime,Silver,Surgical Mask,Superpanda,Prisoner,Earth Dragon,29,91,8,56,184
918,Panda #918,Banana,Albino,Surgical Mask,Thug Life,Vampire,Kitsune,96,87,39,12,234
919,Panda #919,Teal,Pink,Joint,Eyepatch,Panda Necklace,Wizard,55,17,5,90,167
920,Panda #920,Goodmorning,Black,gm,Cyborg Laser,Pirate,Pink Paper Crown,28,36,91,88,243
921,Panda #921,Cerulean,Brown,Pyro,Hearts,Royal,Blue Beanie,8,8,84,45,145
922,Panda #922,Banana,DMT,Pyro,Glasses,Night's Watch,Silver Crown,100,5,45,2,152
923,Panda #923,Teal,Black,Evil Cigarette,Vaporwave,Red Bandana,Red Beanie,37,37,39,18,131
924,Panda #924,Lavender,Brown,Pink Gum,Orange Iris,Red Bandana,Red Beanie,71,63,15,45,194
925,Panda #925,Lavender,Mermaid,Neutral,Green Iris,Koi Tattoo,Kitsune,100,14,12,80,206
926,Panda #926,Lime,Black,Bamboo,Blue Iris,Koi Tattoo,Bamboo Conical,25,45,42,6,118
927,Panda #927,Cerulean,Pink,Vampire,Orange Iris,Yin Yang Necklace,Bamboo Conical,81,50,43,73,247
928,Panda #928,Banana,Black,Party Horn Red,Orange Iris,Angel Wings,Blue Partyhat,78,51,8,78,215
929,Panda #929,Cerulean,Gold,Happy,Thug Life,Angel Wings,Laurel Wreath,58,79,23,86,246
930,Panda #930,Cerulean,Rainbow,Death Whistle,Mad,Koi Tattoo,Gold Crown,99,90,73,17,279
931,Panda #931,Teal,Brown,Ninja Mask,Hypno,Blue Bandana,Blue Partyhat,90,30,5,58,183
932,Panda #932,Lime,Red,Trumpet,Sad,Leather Jacket,Squid,26,13,95,22,156
933,Panda #933,Azure,Brown,Vampire,Glasses,Blue Bandana,Bamboo Conical,67,91,14,88,260
934,Panda #934,Cerulean,Red,Neutral,Glasses,Demon Wings,Red Beanie,73,99,69,63,304
935,Panda #935,Teal,Black,Sad,Orange Iris,Kimono,Bamboo Conical,26,1,75,19,121
936,Panda #936,Lavender,Brown,Rose,Blue Iris,Kimono,Kitsune,37,45,13,99,194
937,Panda #937,Cerulean,Black,Neutral,Blindfold,Kimono,Halo,23,50,37,51,161
938,Panda #938,Violet,Black,Party Horn Yellow,Thug Life,Joker,Lotus Flower,71,16,70,5,162
939,Panda #939,Banana,Red,Surgical Mask,Orange Iris,Kimono,Bun,84,27,5,57,173
940,Panda #940,Cerulean,Silver,Cigarette,Orange Iris,Superpanda,Squid,3,94,77,29,203
941,Panda #941,Lime,Black,Cigarette,Red Noun,Prisoner,Wizard,98,45,1,39,183
942,Panda #942,Coral,Pink,Party Horn Red,Green Shutter,Blue Bandana,Squid,99,72,50,51,272
943,Panda #943,Cerulean,Black,Mad,Blue Laser,Blue Bandana,Earth Dragon,68,94,2,82,246
944,Panda #944,Banana,Albino,Rose,Eyepatch,Night's Watch,Bamboo Conical,70,63,85,35,253
945,Panda #945,Cerulean,Pink,Pai Mei,Sad,Red Tuxedo,Red Beanie,77,4,61,8,150
946,Panda #946,Banana,Mermaid,Sad,Glasses,Koi Tattoo,Samurai,68,51,30,44,193
947,Panda #947,Lavender,Black,Neutral,Blue Iris,Vampire,Blue Partyhat,30,22,89,63,204
948,Panda #948,Lavender,Rainbow,Banana,Cyber,Blue Hoodie,Red Beanie,32,94,38,28,192
949,Panda #949,Lavender,Pink,gm,3D,Hawaiian,Lotus Flower,5,97,20,38,160
950,Panda #950,Lime,DMT,Trumpet,Gradient Noun,Yellow Tuxedo,Bamboo Conical,24,64,46,94,228
951,Panda #951,Goodnight,Brown,Mad,Blue Iris,Black Tuxedo,King's Crown,51,29,10,57,147
952,Panda #952,Teal,Black,Neutral,Blue Iris,Blue Bandana,Halo,98,21,14,73,206
953,Panda #953,Teal,Red,Happy,Mad,Gold Necklace,Lotus Flower,85,72,8,46,211
954,Panda #954,Banana,Red,Neutral,Anime,Holographic Jacket,Squid,94,78,99,82,353
955,Panda #955,Banana,Purple,Pink Gum,Hypno,Yellow Tuxedo,Koi,39,73,59,59,230
956,Panda #956,Lavender,Camo,Neutral,Bitcoin,Red Bandana,Red Beanie,64,5,25,26,120
957,Panda #957,Cerulean,Red,Banana,Hearts,Hawaiian,Baby Panda,100,31,11,14,156
958,Panda #958,Banana,Purple,Ninja Mask,Anime,Gold Necklace,Red Beanie,49,1,17,48,115
959,Panda #959,Cerulean,Brown,Party Horn Yellow,Blue Iris,Red Tuxedo,Squid,73,48,3,4,128
960,Panda #960,Lime,Camo,Party Horn Red,Sad,Blue Bandana,King's Crown,71,45,33,35,184
961,Panda #961,Violet,Black,Joint,Bitcoin,Hawaiian,Lotus Flower,40,51,90,83,264
962,Panda #962,Teal,Brown,Vampire,Sad,Blue Tuxedo,Blue Beanie,7,31,10,44,92
963,Panda #963,Violet,Mermaid,Surgical Mask,Vaporwave,Blue Bandana,Blue Beanie,84,64,5,41,194
964,Panda #964,Cerulean,Rainbow,Neutral,Glasses,Blue Tuxedo,Laurel Wreath,90,7,94,23,214
965,Panda #965,Lavender,Black,Mad,Bitcoin,Wizard Robe,Wizard,89,39,21,9,158
966,Panda #966,Coral,Black,Neutral,Orange Iris,Red Hoodie,Baby Panda,97,94,95,71,357
967,Panda #967,Lime,Black,Pyro,Red Laser,Pink Tuxedo,Black Conical,80,68,3,46,197
968,Panda #968,Azure,Pink,Bamboo,Blue Iris,Samurai,Bun,88,53,57,64,262
969,Panda #969,Banana,Purple,Party Horn Red,Green Iris,Pink Tuxedo,Laurel Wreath,11,91,95,91,288
970,Panda #970,Cerulean,Purple,Happy,Jester,Leather Jacket,Bun,90,75,23,96,284
971,Panda #971,Lime,Black,Bamboo,Mad,Blue Hoodie,Santa,78,71,89,46,284
972,Panda #972,Neon Green,Mermaid,Ninja Mask,Blindfold,Pirate,Red Beanie,2,10,87,43,142
973,Panda #973,Lime,Camo,Pizza,Blue Iris,Hawaiian,Red Beanie,83,54,40,91,268
974,Panda #974,Cerulean,Black,Neutral,Blindfold,Night's Watch,Bun,86,74,0,57,217
975,Panda #975,Violet,Black,Pink Gum,Green Iris,Panda Necklace,Gold Crown,30,1,59,72,162
976,Panda #976,Lime,Red,Neutral,Hypno,Prisoner,Red Beanie,84,45,85,58,272
977,Panda #977,Cerulean,Pink,Ninja Mask,Orange Iris,Leather Jacket,Santa,25,2,63,30,120
978,Panda #978,Neon Green,Black,Neutral,Hearts,Greek Toga,Koi,12,46,67,57,182
979,Panda #979,Cerulean,Black,Trumpet,Holy,Prisoner,King's Crown,46,43,77,99,265
980,Panda #980,Teal,Black,Bamboo,Green Shutter,Prisoner,Baby Panda,36,39,80,79,234
981,Panda #981,Teal,Galaxy,Mad,Orange Iris,Blue Bandana,Bamboo Conical,76,47,16,50,189
982,Panda #982,Banana,Blue,Death Whistle,Jester,Red Hoodie,Bun,51,21,57,75,204
983,Panda #983,Lime,Purple,Jester,Anime,Blue Bandana,Blue Beanie,85,53,71,23,232
984,Panda #984,Neon Green,Brown,Pai Mei,Green Iris,Hawaiian,Baby Panda,95,86,97,48,326
985,Panda #985,Banana,Purple,Rose,Red Noun,Blue Tuxedo,Gold Laurel Wreath,21,96,18,36,171
986,Panda #986,Lavender,Brown,Blue Gum,Thug Life,Koi Tattoo,King's Crown,2,78,40,2,122
987,Panda #987,Coral,Black,Surgical Mask,Green Iris,Koi Tattoo,Bamboo Conical,57,44,99,11,211
988,Panda #988,Teal,Black,Happy,Bitcoin,Shakespear,Wizard,86,99,25,90,300
989,Panda #989,Azure,Blue,Surgical Mask,Sad,Hawaiian,Bun,59,97,34,14,204
990,Panda #990,Teal,Brown,Party Horn Yellow,Hearts,Yin Yang Necklace,Baby Panda,96,81,56,55,288
991,Panda #991,Cerulean,Black,Mad,Mad,Blue Hoodie,Bun,75,84,63,7,229
992,Panda #992,Cerulean,Black,Trumpet,Red Laser,Red Hoodie,Koi,44,25,31,2,102
993,Panda #993,Neon Green,Blue,gm,Monocle,Pirate,Koi,81,3,19,29,132
994,Panda #994,Teal,Galaxy,Neutral,Orange Iris,Red Bandana,Earth Dragon,72,80,97,20,269
995,Panda #995,Goodmorning,Purple,Pyro,Jester,Yin Yang Necklace,Laurel Wreath,25,30,12,100,167
996,Panda #996,Cerulean,Black,Joint,Monocle,Blue Bandana,Red Beanie,83,68,87,18,256
997,Panda #997,Lime,Black,Party Horn Red,Green Iris,Black Tuxedo,Baby Panda,25,32,70,1,128
998,Panda #998,Banana,Black,Rose,Superpanda,Panda Necklace,Nogitsune,53,81,49,91,274
999,Panda #999,Banana,Red,Banana,Mad,Hawaiian,Gold Laurel Wreath,84,1,77,95,257
1000,Panda #1000,Coral,Blue,Pizza,Blue Laser,Blue Bandana,Blue Beanie,98,31,96,16,241
1001,Panda #1001,Cerulean,Blue,Pink Gum,Blue Iris,Black Tuxedo,Blue Partyhat,19,11,41,43,114
1002,Panda #1002,Lime,Silver,Neutral,Green Iris,Gold Necklace,Baby Panda,77,100,62,7,246
1003,Panda #1003,Cerulean,Brown,Party Horn Yellow,Orange Iris,Wizard Robe,Celestial Dragon,87,56,15,40,198
1004,Panda #1004,Banana,Blue,Pizza,Red Noun,Blue Bandana,Bun,23,50,16,48,137
1005,Panda #1005,Lavender,Purple,Surgical Mask,Eyepatch,Vampire,Bun,54,52,9,39,154
1006,Panda #1006,Cerulean,Mermaid,Surgical Mask,Eyepatch,Yellow Tuxedo,Lotus Flower,0,57,73,43,173
1007,Panda #1007,Cerulean,Red,Neutral,Superpanda,Blue Bandana,Squid,98,53,37,53,241
1008,Panda #1008,Lavender,Red,Gold Grill,Green Iris,Gold Necklace,Squid,8,22,25,94,149
1009,Panda #1009,Lime,DMT,Happy,Green Iris,Joker,Red Beanie,22,23,50,92,187
1010,Panda #1010,Lavender,Galaxy,Neutral,Sad,Pink Tuxedo,Halo,7,20,92,38,157
1011,Panda #1011,Banana,Purple,Bamboo,Pink Shutter,Leather Jacket,Santa,19,1,60,11,91
1012,Panda #1012,Banana,Black,Neutral,Green Iris,Pink Tuxedo,Bun,76,39,95,59,269
1013,Panda #1013,Lime,Brown,Happy,Green Iris,Blue Tuxedo,Bamboo Conical,53,25,76,39,193
1014,Panda #1014,Teal,Red,Neutral,Green Shutter,Black Tuxedo,Halo,78,53,28,19,178
1015,Panda #1015,Goodnight,Pink,Banana,Orange Iris,Yellow Tuxedo,Laurel Wreath,61,8,57,41,167
1016,Panda #1016,Banana,Galaxy,Evil Cigarette,Superpanda,Kimono,Wizard,40,82,28,34,184
1017,Panda #1017,Violet,Mermaid,Sad,Pink Shutter,Kimono,Halo,89,70,96,46,301
1018,Panda #1018,Coral,Rainbow,Surgical Mask,Blue Iris,Panda Necklace,Koi,45,66,47,36,194
1019,Panda #1019,Gold,DMT,Rose,Hypno,Blue Hoodie,Red Beanie,29,42,15,85,171
1020,Panda #1020,Banana,Black,Party Horn Yellow,Monocle,Red Bandana,Gold Crown,76,52,21,16,165
1021,Panda #1021,Vaporwave,Pink,Pink Gum,Sad,Leather Jacket,Celestial Dragon,72,76,54,89,291
1022,Panda #1022,Cotton Candy,Galaxy,Vampire,Glasses,Yin Yang Necklace,Koi,65,68,33,93,259
1023,Panda #1023,Teal,Blue,Rose,Blue Iris,Blue Tuxedo,Halo,70,21,60,99,250
1024,Panda #1024,Cerulean,Albino,gm,Green Iris,Pink Tuxedo,Gold Crown,96,92,18,35,241
1025,Panda #1025,Lime,Brown,Sad,Mad,Blue Hoodie,Koi,68,32,23,35,158
1026,Panda #1026,Banana,Camo,Banana,Vaporwave,Black Hoodie,Blue Partyhat,72,70,86,58,286
1027,Panda #1027,Lime,Rainbow,Neutral,Hearts,Vampire,King's Crown,87,67,2,89,245
1028,Panda #1028,Lime,Pink,Happy,Green Iris,Yellow Tuxedo,Halo,68,25,17,27,137
1029,Panda #1029,Lavender,Black,Pyro,Hearts,Greek Toga,Black Conical,3,10,61,90,164
1030,Panda #1030,Banana,Blue,Party Horn Yellow,Orange Iris,Kimono,Bun,19,38,66,46,169
1031,Panda #1031,Cerulean,Purple,Happy,Thug Life,Gold Necklace,Bamboo Conical,4,60,42,1,107
1032,Panda #1032,Rise,Black,Blue Gum,Anime,Leather Jacket,Pink Partyhat,3,92,18,55,168
1033,Panda #1033,Gold,Purple,Gold Grill,Pink Shutter,Kimono,Nogitsune,23,22,52,51,148
1034,Panda #1034,Neon Green,Blue,Ninja Mask,Sad,Leather Jacket,Gold Laurel Wreath,85,14,26,29,154
1035,Panda #1035,Lime,Galaxy,Joint,Demonic,Shakespear,Red Beanie,28,60,9,85,182
1036,Panda #1036,Rise,Pink,Mad,Glasses,Yin Yang Necklace,Pirate,50,56,86,48,240
1037,Panda #1037,Cerulean,Pink,Death Whistle,Blue Iris,Wizard Robe,Pink Paper Crown,22,44,42,65,173
1038,Panda #1038,Violet,Blue,Happy,Blue Iris,Yin Yang Necklace,Blue Partyhat,21,24,89,4,138
1039,Panda #1039,Vaporwave,Red,Evil Cigarette,Orange Iris,Shakespear,Blue Beanie,33,73,95,96,297
1040,Panda #1040,Coral,Galaxy,Banana,Orange Iris,Shakespear,Black Conical,60,70,32,0,162
1041,Panda #1041,Banana,Black,Bamboo,Monocle,Koi Tattoo,Bun,91,81,49,41,262
1042,Panda #1042,Neon Green,Black,Gold Grill,Glasses,Yin Yang Necklace,Purple Paper Crown,93,66,5,30,194
1043,Panda #1043,Lime,Red,Mad,Superpanda,Blue Tuxedo,Bun,49,99,29,70,247
1044,Panda #1044,Lavender,Purple,Gold Grill,Hypno,Shakespear,Bamboo Conical,79,15,91,93,278
1045,Panda #1045,Lime,Pink,Party Horn Yellow,Monocle,Kimono,Celestial Dragon,31,60,8,25,124
1046,Panda #1046,Teal,Red,Vampire,Vaporwave,Black Tuxedo,Bamboo Conical,24,7,40,0,71
1047,Panda #1047,Lime,Purple,Sad,Sad,Yin Yang Necklace,Laurel Wreath,33,42,17,21,113
1048,Panda #1048,Neon Green,Purple,Bamboo,Blue Iris,Yellow Tuxedo,Red Beanie,52,55,72,45,224
1049,Panda #1049,Vaporwave,Brown,Neutral,Monocle,Red Bandana,Red Beanie,70,55,87,95,307
1050,Panda #1050,Cerulean,Pink,Pizza,Blue Iris,Yin Yang Necklace,Pirate,98,4,40,48,190
1051,Panda #1051,Cerulean,Blue,Neutral,Orange Iris,Greek Toga,Bamboo Conical,92,79,73,82,326
1052,Panda #1052,Banana,Black,Happy,Blue Iris,Koi Tattoo,Bun,38,8,7,12,65
1053,Panda #1053,Cerulean,Camo,Mad,Red Laser,Joker,Halo,95,75,48,20,238
1054,Panda #1054,Dawn,Pink,Vampire,Orange Iris,Kimono,Pirate,81,56,17,19,173
1055,Panda #1055,Banana,Brown,Ninja Mask,Sad,Blue Bandana,Halo,3,58,94,60,215
1056,Panda #1056,Goodnight,Purple,Pink Gum,Blue Iris,Vampire,Black Conical,45,39,52,63,199
1057,Panda #1057,Lime,Brown,Joint,Glasses,Pirate,Pirate,14,29,99,45,187
1058,Panda #1058,Lime,Purple,Surgical Mask,Hearts,Holographic Jacket,Kitsune,74,88,46,56,264
1059,Panda #1059,Neon Green,Silver,Vampire,Holy,Shakespear,Lotus Flower,34,90,49,24,197
1060,Panda #1060,Banana,Gold,Bamboo,Blue Iris,Black Hoodie,Jester,49,4,53,65,171
1061,Panda #1061,Banana,DMT,Neutral,Jester,Blue Hoodie,Red Beanie,72,97,88,48,305
1062,Panda #1062,Lime,Brown,Gold Grill,Bitcoin,Yin Yang Necklace,Lotus Flower,75,28,99,28,230
1063,Panda #1063,Dawn,Black,Neutral,Orange Iris,Superpanda,Halo,11,28,28,29,96
1064,Panda #1064,Lavender,Black,Blue Gum,Monocle,Pandaball Z,Bun,73,12,25,72,182
1065,Panda #1065,Azure,Albino,Blue Gum,Thug Life,Night's Watch,Koi,71,68,98,23,260
1066,Panda #1066,Teal,Black,Neutral,Red Noun,Prisoner,Koi,79,17,27,53,176
1067,Panda #1067,Cerulean,Red,Pyro,Orange Iris,Koi Tattoo,Pink Partyhat,6,98,58,78,240
1068,Panda #1068,Goodmorning,Black,Happy,Eyepatch,Pandaball Z,Earth Dragon,50,10,82,52,194
1069,Panda #1069,Lavender,Red,Ninja Mask,Eyepatch,Yellow Tuxedo,Bun,26,13,20,3,62
1070,Panda #1070,Lime,Black,Neutral,Gradient Noun,Blue Tuxedo,Laurel Wreath,41,40,42,6,129
1071,Panda #1071,Banana,Albino,Vampire,Blue Iris,Koi Tattoo,Bamboo Conical,92,31,78,51,252
1072,Panda #1072,Cerulean,Blue,Pyro,Anime,Leather Jacket,Black Conical,72,84,5,29,190
1073,Panda #1073,Lavender,Silver,Rose,Green Iris,Blue Tuxedo,Wizard,83,97,37,42,259
1074,Panda #1074,Neon Green,Black,Pink Gum,Monocle,Hawaiian,Samurai,11,84,28,84,207
1075,Panda #1075,Cerulean,Brown,Neutral,Jester,Blue Bandana,Baby Panda,58,95,12,20,185
1076,Panda #1076,Lavender,Albino,Death Whistle,Cyber,Yellow Tuxedo,Kitsune,40,25,11,32,108
1077,Panda #1077,Cerulean,Black,Party Horn Yellow,Thug Life,Koi Tattoo,Halo,50,24,0,46,120
1078,Panda #1078,Rise,Mermaid,Blue Gum,Red Noun,Yellow Tuxedo,Squid,50,91,99,60,300
1079,Panda #1079,Neon Green,Blue,Cigarette,Mad,Black Hoodie,Lotus Flower,59,97,37,60,253
1080,Panda #1080,Lime,Brown,Surgical Mask,Blue Iris,Yin Yang Necklace,Black Conical,41,27,90,25,183
1081,Panda #1081,Teal,Black,Banana,Hearts,Black Tuxedo,Pink Partyhat,22,45,99,92,258
1082,Panda #1082,Coral,Red,Blue Gum,Thug Life,Yin Yang Necklace,Blue Beanie,19,18,0,67,104
1083,Panda #1083,Lavender,Camo,Surgical Mask,Orange Iris,Yellow Tuxedo,Lotus Flower,67,80,37,14,198
1084,Panda #1084,Lavender,Red,Pink Gum,Orange Iris,Pirate,Bamboo Conical,35,73,16,48,172
1085,Panda #1085,Lime,Black,Pyro,Anime,Blue Bandana,Nogitsune,66,96,38,84,284
1086,Panda #1086,Cerulean,Black,gm,Orange Iris,Leather Jacket,Bamboo Conical,25,63,95,40,223
1087,Panda #1087,Teal,Purple,Trumpet,Eyepatch,Wizard Robe,Halo,54,7,36,32,129
1088,Panda #1088,Lime,Black,Neutral,Blue Laser,Yin Yang Necklace,Gold Crown,71,23,0,28,122
1089,Panda #1089,Lime,Black,gm,Blue Iris,Superpanda,Koi,0,17,68,99,184
1090,Panda #1090,Cerulean,Black,Sad,Red Noun,Yin Yang Necklace,Bun,50,80,89,48,267
1091,Panda #1091,Lavender,Rainbow,Bamboo,Blue Iris,Blue Hoodie,Nogitsune,63,61,46,97,267
1092,Panda #1092,Cerulean,Camo,Cigarette,Anime,Superpanda,Koi,38,72,12,25,147
1093,Panda #1093,Cotton Candy,Black,Happy,VR,Black Hoodie,Bamboo Conical,58,44,50,43,195
1094,Panda #1094,Goodnight,Camo,Rose,Bitcoin,Blue Tuxedo,Halo,42,85,14,9,150
1095,Panda #1095,Azure,Purple,Neutral,Green Shutter,Santa,Squid,29,6,43,2,80
1096,Panda #1096,Lime,Red,Rainbow Grill,Sad,Hawaiian,Kitsune,1,55,13,61,130
1097,Panda #1097,Goodmorning,Black,Pink Gum,Mad,Shakespear,Blue Beanie,33,37,5,48,123
1098,Panda #1098,Cotton Candy,Red,Happy,Green Shutter,Superpanda,Laurel Wreath,36,52,69,11,168
1099,Panda #1099,Banana,Brown,Neutral,Orange Iris,Blue Hoodie,Nogitsune,32,26,43,59,160
1100,Panda #1100,Neon Green,Black,Happy,Blue Iris,Red Bandana,Bun,91,52,39,32,214
1101,Panda #1101,Lime,Black,Mad,Sad,Kimono,Gold Crown,43,53,24,34,154
1102,Panda #1102,Lime,Black,Pizza,Blue Iris,Hawaiian,Bamboo Conical,31,41,38,96,206
1103,Panda #1103,Rise,Black,gm,Demonic,Prisoner,Bamboo Conical,3,66,100,91,260
1104,Panda #1104,Cerulean,Black,Surgical Mask,Mad,Leather Jacket,Jester,86,44,19,93,242
1105,Panda #1105,Lime,Pink,Evil Cigarette,Green Iris,Santa,Red Beanie,37,15,98,77,227
1106,Panda #1106,Lavender,Pink,Bamboo,Blue Iris,Prisoner,Laurel Wreath,59,64,70,12,205
1107,Panda #1107,Coral,Black,gm,Green Iris,Yellow Tuxedo,Kitsune,54,38,25,28,145
1108,Panda #1108,Cerulean,Mermaid,Party Horn Yellow,Blue Iris,Red Bandana,Koi,55,84,30,63,232
1109,Panda #1109,Teal,Red,Happy,Bitcoin,Yellow Tuxedo,Purple Paper Crown,74,79,58,48,259
1110,Panda #1110,Banana,Red,gm,Blue Iris,Yin Yang Necklace,Baby Panda,63,61,40,58,222
1111,Panda #1111,Banana,Albino,Vampire,Holy,Blue Bandana,Baby Panda,93,55,45,2,195
1112,Panda #1112,Neon Green,Black,Party Horn Yellow,Orange Iris,Wizard Robe,Yellow Paper Crown,47,20,5,97,169
1113,Panda #1113,Banana,Black,Ninja Mask,Blue Iris,Prisoner,Blue Beanie,81,25,18,74,198
